"from","to"
"IAH","IST"
"IAH","ORD"
"IAH","DFW"
"IAH","CDG"
"IAH","AMS"
"IAH","DEN"
"IAH","DXB"
"IAH","ATL"
"IAH","LHR"
"IAH","MIA"
"IAH","JFK"
"IAH","LAX"
"IAH","CLT"
"IAH","YYZ"
"IAH","EWR"
"IAH","MUC"
"IAH","IAD"
"IAH","LAS"
"IAH","MAN"
"IAH","BOS"
"IAH","SFO"
"IAH","MDW"
"IAH","MSP"
"IAH","DOH"
"IAH","PHX"
"IAH","YUL"
"IAH","MCO"
"IAH","PHL"
"IAH","FLL"
"IAH","SEA"
"IAH","DAL"
"IAH","DTW"
"IAH","CUN"
"IAH","AUS"
"IAH","YVR"
"IAH","BNA"
"IAH","SLC"
"IAH","DCA"
"IAH","BWI"
"IAH","MEX"
"IAH","YYC"
"IAH","ANC"
"IAH","GRU"
"IAH","LGA"
"IAH","TPA"
"IAH","CVG"
"IAH","NRT"
"IAH","PBI"
"IAH","PDX"
"IAH","SAN"
"IAH","BOG"
"IAH","SJC"
"IAH","KEF"
"IAH","HND"
"IAH","STL"
"IAH","PTY"
"IAH","SNA"
"IAH","ASE"
"IAH","CHS"
"IAH","RDU"
"IAH","RSW"
"IAH","PIT"
"IAH","PUJ"
"IAH","SJU"
"IAH","IND"
"IAH","BDL"
"IAH","GDL"
"IAH","SAT"
"IAH","SDF"
"IAH","MKE"
"IAH","CMH"
"IAH","MSY"
"IAH","HNL"
"IAH","SCL"
"IAH","NAS"
"IAH","EZE"
"IAH","PVR"
"IAH","MEM"
"IAH","LIM"
"IAH","BZN"
"IAH","HHN"
"IAH","CLE"
"IAH","SJD"
"IAH","OMA"
"IAH","MCI"
"IAH","SRQ"
"IAH","TPE"
"IAH","AKL"
"IAH","JAX"
"IAH","EGE"
"IAH","PSP"
"IAH","SMF"
"IAH","PLS"
"IAH","ONT"
"IAH","MTY"
"IAH","SAV"
"IAH","AGA"
"IAH","ICT"
"IAH","SJO"
"IAH","GRR"
"IAH","OKC"
"IAH","ORF"
"IAH","RIC"
"IAH","DSM"
"IAH","BOI"
"IAH","AZA"
"IAH","JAC"
"IAH","MBJ"
"IAH","TUL"
"IAH","BHM"
"IAH","RNO"
"IAH","ELP"
"IAH","GIG"
"IAH","FCA"
"IAH","TUS"
"IAH","EYW"
"IAH","GSP"
"IAH","SVG"
"IAH","ABQ"
"IAH","SAL"
"IAH","GUA"
"IAH","LIT"
"IAH","TYS"
"IAH","ECP"
"IAH","LIR"
"IAH","AUA"
"IAH","XNA"
"IAH","STT"
"IAH","SAF"
"IAH","PNS"
"IAH","LRD"
"IAH","GCM"
"IAH","POS"
"IAH","RFD"
"IAH","UIO"
"IAH","LGG"
"IAH","MAF"
"IAH","SHV"
"IAH","HDN"
"IAH","COS"
"IAH","HSV"
"IAH","QRO"
"IAH","BJX"
"IAH","BZE"
"IAH","RAP"
"IAH","HRL"
"IAH","LAL"
"IAH","MID"
"IAH","SAP"
"IAH","MTJ"
"IAH","BHB"
"IAH","AEX"
"IAH","SGF"
"IAH","MZT"
"IAH","RIV"
"IAH","CZM"
"IAH","ILN"
"IAH","MFE"
"IAH","MLM"
"IAH","LBB"
"IAH","AMA"
"IAH","BTR"
"IAH","OST"
"IAH","ZIH"
"IAH","YQX"
"IAH","AGU"
"IAH","OAX"
"IAH","PBC"
"IAH","GEO"
"IAH","JAN"
"IAH","VER"
"IAH","MDD"
"IAH","LFT"
"IAH","XPL"
"IAH","GUC"
"IAH","SLP"
"IAH","ACA"
"IAH","BRO"
"IAH","GPT"
"IAH","BON"
"IAH","CLL"
"IAH","RTB"
"IAH","MOB"
"IAH","TAM"
"IAH","CRP"
"IAH","ZLO"
"IAH","PIB"
"IAH","HOB"
"IAH","TXK"
"IAH","MEI"
"IAH","LCH"
"IAH","LSV"
"IAH","VCT"
"VIE","FRA"
"VIE","IST"
"VIE","ORD"
"VIE","CDG"
"VIE","AMS"
"VIE","DXB"
"VIE","LHR"
"VIE","JFK"
"VIE","LAX"
"VIE","MAD"
"VIE","YYZ"
"VIE","EWR"
"VIE","STN"
"VIE","DUB"
"VIE","MUC"
"VIE","BCN"
"VIE","IAD"
"VIE","ZRH"
"VIE","FCO"
"VIE","BRU"
"VIE","MAN"
"VIE","ARN"
"VIE","PMI"
"VIE","ORY"
"VIE","PVG"
"VIE","ATH"
"VIE","LGW"
"VIE","CPH"
"VIE","DOH"
"VIE","YUL"
"VIE","AGP"
"VIE","DUS"
"VIE","ISL"
"VIE","MXP"
"VIE","OSL"
"VIE","AYT"
"VIE","WAW"
"VIE","LIS"
"VIE","EDI"
"VIE","BER"
"VIE","CUN"
"VIE","BGY"
"VIE","CRL"
"VIE","ALC"
"VIE","TLV"
"VIE","CGN"
"VIE","NAP"
"VIE","MRS"
"VIE","SAW"
"VIE","ICN"
"VIE","PRG"
"VIE","BUD"
"VIE","HEL"
"VIE","GVA"
"VIE","JED"
"VIE","BLQ"
"VIE","VCE"
"VIE","LPA"
"VIE","OTP"
"VIE","AUH"
"VIE","NCE"
"VIE","ADD"
"VIE","KRK"
"VIE","CAI"
"VIE","MLA"
"VIE","HAM"
"VIE","RUH"
"VIE","STR"
"VIE","NRT"
"VIE","BKK"
"VIE","LUX"
"VIE","OPO"
"VIE","VLC"
"VIE","TFS"
"VIE","KWI"
"VIE","HER"
"VIE","KEF"
"VIE","CFU"
"VIE","IBZ"
"VIE","BRI"
"VIE","SHE"
"VIE","RHO"
"VIE","LYS"
"VIE","RIX"
"VIE","BEG"
"VIE","SKG"
"VIE","BRS"
"VIE","CTA"
"VIE","ACE"
"VIE","SVQ"
"VIE","GOT"
"VIE","FAO"
"VIE","EIN"
"VIE","PSA"
"VIE","PMO"
"VIE","AMM"
"VIE","BVA"
"VIE","CHQ"
"VIE","CAG"
"VIE","SOF"
"VIE","ADB"
"VIE","ESB"
"VIE","ALG"
"VIE","MAH"
"VIE","LCA"
"VIE","FUE"
"VIE","GDN"
"VIE","BLL"
"VIE","OLB"
"VIE","TUN"
"VIE","JTR"
"VIE","WMI"
"VIE","NUE"
"VIE","ZAG"
"VIE","SPU"
"VIE","TIA"
"VIE","DBV"
"VIE","TPE"
"VIE","KGS"
"VIE","HRG"
"VIE","ZAD"
"VIE","FNC"
"VIE","LPL"
"VIE","PFO"
"VIE","BDS"
"VIE","JMK"
"VIE","DLM"
"VIE","VNO"
"VIE","HAJ"
"VIE","EVN"
"VIE","SSH"
"VIE","AGA"
"VIE","MLE"
"VIE","ZTH"
"VIE","TLL"
"VIE","TBS"
"VIE","IKA"
"VIE","FLR"
"VIE","SUF"
"VIE","DJE"
"VIE","PVK"
"VIE","BOJ"
"VIE","SZG"
"VIE","KIV"
"VIE","CLJ"
"VIE","MIR"
"VIE","AHO"
"VIE","JSI"
"VIE","EFL"
"VIE","SKP"
"VIE","LEJ"
"VIE","SJJ"
"VIE","ORN"
"VIE","DTM"
"VIE","GOA"
"VIE","TRF"
"VIE","KUT"
"VIE","SDR"
"VIE","KLX"
"VIE","IAS"
"VIE","ZAZ"
"VIE","PUY"
"VIE","PRN"
"VIE","SMI"
"VIE","EBL"
"VIE","AOK"
"VIE","PEG"
"VIE","TGD"
"VIE","VAR"
"VIE","ASR"
"VIE","BRE"
"VIE","SBZ"
"VIE","CLY"
"VIE","KSC"
"VIE","SZF"
"VIE","SCV"
"VIE","INN"
"VIE","KVA"
"VIE","INI"
"VIE","BNX"
"VIE","GRZ"
"VIE","FMO"
"VIE","RMI"
"VIE","LXS"
"VIE","VOL"
"VIE","GPA"
"VIE","OHD"
"VIE","ACH"
"VIE","TZL"
"VIE","SKU"
"VIE","KLU"
"VIE","LPP"
"MUC","FRA"
"MUC","IST"
"MUC","ORD"
"MUC","CDG"
"MUC","AMS"
"MUC","DEN"
"MUC","DXB"
"MUC","ATL"
"MUC","LHR"
"MUC","MIA"
"MUC","JFK"
"MUC","LAX"
"MUC","CLT"
"MUC","MAD"
"MUC","YYZ"
"MUC","EWR"
"MUC","VIE"
"MUC","DUB"
"MUC","BCN"
"MUC","IAH"
"MUC","IAD"
"MUC","LAS"
"MUC","ZRH"
"MUC","FCO"
"MUC","BRU"
"MUC","MAN"
"MUC","ARN"
"MUC","SFO"
"MUC","BOS"
"MUC","PMI"
"MUC","ORY"
"MUC","ATH"
"MUC","LGW"
"MUC","CPH"
"MUC","DOH"
"MUC","YUL"
"MUC","AGP"
"MUC","DUS"
"MUC","ISL"
"MUC","MXP"
"MUC","OSL"
"MUC","AYT"
"MUC","WAW"
"MUC","LIS"
"MUC","DEL"
"MUC","EDI"
"MUC","DTW"
"MUC","BER"
"MUC","CUN"
"MUC","YVR"
"MUC","ALC"
"MUC","TLV"
"MUC","CGN"
"MUC","NAP"
"MUC","SIN"
"MUC","MRS"
"MUC","SAW"
"MUC","ICN"
"MUC","BUD"
"MUC","PRG"
"MUC","HEL"
"MUC","GVA"
"MUC","JED"
"MUC","BLQ"
"MUC","LPA"
"MUC","VCE"
"MUC","OTP"
"MUC","BOM"
"MUC","AUH"
"MUC","NCE"
"MUC","KRK"
"MUC","CAI"
"MUC","HAM"
"MUC","MLA"
"MUC","RUH"
"MUC","STR"
"MUC","BHX"
"MUC","BKK"
"MUC","LUX"
"MUC","OPO"
"MUC","SAN"
"MUC","VLC"
"MUC","TFS"
"MUC","KWI"
"MUC","HER"
"MUC","KEF"
"MUC","CFU"
"MUC","HND"
"MUC","IBZ"
"MUC","BRI"
"MUC","RHO"
"MUC","LYS"
"MUC","RIX"
"MUC","SKG"
"MUC","BEG"
"MUC","CTA"
"MUC","SVQ"
"MUC","ACE"
"MUC","GOT"
"MUC","FAO"
"MUC","PMO"
"MUC","PUJ"
"MUC","CHQ"
"MUC","CAG"
"MUC","TLS"
"MUC","SOF"
"MUC","ADB"
"MUC","ESB"
"MUC","MAH"
"MUC","LCA"
"MUC","MCT"
"MUC","FUE"
"MUC","GDN"
"MUC","OLB"
"MUC","BLL"
"MUC","TUN"
"MUC","JTR"
"MUC","WRO"
"MUC","VRN"
"MUC","TRN"
"MUC","NUE"
"MUC","ZAG"
"MUC","SPU"
"MUC","TIA"
"MUC","LIN"
"MUC","BGO"
"MUC","DBV"
"MUC","KGS"
"MUC","HRG"
"MUC","ZAD"
"MUC","FNC"
"MUC","BIO"
"MUC","PFO"
"MUC","JMK"
"MUC","BDS"
"MUC","DLM"
"MUC","HAJ"
"MUC","VNO"
"MUC","BJV"
"MUC","ZTH"
"MUC","TLL"
"MUC","POZ"
"MUC","TBS"
"MUC","FLR"
"MUC","GIG"
"MUC","SUF"
"MUC","TZX"
"MUC","PVK"
"MUC","DJE"
"MUC","SXB"
"MUC","CPT"
"MUC","CLJ"
"MUC","MIR"
"MUC","JSI"
"MUC","BIA"
"MUC","LEJ"
"MUC","DTM"
"MUC","GOA"
"MUC","KLX"
"MUC","SMI"
"MUC","PRN"
"MUC","PUY"
"MUC","AOK"
"MUC","ADA"
"MUC","LJU"
"MUC","SPC"
"MUC","BIQ"
"MUC","JER"
"MUC","XRY"
"MUC","TIV"
"MUC","ASR"
"MUC","RMF"
"MUC","BRE"
"MUC","SBZ"
"MUC","TSR"
"MUC","ISU"
"MUC","RJK"
"MUC","SZF"
"MUC","AOI"
"MUC","DRS"
"MUC","KVA"
"MUC","TMP"
"MUC","FMO"
"MUC","GRZ"
"MUC","OGU"
"MUC","GWT"
"MUC","VOL"
"MUC","GPA"
"MUC","DEB"
"MUC","PAD"
"MUC","OSI"
"CLT","FRA"
"CLT","ORD"
"CLT","DFW"
"CLT","DEN"
"CLT","ATL"
"CLT","LHR"
"CLT","MIA"
"CLT","JFK"
"CLT","LAX"
"CLT","MAD"
"CLT","EWR"
"CLT","YYZ"
"CLT","MUC"
"CLT","DUB"
"CLT","IAH"
"CLT","IAD"
"CLT","LAS"
"CLT","FCO"
"CLT","BOS"
"CLT","SFO"
"CLT","MDW"
"CLT","MSP"
"CLT","PHX"
"CLT","MCO"
"CLT","YUL"
"CLT","PHL"
"CLT","FLL"
"CLT","SEA"
"CLT","DAL"
"CLT","HPN"
"CLT","TEB"
"CLT","DTW"
"CLT","CUN"
"CLT","AUS"
"CLT","BNA"
"CLT","DCA"
"CLT","SLC"
"CLT","BWI"
"CLT","MEX"
"CLT","LGA"
"CLT","TPA"
"CLT","CVG"
"CLT","PBI"
"CLT","PDX"
"CLT","SAN"
"CLT","STL"
"CLT","SNA"
"CLT","CHS"
"CLT","RDU"
"CLT","PUJ"
"CLT","RSW"
"CLT","PIT"
"CLT","GLA"
"CLT","SJU"
"CLT","IND"
"CLT","BDL"
"CLT","GDL"
"CLT","SAT"
"CLT","MKE"
"CLT","SDF"
"CLT","CMH"
"CLT","MSY"
"CLT","NAS"
"CLT","ACK"
"CLT","MEM"
"CLT","PVR"
"CLT","BZN"
"CLT","CLE"
"CLT","SRQ"
"CLT","MCI"
"CLT","SJD"
"CLT","OMA"
"CLT","MYR"
"CLT","JAX"
"CLT","BUF"
"CLT","SMF"
"CLT","PLS"
"CLT","SXM"
"CLT","ONT"
"CLT","PVD"
"CLT","SAV"
"CLT","PWM"
"CLT","OPF"
"CLT","SJO"
"CLT","GRR"
"CLT","CAK"
"CLT","RIC"
"CLT","ORF"
"CLT","OKC"
"CLT","AVL"
"CLT","DSM"
"CLT","MBJ"
"CLT","TUL"
"CLT","ALB"
"CLT","VPS"
"CLT","SDQ"
"CLT","BHM"
"CLT","TVC"
"CLT","EYW"
"CLT","BTV"
"CLT","MVY"
"CLT","SYR"
"CLT","GSP"
"CLT","BGI"
"CLT","TTN"
"CLT","AFW"
"CLT","MSN"
"CLT","MHT"
"CLT","STS"
"CLT","LIR"
"CLT","AUA"
"CLT","LIT"
"CLT","TYS"
"CLT","ECP"
"CLT","ROC"
"CLT","GSO"
"CLT","ANU"
"CLT","STT"
"CLT","ILM"
"CLT","XNA"
"CLT","AGS"
"CLT","FWA"
"CLT","ABE"
"CLT","BGR"
"CLT","PNS"
"CLT","GCM"
"CLT","LEX"
"CLT","MDT"
"CLT","SBN"
"CLT","CHA"
"CLT","CID"
"CLT","SKB"
"CLT","DAY"
"CLT","CHO"
"CLT","SHV"
"CLT","RAP"
"CLT","BZE"
"CLT","CAE"
"CLT","HSV"
"CLT","CUR"
"CLT","UVF"
"CLT","TEX"
"CLT","HHH"
"CLT","ATW"
"CLT","SGF"
"CLT","DAB"
"CLT","AEX"
"CLT","CZM"
"CLT","ORL"
"CLT","TLH"
"CLT","PIA"
"CLT","FNT"
"CLT","BDA"
"CLT","BTR"
"CLT","POP"
"CLT","ROA"
"CLT","GND"
"CLT","JAN"
"CLT","CRW"
"CLT","EVV"
"CLT","LFT"
"CLT","PHF"
"CLT","ELH"
"CLT","HTS"
"CLT","MGM"
"CLT","GGT"
"CLT","GPT"
"CLT","MLB"
"CLT","ERI"
"CLT","AVP"
"CLT","STX"
"CLT","GNV"
"CLT","TRI"
"CLT","CSG"
"CLT","ITH"
"CLT","SBY"
"CLT","MOB"
"CLT","FTY"
"CLT","FAY"
"CLT","ABY"
"CLT","BKW"
"CLT","OAJ"
"CLT","EWN"
"CLT","PGV"
"CLT","BCB"
"CLT","LYH"
"CLT","FLO"
"CLT","MSL"
"MAD","FRA"
"MAD","IST"
"MAD","ORD"
"MAD","DFW"
"MAD","CDG"
"MAD","AMS"
"MAD","DXB"
"MAD","ATL"
"MAD","LHR"
"MAD","MIA"
"MAD","JFK"
"MAD","LAX"
"MAD","CLT"
"MAD","EWR"
"MAD","YYZ"
"MAD","STN"
"MAD","VIE"
"MAD","MUC"
"MAD","DUB"
"MAD","BCN"
"MAD","IAD"
"MAD","ZRH"
"MAD","FCO"
"MAD","BRU"
"MAD","MAN"
"MAD","ARN"
"MAD","SFO"
"MAD","BOS"
"MAD","PMI"
"MAD","ORY"
"MAD","PVG"
"MAD","ATH"
"MAD","LGW"
"MAD","CPH"
"MAD","DOH"
"MAD","YUL"
"MAD","PHL"
"MAD","AGP"
"MAD","DUS"
"MAD","ISL"
"MAD","MXP"
"MAD","OSL"
"MAD","WAW"
"MAD","LIS"
"MAD","CKG"
"MAD","EDI"
"MAD","BER"
"MAD","CUN"
"MAD","BGY"
"MAD","CRL"
"MAD","ALC"
"MAD","TLV"
"MAD","NAP"
"MAD","MRS"
"MAD","SAW"
"MAD","MEX"
"MAD","PRG"
"MAD","BUD"
"MAD","GVA"
"MAD","HEL"
"MAD","JED"
"MAD","BLQ"
"MAD","LPA"
"MAD","VCE"
"MAD","OTP"
"MAD","AUH"
"MAD","NCE"
"MAD","GRU"
"MAD","KRK"
"MAD","CAI"
"MAD","MLA"
"MAD","HAM"
"MAD","RUH"
"MAD","BHX"
"MAD","LUX"
"MAD","OPO"
"MAD","VLC"
"MAD","BOG"
"MAD","TSN"
"MAD","TFS"
"MAD","KWI"
"MAD","KEF"
"MAD","HER"
"MAD","CFU"
"MAD","IBZ"
"MAD","BRI"
"MAD","LYS"
"MAD","CMN"
"MAD","PTY"
"MAD","RIX"
"MAD","BEG"
"MAD","BRS"
"MAD","CTA"
"MAD","ACE"
"MAD","SVQ"
"MAD","BOD"
"MAD","PSA"
"MAD","FAO"
"MAD","EIN"
"MAD","PMO"
"MAD","PUJ"
"MAD","AMM"
"MAD","BVA"
"MAD","CAG"
"MAD","TLS"
"MAD","SOF"
"MAD","SJU"
"MAD","MAH"
"MAD","NTE"
"MAD","GDL"
"MAD","ALG"
"MAD","FUE"
"MAD","BLL"
"MAD","OLB"
"MAD","TUN"
"MAD","JTR"
"MAD","RAK"
"MAD","WMI"
"MAD","TRN"
"MAD","EZE"
"MAD","SCL"
"MAD","ZAG"
"MAD","LIM"
"MAD","LIN"
"MAD","SPU"
"MAD","TIA"
"MAD","DBV"
"MAD","SJD"
"MAD","BGO"
"MAD","BEY"
"MAD","FNC"
"MAD","BIO"
"MAD","LPL"
"MAD","BDS"
"MAD","JMK"
"MAD","MTY"
"MAD","AGA"
"MAD","SJO"
"MAD","SCQ"
"MAD","SDQ"
"MAD","FEZ"
"MAD","FLR"
"MAD","DSS"
"MAD","MDE"
"MAD","PDL"
"MAD","SXB"
"MAD","CLO"
"MAD","CLJ"
"MAD","HAV"
"MAD","AHO"
"MAD","GUA"
"MAD","TNG"
"MAD","LAD"
"MAD","TFN"
"MAD","KUN"
"MAD","SDR"
"MAD","IAS"
"MAD","CCS"
"MAD","NDR"
"MAD","UIO"
"MAD","LEI"
"MAD","SPC"
"MAD","MRU"
"MAD","XRY"
"MAD","VVI"
"MAD","SAP"
"MAD","OVD"
"MAD","GYE"
"MAD","SBZ"
"MAD","TRS"
"MAD","TSR"
"MAD","ASU"
"MAD","MVD"
"MAD","VGO"
"MAD","LCG"
"MAD","GRX"
"MAD","CBB"
"MAD","TTU"
"MAD","LXR"
"MAD","EAS"
"MAD","MLN"
"MAD","AZS"
"MAD","CRA"
"MAD","SCU"
"MAD","PNA"
"MAD","BJZ"
"MAD","LEU"
"SFO","FRA"
"SFO","IST"
"SFO","ORD"
"SFO","DFW"
"SFO","CDG"
"SFO","AMS"
"SFO","DEN"
"SFO","DXB"
"SFO","ATL"
"SFO","LHR"
"SFO","MIA"
"SFO","JFK"
"SFO","LAX"
"SFO","CLT"
"SFO","MAD"
"SFO","EWR"
"SFO","YYZ"
"SFO","VIE"
"SFO","MUC"
"SFO","DUB"
"SFO","BCN"
"SFO","IAH"
"SFO","IAD"
"SFO","LAS"
"SFO","ZRH"
"SFO","BOS"
"SFO","CAN"
"SFO","PMI"
"SFO","MDW"
"SFO","MSP"
"SFO","ORY"
"SFO","PVG"
"SFO","CPH"
"SFO","DOH"
"SFO","PHX"
"SFO","YUL"
"SFO","MCO"
"SFO","PHL"
"SFO","FLL"
"SFO","DAL"
"SFO","SEA"
"SFO","LIS"
"SFO","DEL"
"SFO","HPN"
"SFO","TEB"
"SFO","DTW"
"SFO","CUN"
"SFO","YVR"
"SFO","AUS"
"SFO","LTN"
"SFO","BNA"
"SFO","TLV"
"SFO","SLC"
"SFO","DCA"
"SFO","BWI"
"SFO","SIN"
"SFO","ICN"
"SFO","MEX"
"SFO","HEL"
"SFO","YYC"
"SFO","ANC"
"SFO","TPA"
"SFO","NRT"
"SFO","CVG"
"SFO","PBI"
"SFO","PDX"
"SFO","SAN"
"SFO","SJC"
"SFO","HND"
"SFO","PTY"
"SFO","SYD"
"SFO","MNL"
"SFO","ASE"
"SFO","SNA"
"SFO","BRS"
"SFO","CHS"
"SFO","RDU"
"SFO","HKG"
"SFO","PIT"
"SFO","RSW"
"SFO","YEG"
"SFO","IND"
"SFO","GDL"
"SFO","SAT"
"SFO","VNY"
"SFO","SDF"
"SFO","CMH"
"SFO","MEL"
"SFO","MSY"
"SFO","SGN"
"SFO","HNL"
"SFO","PWK"
"SFO","ACK"
"SFO","PVR"
"SFO","BZN"
"SFO","CLE"
"SFO","SJD"
"SFO","TPE"
"SFO","AKL"
"SFO","APF"
"SFO","PSP"
"SFO","SMF"
"SFO","EGE"
"SFO","BUF"
"SFO","BUR"
"SFO","MRY"
"SFO","PDK"
"SFO","PLS"
"SFO","ONT"
"SFO","APC"
"SFO","CAK"
"SFO","FOK"
"SFO","SJO"
"SFO","ACY"
"SFO","RIC"
"SFO","BOI"
"SFO","JAC"
"SFO","TLL"
"SFO","LBG"
"SFO","BCT"
"SFO","SBA"
"SFO","NGO"
"SFO","RNO"
"SFO","BHM"
"SFO","FCA"
"SFO","TUS"
"SFO","TVC"
"SFO","GEG"
"SFO","FXE"
"SFO","SUN"
"SFO","SYR"
"SFO","AFW"
"SFO","OGG"
"SFO","ABQ"
"SFO","SAL"
"SFO","PPT"
"SFO","STS"
"SFO","LIR"
"SFO","ROC"
"SFO","EUG"
"SFO","FKB"
"SFO","ABE"
"SFO","NAN"
"SFO","KOA"
"SFO","FAT"
"SFO","DAY"
"SFO","HDN"
"SFO","MSO"
"SFO","BMA"
"SFO","PSC"
"SFO","LAL"
"SFO","RDM"
"SFO","MTJ"
"SFO","MZT"
"SFO","LIH"
"SFO","PAE"
"SFO","BDN"
"SFO","ILN"
"SFO","MFR"
"SFO","FCM"
"SFO","PVU"
"SFO","TLH"
"SFO","SBP"
"SFO","DIJ"
"SFO","TKF"
"SFO","ZIH"
"SFO","OTH"
"SFO","MCC"
"SFO","RDD"
"SFO","SBD"
"SFO","BFL"
"SFO","ACV"
"SFO","OXC"
"SFO","GON"
"SFO","LTO"
"SFO","JCI"
"SFO","YQA"
"SFO","BDR"
"SFO","LAF"
"SFO","BIH"
"SFO","CMF"
"SFO","ACH"
"SFO","UDD"
"SFO","OXF"
"SFO","VQQ"
"SFO","CEF"
"BOS","FRA"
"BOS","IST"
"BOS","ORD"
"BOS","DFW"
"BOS","CDG"
"BOS","AMS"
"BOS","DEN"
"BOS","DXB"
"BOS","ATL"
"BOS","LHR"
"BOS","MIA"
"BOS","JFK"
"BOS","LAX"
"BOS","MAD"
"BOS","CLT"
"BOS","EWR"
"BOS","YYZ"
"BOS","STN"
"BOS","MUC"
"BOS","DUB"
"BOS","BCN"
"BOS","IAH"
"BOS","IAD"
"BOS","LAS"
"BOS","ZRH"
"BOS","FCO"
"BOS","BRU"
"BOS","ARN"
"BOS","SFO"
"BOS","MDW"
"BOS","MSP"
"BOS","ATH"
"BOS","LGW"
"BOS","CPH"
"BOS","DOH"
"BOS","PHX"
"BOS","MCO"
"BOS","YUL"
"BOS","PHL"
"BOS","FLL"
"BOS","AGP"
"BOS","MXP"
"BOS","OSL"
"BOS","SEA"
"BOS","LIS"
"BOS","HPN"
"BOS","TEB"
"BOS","DTW"
"BOS","EDI"
"BOS","CUN"
"BOS","AUS"
"BOS","YVR"
"BOS","LTN"
"BOS","BNA"
"BOS","TLV"
"BOS","CGN"
"BOS","DCA"
"BOS","SLC"
"BOS","NAP"
"BOS","BWI"
"BOS","ICN"
"BOS","HOU"
"BOS","YYC"
"BOS","LGA"
"BOS","TPA"
"BOS","CAI"
"BOS","PBI"
"BOS","CVG"
"BOS","NRT"
"BOS","PDX"
"BOS","SAN"
"BOS","VLC"
"BOS","SJC"
"BOS","KEF"
"BOS","STL"
"BOS","PTY"
"BOS","SFB"
"BOS","CHS"
"BOS","RDU"
"BOS","PIT"
"BOS","PUJ"
"BOS","HKG"
"BOS","RSW"
"BOS","APA"
"BOS","SJU"
"BOS","IND"
"BOS","SAT"
"BOS","MKE"
"BOS","SDF"
"BOS","VNY"
"BOS","CMH"
"BOS","MSY"
"BOS","HNL"
"BOS","PWK"
"BOS","ACK"
"BOS","BFI"
"BOS","SCL"
"BOS","NAS"
"BOS","NUE"
"BOS","MEM"
"BOS","BZN"
"BOS","SNN"
"BOS","CLE"
"BOS","MCI"
"BOS","SRQ"
"BOS","MYR"
"BOS","JAX"
"BOS","APF"
"BOS","YWG"
"BOS","BUF"
"BOS","PSP"
"BOS","SMF"
"BOS","MRY"
"BOS","PLS"
"BOS","SXM"
"BOS","SAV"
"BOS","PWM"
"BOS","APC"
"BOS","YHZ"
"BOS","FOK"
"BOS","GRR"
"BOS","MMU"
"BOS","ORF"
"BOS","RIC"
"BOS","AVL"
"BOS","ACY"
"BOS","MBJ"
"BOS","LBG"
"BOS","SDQ"
"BOS","BCT"
"BOS","TUS"
"BOS","TVC"
"BOS","MVY"
"BOS","HYA"
"BOS","EYW"
"BOS","SUN"
"BOS","PDL"
"BOS","SYR"
"BOS","TTN"
"BOS","BGI"
"BOS","AUA"
"BOS","LIR"
"BOS","TYS"
"BOS","ROC"
"BOS","ILM"
"BOS","STT"
"BOS","BGR"
"BOS","AGS"
"BOS","PNS"
"BOS","SBN"
"BOS","MDT"
"BOS","YTZ"
"BOS","CHO"
"BOS","UVF"
"BOS","HHH"
"BOS","EIS"
"BOS","TER"
"BOS","BHB"
"BOS","SGR"
"BOS","FNT"
"BOS","BDA"
"BOS","POP"
"BOS","LEB"
"BOS","STI"
"BOS","VRB"
"BOS","CIW"
"BOS","PHF"
"BOS","IAG"
"BOS","YPS"
"BOS","PNE"
"BOS","JST"
"BOS","OCA"
"BOS","MPV"
"BOS","MTN"
"BOS","AIK"
"BOS","SFM"
"BOS","GMU"
"BOS","PVC"
"BOS","MJX"
"BOS","LKP"
"BOS","LLY"
"BOS","TIX"
"BCN","FRA"
"BCN","IST"
"BCN","ORD"
"BCN","CDG"
"BCN","AMS"
"BCN","DXB"
"BCN","ATL"
"BCN","LHR"
"BCN","MIA"
"BCN","JFK"
"BCN","LAX"
"BCN","MAD"
"BCN","EWR"
"BCN","YYZ"
"BCN","STN"
"BCN","VIE"
"BCN","MUC"
"BCN","DUB"
"BCN","IAD"
"BCN","ZRH"
"BCN","FCO"
"BCN","BRU"
"BCN","MAN"
"BCN","ARN"
"BCN","BOS"
"BCN","SFO"
"BCN","PMI"
"BCN","ORY"
"BCN","ATH"
"BCN","LGW"
"BCN","CPH"
"BCN","DOH"
"BCN","YUL"
"BCN","PHL"
"BCN","AGP"
"BCN","DUS"
"BCN","ISL"
"BCN","MXP"
"BCN","OSL"
"BCN","WAW"
"BCN","LIS"
"BCN","EDI"
"BCN","BER"
"BCN","CUN"
"BCN","BGY"
"BCN","LTN"
"BCN","CRL"
"BCN","ALC"
"BCN","TLV"
"BCN","CGN"
"BCN","NAP"
"BCN","MRS"
"BCN","SAW"
"BCN","MEX"
"BCN","ICN"
"BCN","PRG"
"BCN","BUD"
"BCN","HEL"
"BCN","GVA"
"BCN","JED"
"BCN","BLQ"
"BCN","VCE"
"BCN","LPA"
"BCN","AUH"
"BCN","OTP"
"BCN","NCE"
"BCN","GRU"
"BCN","KRK"
"BCN","CAI"
"BCN","DME"
"BCN","HAM"
"BCN","MLA"
"BCN","RUH"
"BCN","STR"
"BCN","BHX"
"BCN","LUX"
"BCN","OPO"
"BCN","BOG"
