"from","to"
"JER","LBA"
"JER","NCL"
"PEG","TIA"
"BHD","LBA"
"YZV","CLE"
"PSR","LIN"
"ELQ","DWC"
"CNX","HAN"
"RZE","ZAD"
"BRE","ZAD"
"OOL","AKL"
"SIP","KZN"
"JER","LPL"
"BHD","LPL"
"GYN","BSB"
"TRM","MRY"
"PEG","BDS"
"KIN","SXM"
"KIN","PLS"
"LIH","ONT"
"BRE","VNO"
"MZT","MTY"
"QRO","MTY"
"NAG","AMD"
"GYN","CNF"
"OOL","PER"
"MZT","TIJ"
"QRO","TIJ"
"TOL","RIC"
"PEG","RTM"
"YZV","YQB"
"GUM","KIX"
"KOE","DPS"
"SIP","KJA"
"KHV","KJA"
"CHA","BCT"
"ELQ","TBS"
"GYN","REC"
"GUM","NGO"
"TOL","ELP"
"NOC","GRO"
"ELQ","ISB"
"GUM","FUK"
"PSR","GRO"
"PEG","SUF"
"TOL","PGD"
"ELQ","TZX"
"NAG","PNQ"
"NAG","LKO"
"OUA","DSS"
"PSR","FMM"
"SIP","KUF"
"TER","PDL"
"JER","LCY"
"BHD","LCY"
"OUA","ACC"
"OUA","ABJ"
"CZL","SXB"
"KOE","SUB"
"PEG","TPS"
"GYN","CGH"
"PSR","TPS"
"LIH","OGG"
"TOL","AFW"
"LJU","MIR"
"PSR","AHO"
"CNX","HKT"
"SIP","CEK"
"MPM","LAD"
"GYN","SSA"
"OOL","ADL"
"KHV","IKT"
"TRM","GSO"
"TRM","YIP"
"KIN","ANU"
"RZE","TRF"
"CZL","ORN"
"OOL","CNS"
"PSR","NRN"
"YZV","YYT"
"GYN","FOR"
"KIN","GCM"
"TOL","LRD"
"GYN","CGB"
"UVF","POS"
"KIN","POS"
"LIH","KOA"
"BHD","ABZ"
"NAG","GOI"
"OOL","WLG"
"OOL","CHC"
"BHD","SOU"
"OUA","LFW"
"GYN","SDU"
"GUM","PUS"
"SIP","GOJ"
"NAG","IDR"
"GYN","MCZ"
"YZV","YHU"
"OUA","COO"
"GYN","BPS"
"KHV","VVO"
"KHV","YKS"
"TOL","LAL"
"GYN","NAT"
"CHA","CGF"
"QRO","MZT"
"NAG","RPR"
"TRM","DPA"
"OUA","CKY"
"MZT","CUU"
"QRO","CUU"
"BHD","INV"
"ELQ","HMB"
"YZV","YWK"
"YZV","YBG"
"RZE","RJK"
"QRO","HMO"
"ELQ","MUX"
"NAG","IXG"
"SIP","ARH"
"CNX","HDY"
"SIP","MMK"
"UVF","SVD"
"UVF","GND"
"JER","GCI"
"TOL","MGA"
"TOL","PBC"
"YZV","YYY"
"OUA","NIM"
"OOL","HBA"
"SIP","KEJ"
"YZV","YKL"
"YZV","YGR"
"CZL","TMR"
"KHV","HTA"
"KHV","UUS"
"KHV","UUD"
"TRM","IPL"
"MZT","LAP"
"TOL","SLP"
"OUA","FNA"
"GYN","RAO"
"OOL","CBR"
"SIP","ROV"
"QRO","TRC"
"TOL","MRK"
"CZL","ELU"
"GYN","PMW"
"OOL","ZQN"
"KHV","NER"
"MPM","APL"
"OOL","NTL"
"CNX","USM"
"KOE","LBJ"
"SIP","KLF"
"KHV","GDX"
"TRM","SOP"
"TER","HOR"
"TOL","SLW"
"BHD","DND"
"MPM","BEW"
"YZV","YPN"
"CNX","UTH"
"CNX","UBP"
"CNX","KBV"
"KHV","PKC"
"KHV","DYR"
"TER","FLW"
"MPM","VNX"
"YZV","YRI"
"CZL","TIN"
"CZL","CBH"
"CZL","AZR"
"GUM","SPN"
"GUM","PNI"
"CNX","KKC"
"RZE","SZY"
"TER","PIX"
"MPM","TET"
"MPM","POL"
"YZV","YHR"
"CZL","HME"
"GUM","ROR"
"CNX","URT"
"CNX","UTP"
"KOE","MOF"
"TRM","TIW"
"CHA","MBL"
"TER","GRW"
"TER","SJZ"
"MPM","VPY"
"MPM","INH"
"YZV","YNA"
"YZV","ZGS"
"OUA","BOY"
"GUM","TKK"
"OOL","AVV"
"KOE","TMC"
"KOE","WGP"
"KOE","ENE"
"KOE","BJW"
"SIP","EGO"
"KHV","NLI"
"MPM","UEL"
"MPM","MNC"
"MPM","VJB"
"GUM","YAP"
"CNX","HHQ"
"KOE","LKA"
"KOE","ARD"
"KOE","RTI"
"KOE","ABU"
"KOE","RTG"
"KOE","LWE"
"TSR","FRA"
"RJK","FRA"
"RMF","FRA"
"MBA","FRA"
"TIV","FRA"
"TIV","IST"
"CIT","IST"
"CKB","ORD"
"RIV","ORD"
"CKB","DFW"
"BTR","DFW"
"BIS","DFW"
"MID","DFW"
"BIQ","CDG"
"RUN","CDG"
"BQN","AMS"
"BIS","DEN"
"SBD","DEN"
"LUN","DXB"
"TIV","DXB"
"CIT","DXB"
"CKB","ATL"
"BTR","ATL"
"PGA","MIA"
"MID","MIA"
"BQN","JFK"
"SBD","JFK"
"CKB","CLT"
"RIV","CLT"
"BTR","CLT"
"SBD","CLT"
"VGO","MAD"
"BCM","MAD"
"BQN","EWR"
"YYJ","YYZ"
"MID","YYZ"
"BIQ","STN"
"RJK","STN"
"BIQ","MUC"
"BIQ","DUB"
"BCM","DUB"
"TSR","MUC"
"RJK","MUC"
"TIV","MUC"
"VGO","BCN"
"BCM","BCN"
"TSR","BCN"
"RIV","IAH"
"BTR","IAH"
"MID","IAH"
"CKB","IAD"
"BIS","LAS"
"RMF","ZRH"
"TIV","ZRH"
"BCM","FCO"
"RMF","FCO"
"MBA","FCO"
"BCM","BRU"
"RMF","BRU"
"BIQ","ARN"
"RJK","ARN"
"TIV","ARN"
"PGA","SFO"
"SBD","SFO"
"GYS","CAN"
"BAR","CAN"
"TEN","CAN"
"VGO","PMI"
"TSR","PMI"
"CKB","MSP"
"BIQ","ORY"
"BIS","MSP"
"RUN","ORY"
"TIV","ORY"
"GYS","PVG"
"BAR","PVG"
"TEN","PVG"
"BIQ","LGW"
"BIQ","CPH"
"TIV","CPH"
"LUN","DOH"
"TEN","XIY"
"BQN","MCO"
"PGA","PHX"
"YYJ","YUL"
"BIS","PHX"
"LBE","MCO"
"YVP","YUL"
"BQN","PHL"
"BQN","FLL"
"PGA","FLL"
"LBE","FLL"
"VGO","AGP"
"BGA","FLL"
"RJK","DUS"
"RMF","DUS"
"TIV","DUS"
"RMF","MXP"
"MBA","MXP"
"TIV","OSL"
"TSR","AYT"
"CIT","AYT"
"RJK","WAW"
"YYJ","SEA"
"BTR","DAL"
"SBD","SEA"
"XIL","PEK"
"NZH","PEK"
"GYS","PEK"
"BAR","PEK"
"BBI","DEL"
"VTZ","DEL"
"BLM","HPN"
"PLN","HPN"
"LBE","HPN"
"TEN","CKG"
"CKB","TEB"
"CKB","DTW"
"PLN","DTW"
"PGA","TEB"
"GYS","KMG"
"RIV","SZX"
"SBD","SZX"
"RJK","BER"
"NZH","SZX"
"GYS","SZX"
"BAR","SZX"
"XIL","PKX"
"NZH","PKX"
"TEN","PKX"
"YYJ","CUN"
"TSR","BGY"
"RMF","BGY"
"YYJ","YVR"
"BTR","AUS"
"SBD","AUS"
"BCM","LTN"
"TSR","LTN"
"BIQ","CRL"
"BCM","CRL"
"RJK","CRL"
"VGO","ALC"
"RIV","BNA"
"BIQ","CGN"
"RIV","BWI"
"RUN","MRS"
"VTZ","SIN"
"CIT","SAW"
"GYS","HGH"
"BAR","HGH"
"TEN","HGH"
"MID","MEX"
"RMF","PRG"
"BIQ","GVA"
"CIT","JED"
"BCM","BLQ"
"RMF","BLQ"
"YYJ","YYC"
"VGO","LPA"
"BCM","OTP"
"TSR","OTP"
"MBA","BOM"
"BBI","BOM"
"VTZ","BOM"
"RIV","ANC"
"BLM","NCE"
"BIS","ANC"
"PLN","LGA"
"LUN","ADD"
"RMF","CAI"
"MBA","ADD"
"TEN","XMN"
"NJC","DME"
"NJC","SVO"
"NJC","LED"
"RJK","HAM"
"BLM","PBI"
"SBD","CVG"
"RJK","STR"
"TIV","STR"
"RUN","BKK"
"BIQ","LUX"
"RMF","LUX"
"TIV","LUX"
"BAR","CTU"
"TEN","NKG"
"NZH","TAO"
"VGO","VLC"
"BGA","BOG"
"NZH","CSX"
"BAR","WUH"
"XIL","TSN"
"NZH","TSN"
"PGA","SJC"
"TSR","HER"
"GYS","KWE"
"TEN","KWE"
"XIL","DLC"
"NZH","DLC"
"BTR","STL"
"SBD","STL"
"IFP","STL"
"VGO","IBZ"
"BBI","BLR"
"VTZ","BLR"
"NZH","SHE"
"BIQ","LYS"
"TSR","RHO"
"NZH","CGO"
"BAR","CGO"
"BGA","PTY"
"RJK","RIX"
"NZH","HRB"
"PGA","ASE"
"TIV","BEG"
"GYS","NNG"
"NJC","AER"
"CIT","VKO"
"BCM","CTA"
"VGO","SVQ"
"VGO","ACE"
"TEN","FOC"
"BBI","HYD"
"VTZ","HYD"
"CKB","SFB"
"BIS","SFB"
"RJK","EIN"
"NZH","TYN"
"GYS","TYN"
"BAR","TYN"
"GYS","URC"
"GYS","TNA"
"BLM","RSW"
"BLM","APA"
"PLN","APA"
"LBE","RSW"
"BCM","BVA"
"LUN","JNB"
"RUN","JNB"
"RUN","MAA"
"BBI","MAA"
"VTZ","MAA"
"BAR","KHN"
"BAR","WNZ"
"TEN","NGB"
"TEN","WNZ"
"NJC","OVB"
"NJC","SVX"
"BQN","SJU"
"YYJ","YEG"
"BTR","BDL"
"SBD","BDL"
"BAR","INC"
"CKB","PIE"
"MID","GDL"
"VGO","MAH"
"BBI","CCU"
"VTZ","CCU"
"XIL","HET"
"NZH","SJW"
"NZH","HET"
"GYS","SJW"
"BLM","SAT"
"IFP","SAT"
"PGA","VNY"
"IFP","MKE"
"IFP","SDF"
"CIT","ALA"
"GYS","XNN"
"RIV","HNL"
"PLN","PWK"
"RMF","VRN"
"BLM","ACK"
"SBD","EZE"
"BCM","TRN"
"YYJ","PVR"
"BIS","BZN"
"BLM","LIN"
"TSR","HHN"
"BAR","HFE"
"RIV","MCI"
"IFP","MCI"
"TSR","HRG"
"RMF","HRG"
"BCM","CIA"
"LUN","NBO"
"MBA","NBO"
"BAR","SWA"
"NJC","KZN"
"CKB","MYR"
"LBE","MYR"
"VGO","BIO"
"SBD","YWG"
"IFP","YWG"
"MID","MTY"
"RMF","SSH"
"BBI","AMD"
"CIT","NQZ"
"NJC","MRV"
"PLN","GRR"
"LBE","FOK"
"BTR","OKC"
"MID","TIJ"
"LBE","ACY"
"BIS","AZA"
"IFP","DSM"
"YVP","YQB"
"NJC","UFA"
"CKB","VPS"
"BQN","SDQ"
"LBE","TUL"
"BTR","BHM"
"IFP","ELP"
"YYJ","YOW"
"YVP","YOW"
"BIS","FSD"
"BCM","FMM"
"TSR","FMM"
"BBI","PNQ"
"VTZ","PNQ"
"BGA","MDE"
"BGA","CLO"
"PGA","MKC"
"TEN","ZHA"
"BQN","BGI"
"MID","HAV"
"IFP","ABQ"
"LBE","TTN"
"XIL","HLD"
"GYS","XIC"
"PGA","FRG"
"BQN","AUA"
"PLN","SUS"
"PGA","SUS"
"YYJ","YLW"
"BTR","ECP"
"BBI","JAI"
"XIL","BAV"
"BLM","PTK"
"PLN","PTK"
"BIS","FAR"
"IFP","FAR"
"VGO","TFN"
"NJC","OSS"
"BTR","EUG"
"TSR","DTM"
"LUN","DAR"
"CIT","KUT"
"BLM","SAF"
"SBD","ABE"
"VGO","SDR"
"BQN","POS"
"RIV","MDT"
"BTR","SBN"
"IFP","SBN"
"BGA","CTG"
"LUN","KGL"
"MBA","KGL"
"CIT","SCO"
"NJC","MCX"
"PLN","CHA"
"RJK","RZE"
"TEN","ACX"
"LBE","MAF"
"LBE","HHH"
"BGA","EOH"
"YVP","YHU"
"RUN","TNR"
"RUN","MRU"
"BBI","VNS"
"XIL","CIF"
"RIV","LAN"
"PLN","LAN"
"PLN","LUK"
"YVP","YGL"
"YVP","YFB"
"MBA","EBB"
"BBI","PAT"
"RIV","AEX"
"RUN","SEZ"
"MBA","ZNZ"
"BBI","RPR"
"PLN","ORL"
"YYJ","YXS"
"BTR","TRM"
"CIT","GUW"
"BQN","FDF"
"BLM","NEW"
"PLN","TWF"
"MID","NLU"
"BGA","BAQ"
"LUN","HRE"
"BBI","IXD"
"BBI","IXR"
"VTZ","TIR"
"CIT","AKX"
"NJC","NBC"
"CKB","MME"
"BQN","STI"
"PGA","HCR"
"BIQ","RNS"
"MID","OAX"
"SBD","MGA"
"BGA","ADZ"
"MBA","JRO"
"XIL","HLH"
"XIL","TGO"
"BQN","SLU"
"YYJ","YXY"
"MID","VER"
"IFP","GRI"
"YVP","YKL"
"XIL","WUA"
"NJC","TOF"
"PGA","SQL"
"LUN","FBM"
"YVP","YPX"
"YVP","YUY"
"RUN","HAH"
"VTZ","VGA"
"MID","VSA"
"BGA","CUC"
"LUN","NLA"
"PGA","VGT"
"MID","TGZ"
"IFP","VGT"
"BGA","SMR"
"LUN","GBE"
"VTZ","IXZ"
"XIL","RLK"
"NZH","YSQ"
"NJC","UUA"
"CKB","JST"
"BLM","FID"
"PLN","CIU"
"BIS","TVF"
"LBE","WST"
"LBE","GGG"
"LUN","LVI"
"RUN","NOS"
"MBA","WIL"
"VTZ","CDP"
"VTZ","RJA"
"CIT","KSN"
"RIV","GRK"
"BLM","ACT"
"BIS","DIK"
"BIS","SDY"
"BGA","AUC"
"RJK","IEG"
"LUN","LLW"
"YVP","YWB"
"YVP","YKG"
"RUN","DZA"
"MBA","EDL"
"XIL","UCB"
"RIV","SKF"
"BLM","LWM"
"IFP","GCK"
"YVP","YPJ"
"YVP","YTQ"
"MBA","LAU"
"TIV","KVO"
"VTZ","KJB"
"CIT","PLX"
"XIL","HUO"
"YYJ","ZEL"
"YYJ","YZT"
"LBE","PEQ"
"BGA","RVE"
"BGA","EYP"
"LUN","SLI"
"YVP","XGR"
"RUN","TMM"
"RUN","DIE"
"MBA","KIS"
"SEZ","FRA"
"TRS","FRA"
"BSR","IST"
"SEZ","IST"
"SYZ","IST"
"BKO","IST"
"NKC","IST"
"BJL","IST"
"GUW","IST"
"ROA","ORD"
"MTJ","ORD"
"TEX","DFW"
"MTJ","DFW"
"SAP","DFW"
"YUM","DFW"
"SBP","DFW"
"CLY","CDG"
"RBA","CDG"
"BKO","CDG"
"NKC","CDG"
"BJL","CDG"
"GUW","AMS"
"RDM","DEN"
"TEX","DEN"
"MTJ","DEN"
"SBP","DEN"
"BSR","DXB"
"SEZ","DXB"
"SYZ","DXB"
"ROA","ATL"
"MTJ","ATL"
"MLB","ATL"
"ELH","ATL"
"SAP","ATL"
"TEX","MIA"
"ELH","MIA"
"SAP","MIA"
"RDM","LAX"
"MTJ","LAX"
"ELH","LAX"
"SBP","LAX"
"ROA","CLT"
"MLB","CLT"
"ELH","CLT"
"SAP","MAD"
"TRS","MAD"
"RBA","MAD"
"MTJ","EWR"
"MLB","EWR"
"SAP","EWR"
"CLY","STN"
"TRS","STN"
"RBA","STN"
"CLY","VIE"
"SBZ","VIE"
"BOH","DUB"
"SBZ","MUC"
"SBZ","DUB"
"RBA","BCN"
"BJL","BCN"
"MTJ","IAH"
"SAP","IAH"
"ROA","IAD"
"SEZ","ZRH"
"TRS","FCO"
"RBA","FCO"
"RBA","BRU"
"BJL","BRU"
"MLB","MAN"
"RDM","SFO"
"MTJ","SFO"
"SBP","SFO"
"TXN","CAN"
"HZG","CAN"
"BOH","PMI"
"TEX","MDW"
"HVN","MDW"
"ELH","MDW"
"TEX","MSP"
"CLY","ORY"
"RBA","ORY"
"BKO","ORY"
"HZG","PVG"
"MLB","LGW"
"BSR","DOH"
"SEZ","DOH"
"SYZ","DOH"
"AKU","XIY"
"TXN","XIY"
"CJU","XIY"
"RDM","PHX"
"TEX","PHX"
"HVN","MCO"
"SAP","MCO"
"YUM","PHX"
"SBP","PHX"
"YKF","YUL"
"ROA","PHL"
"ELH","FLL"
"SAP","FLL"
"BOH","AGP"
"YKF","FLL"
"RBA","AGP"
"BSR","ISL"
"TRS","DUS"
"BKO","ISL"
"SBZ","MXP"
"SBZ","AYT"
"GUW","AYT"
"RDM","SEA"
"MTJ","DAL"
"SBP","SEA"
"AKU","PEK"
"TXN","PEK"
"BJL","LIS"
"BSR","DEL"
"BHO","DEL"
"ROA","HPN"
"ELH","HPN"
"GON","HPN"
"AKU","CKG"
"TXN","CKG"
"ELH","TEB"
"GON","TEB"
"TXN","KMG"
"HZG","KMG"
"TXN","SZX"
"HZG","SZX"
"HZG","PKX"
"YKF","CUN"
"TEX","AUS"
"YKF","YVR"
"SBZ","LTN"
"SBZ","CRL"
"TRS","CRL"
"RBA","CRL"
"BOH","ALC"
"ROA","BNA"
"TEX","BNA"
"HVN","BNA"
"MLB","BNA"
"CLY","CGN"
"RDM","SLC"
"MLB","DCA"
"TRS","NAP"
"HVN","BWI"
"CLY","MRS"
"BSR","SAW"
"GON","BWI"
"RBA","MRS"
"CXR","SIN"
"HZG","HGH"
"CJU","SIN"
"SAP","MEX"
"CXR","ICN"
"BOH","BUD"
"SBZ","BLQ"
"BOH","LPA"
"YKF","YYC"
"NKC","LPA"
"BJL","LPA"
"SEZ","AUH"
"SEZ","BOM"
"BHO","BOM"
"TIR","BOM"
"TEX","ANC"
"CLY","NCE"
"FLN","GRU"
"ROA","LGA"
"HVN","TPA"
"MTJ","LGA"
"BOH","KRK"
"BSR","CAI"
"SEZ","ADD"
"BKO","ADD"
"GUW","SVO"
"TXN","XMN"
"HZG","XMN"
"KRR","SVO"
"KRR","DME"
"VOG","SVO"
"VOG","DME"
"NOJ","DME"
"KRR","LED"
"VOG","LED"
"NOJ","LED"
"BOH","MLA"
"GON","PBI"
"SBZ","STR"
"MLB","BHX"
"CLY","LUX"
"RDM","PDX"
"SBP","PDX"
"RDM","SAN"
"SBP","SAN"
"TXN","TAO"
"YUM","BOG"
"TRS","VLC"
"HZG","WUH"
"TEX","SJC"
"BOH","TFS"
"SYZ","KWI"
"HZG","KWE"
"SBZ","CFU"
"TXN","DLC"
"AKU","LHW"
"TXN","HAK"
"UKB","HND"
"TRS","BRI"
"SYZ","SHJ"
"BHO","BLR"
"TXN","SHE"
"TIR","BLR"
"NKC","CMN"
"BJL","CMN"
"AKU","CGO"
"SAP","PTY"
"CXR","KUL"
"SBP","ASE"
"MNZ","SNA"
"MLB","BRS"
"TXN","NNG"
"NOJ","AER"
"KRR","VKO"
"VOG","VKO"
"NOJ","VKO"
"TRS","CTA"
"BTH","CGK"
"BPN","CGK"
"RBA","SVQ"
"BHO","HYD"
"TIR","HYD"
"ROA","SFB"
"BOH","FAO"
"YKF","SFB"
"HVN","CHS"
"YUM","CHS"
"HVN","RDU"
"TRS","PMO"
"AKU","URC"
"HZG","URC"
"MLB","PIT"
"BSR","AMM"
"GON","APA"
"GON","RSW"
"SEZ","JNB"
"RBA","BVA"
"BHO","MAA"
"HZG","WNZ"
"VOG","OVB"
"NOJ","OVB"
"MLB","GLA"
"TRS","CAG"
"KRR","SVX"
"VOG","SVX"
"CLY","TLS"
"YKF","YEG"
"CLY","NTE"
"SYZ","MCT"
"NKC","ALG"
"TXN","SJW"
"KRR","LCA"
"FLN","VCP"
"MNZ","VNY"
"GON","SDF"
"GUW","ALA"
"AKU","XNN"
"SBZ","BLL"
"BKO","TUN"
"NKC","TUN"
"SAP","MSY"
"CXR","SGN"
"BOH","WRO"
"GON","PWK"
"MTJ","BFI"
"ELH","NAS"
"FLN","SCL"
"CXR","DMK"
"HVN","SRQ"
"MNZ","SRQ"
"BSR","BEY"
"CXR","HAN"
"MTJ","SCF"
"FLN","AEP"
"SEZ","NBO"
"VOG","KZN"
"HVN","MYR"
"SBZ","LPL"
"YKF","APF"
"ROA","EGE"
"FLN","BSB"
"YKF","YWG"
"RDM","BUR"
"MNZ","MRY"
"ELH","PDK"
"MNZ","PLS"
"SBZ","TSF"
"SBP","ONT"
"HVN","SAV"
"FLN","CNF"
"GUW","SSH"
"BHO","AMD"
"KRR","EVN"
"VOG","EVN"
"YKF","YHZ"
"RBA","AGA"
"GUW","NQZ"
"NOJ","MRV"
"ROA","CAK"
"MLB","MMU"
"MNZ","FOK"
"SEZ","CMB"
"YUM","AZA"
"YWK","YQB"
"BJL","LOS"
"BPN","DPS"
"VOG","UFA"
"NOJ","UFA"
"SBP","SBA"
"HZG","NTG"
"YUM","ELP"
"BOH","GRO"
"FLN","GIG"
"SYZ","THR"
"KRR","FRU"
"CLY","LIL"
"BKO","DSS"
"NKC","DSS"
"BJL","DSS"
"BHO","PNQ"
"NOJ","KUF"
"ELH","FXE"
"BPN","UPG"
"MNZ","SYR"
"BKO","ABJ"
"UKB","CTS"
"BTH","SUB"
"BPN","SUB"
"KRR","TJM"
"VOG","TJM"
"NOJ","TJM"
"FLN","CGH"
"TRS","TPS"
"UKB","OKA"
"SAP","SAL"
"FLN","POA"
"SAP","GUA"
"KRR","CEK"
"VOG","CEK"
"YKF","YLW"
"HVN","ILM"
"MNZ","STT"
"GUW","KUT"
"MNZ","YYT"
"BSR","BGW"
"YWK","YYT"
"VOG","PEE"
"HVN","FAB"
"YUM","LRD"
"SYZ","MHD"
"FLN","CWB"
"GUW","SCO"
"NOJ","MSQ"
"BSR","EBL"
"GON","ISP"
"BKO","LFW"
"BKO","LBV"
"FLN","SDU"
"CLY","AJA"
"YWK","YQM"
"CXR","PUS"
"CJU","PUS"
"BTH","KNO"
"VOG","GOJ"
"RDM","TEX"
"BOH","RMU"
"YWK","YYR"
"AKU","KHG"
"GON","RST"
"YWK","YHU"
"BKO","COO"
"NKC","COO"
"CXR","DAD"
"UKB","KOJ"
"YUM","AEX"
"YWK","YZV"
"BHO","RPR"
"AKU","YIN"
"SEZ","RUN"
"BKO","CKY"
"NKC","CKY"
"TIR","VTZ"
"YUM","MFE"
"BSR","ISU"
"YWK","YBG"
"GUW","CIT"
"KRR","NMA"
"KRR","NOJ"
"ROA","MNZ"
"ELH","FTW"
"NKC","BKO"
"BJL","SID"
"HZG","FUO"
"CJU","GMP"
"TIR","IXG"
"NOJ","KRR"
"YKF","YDF"
"MNZ","AGC"
"YWK","YDF"
"BKO","NKC"
"BJL","NKC"
"GUW","AKX"
"BHO","IXD"
"AKU","SHF"
"AKU","HTN"
"CXR","PQC"
"UKB","SDJ"
"KRR","NBC"
"NOJ","SLY"
"TEX","ENW"
"YUM","MSC"
"FLN","IGU"
"SYZ","IFN"
"YWK","YYY"
"NKC","BJL"
"GUW","ASF"
"CXR","HPH"
"TIR","CJB"
"TIR","IXM"
"BTH","SZB"
"ROA","CRW"
"ELH","CIW"
"SBP","BFL"
"GON","MDD"
"YWK","YKL"
"BHO","JLR"
"CXR","VCA"
"BTH","PNK"
"BPN","YIA"
"RDM","HIO"
"HVN","BJI"
"MTJ","BKG"
"YKF","YYG"
"CLY","CFR"
"BSR","DAM"
"BJL","FNA"
"BHO","GWL"
"CXR","VII"
"UKB","KIJ"
"TIR","VGA"
"BPN","BDJ"
"BPN","SRG"
"SBP","SMX"
"GON","UES"
"SYZ","TBZ"
"BJL","ROB"
"GUW","URA"
"AKU","TWC"
"UKB","NGS"
"TIR","HBX"
"BTH","PLM"
"BPN","PLW"
"BPN","BDO"
"RDM","AVP"
"MNZ","RDG"
"MNZ","CLL"
"AKU","BPL"
"CXR","THD"
"UKB","KCZ"
"TIR","SAG"
"NOJ","UUA"
"TEX","GGG"
"GON","FID"
"SYZ","OHS"
"SYZ","AWZ"
"BHO","AGR"
"UKB","MMJ"
"UKB","AOJ"
"UKB","HNA"
"TIR","RJA"
"BTH","PKU"
"RDM","EEN"
"SYZ","KER"
"YWK","YRI"
"YWK","YBC"
"UKB","SHI"
"CJU","YNY"
"CJU","TAE"
"BTH","PGK"
"BPN","TRK"
"FLN","XAP"
"MNZ","BID"
"YWK","YXK"
"NKC","NDB"
"UKB","IBR"
"CJU","KWJ"
"CJU","RSU"
"TIR","KLH"
"TIR","GBI"
"BTH","DJB"
"BTH","TKG"
"BTH","PDG"
"BPN","PKY"
"MLB","YCM"
"YUM","EIL"
"YUM","SEE"
"BHO","PAB"
"CJU","USN"
"CJU","KPO"
"BPN","BEJ"
"TEX","PRB"
"YUM","CGZ"
"SEZ","PRI"
"NKC","EMN"
"CJU","KUV"
"CJU","CJJ"
"CJU","WJU"
"BTH","NTX"
"BTH","LMU"
"BPN","TJS"
"YXY","FRA"
"KBL","IST"
"BUS","IST"
"NBC","IST"
"NEW","ORD"
"CZM","ORD"
"MLM","ORD"
"MLI","ORD"
"HUX","ORD"
"CZM","DFW"
"JAN","DFW"
"MLM","DFW"
"HMO","DFW"
"MLI","DFW"
"HUX","DFW"
"BZV","CDG"
"MJT","AMS"
"CWL","AMS"
"PSC","DEN"
"CZM","DEN"
"DPA","DEN"
"MLI","DEN"
"MFR","DEN"
"CPR","DEN"
"ZNZ","DXB"
"BWN","DXB"
"MUX","DXB"
"KBL","DXB"
"BUS","DXB"
"MHH","ATL"
"JAN","ATL"
"MLI","ATL"
"BWN","LHR"
"PSF","MIA"
"MHH","MIA"
"CZM","MIA"
"LCI","MIA"
"PSC","LAX"
"MLM","LAX"
"MFR","LAX"
"HCR","LAX"
"MHH","CLT"
"CZM","CLT"
"JAN","CLT"
"CZM","YYZ"
"HUX","YYZ"
"BDR","EWR"
"YXY","YYZ"
"MJT","STN"
"CWL","DUB"
"CZM","IAH"
"JAN","IAH"
"MLM","IAH"
"BHB","IAD"
"ISM","IAD"
"LCI","IAD"
"ISM","LAS"
"PSC","LAS"
"DPA","LAS"
"MLI","LAS"
"MFR","LAS"
"ZNZ","FCO"
"BMA","BRU"
"MJT","BRU"
"MJT","MAN"
"MMX","ARN"
"MJT","ARN"
"PSF","SFO"
"BHB","BOS"
"PSC","SFO"
"LCI","BOS"
"MFR","SFO"
"JDZ","CAN"
"BFJ","CAN"
"CWL","PMI"
"MLM","MDW"
"PSC","MSP"
"CZM","MSP"
"MLI","MSP"
"CWL","ORY"
"DQA","PVG"
"FUO","PVG"
"BFJ","PVG"
"MJT","ATH"
"MJT","CPH"
"ZNZ","DOH"
"MUX","DOH"
"DQA","XIY"
"JDZ","XIY"
"BHB","YUL"
"JAN","MCO"
"HMO","PHX"
"MFR","PHX"
"YVO","YUL"
"CZM","PHL"
"MHH","FLL"
"CWL","AGP"
"BZV","ISL"
"MJT","OSL"
"MMX","WAW"
"NEW","DAL"
"PSC","SEA"
"JAN","DAL"
"MFR","SEA"
"DQA","PEK"
"JDZ","PEK"
"IXR","DEL"
"STV","DEL"
"KBL","DEL"
"BHB","HPN"
"ISM","HPN"
"DPA","HPN"
"LCI","HPN"
"BHB","TEB"
"MHH","TEB"
"JAN","TEB"
"LCI","TEB"
"CWL","EDI"
"JDZ","KMG"
"FUO","KMG"
"BFJ","KMG"
"JDZ","SZX"
"DQA","PKX"
"JDZ","PKX"
"FUO","PKX"
"BFJ","PKX"
"MLM","CUN"
"CZM","AUS"
"HUX","YVR"
"CPR","YVR"
"YXY","YVR"
"CWL","ALC"
"BUS","TLV"
"PSC","SLC"
"JAN","DCA"
"LCI","DCA"
"MFR","SLC"
"HCR","SLC"
"CPR","SLC"
"JAN","BWI"
"BWN","SIN"
"BUS","SAW"
"BFJ","HGH"
"CZM","MEX"
"HMO","MEX"
"HUX","MEX"
"MMX","BUD"
"MUX","JED"
"KBL","JED"
"BUS","JED"
"CZM","HOU"
"JAN","HOU"
"HUX","YYC"
"YXY","YYC"
"ZNZ","AUH"
"MUX","AUH"
"IXR","BOM"
"STV","BOM"
"KBL","AUH"
"OME","ANC"
"MDZ","GRU"
"HCR","TPA"
"ZNZ","ADD"
"JDZ","XMN"
"NBC","SVO"
"NBC","DME"
"NMA","DME"
"TOF","SVO"
"TOF","DME"
"NSK","DME"
"NBC","LED"
"TOF","LED"
"NSK","LED"
"BUS","RUH"
"ISM","CVG"
"MHH","PBI"
"LCI","PBI"
"BDR","PBI"
"BWN","BKK"
