"year","stage","lat1","long1","lat2","long2"
1989,1,32.23,-110.95,43.6166163,-116.200886
1989,1,31.777608,-106.505718,32.2228765,-110.9748477
1989,1,30.69229,-88.17975,33.7489924,-84.3902644
1989,1,30.437842,-84.28669,36.1622767,-86.7742984
1989,1,30.4142,-91.1845,32.2228765,-110.9748477
1989,1,30.1755,-93.2095,39.7683331,-86.1583502
1989,1,29.72278,-95.36528,33.7489924,-84.3902644
1989,1,29.64944,-82.35111,32.7762719,-96.7968559
1989,2,43.6166163,-116.200886,39.7392364,-104.984862
1989,2,41.8239891,-71.4128343,40.833989,-74.0970865
1989,2,39.7683331,-86.1583502,44.9772995,-93.2654692
1989,2,36.1622767,-86.7742984,38.0464066,-84.4970393
1989,2,36.0726355,-79.7919754,40.833989,-74.0970865
1989,2,33.7489924,-84.3902644,38.0464066,-84.4970393
1989,2,32.7762719,-96.7968559,44.9772995,-93.2654692
1989,2,32.2228765,-110.9748477,39.7392364,-104.984862
1989,3,44.9772995,-93.2654692,47.6038321,-122.330062
1989,3,40.833989,-74.0970865,47.6038321,-122.330062
1989,3,39.7392364,-104.984862,47.6038321,-122.330062
1989,3,38.0464066,-84.4970393,47.6038321,-122.330062
1990,1,46.726,-117.011,40.7596198,-111.886797
1990,1,44.97694,-93.22833,37.5385087,-77.43428
1990,1,44.045,-123.066,40.7596198,-111.886797
1990,1,43.03611,-76.13639,37.5385087,-77.43428
1990,1,42.728227,-84.492396,35.9603948,-83.9210261
1990,1,42.51395,-92.46714,37.5385087,-77.43428
1990,1,42.353932,-71.120355,41.7670941544664,-72.6601737056397
1990,1,42.265037,-83.746768,33.7690164,-118.191604
1990,1,41.82361,-71.41833,40.7596198,-111.886797
1990,1,41.8052917,-72.2541944,41.7670941544664,-72.6601737056397
1990,1,41.698443,-86.231292,37.5385087,-77.43428
1990,1,40.72417,-73.79444,33.7489924,-84.3902644
1990,1,40.5756694,-105.0934028,33.7690164,-118.191604
1990,1,40.520212,-80.21476,33.7489924,-84.3902644
1990,1,40.4333222,-86.9161444,39.7683331,-86.1583502
1990,1,40.343449,-74.648595,30.2711286,-97.7436995
1990,1,40.254,-111.649,41.7670941544664,-72.6601737056397
1990,1,40.20694,-85.40611,40.7596198,-111.886797
1990,1,40.096259,-88.235956,30.2711286,-97.7436995
1990,1,40.096259,-88.235956,33.7690164,-118.191604
1990,1,40.039993,-75.15654,41.7670941544664,-72.6601737056397
1990,1,40.034072,-75.336553,35.9603948,-83.9210261
1990,1,40.00528,-83.01889,40.7596198,-111.886797
1990,1,39.97972,-75.15861,33.7489924,-84.3902644
1990,1,39.73556,-84.2,30.2711286,-97.7436995
1990,1,39.387361,-76.617083,30.2711286,-97.7436995
1990,1,39.3154528,-76.6573806,37.5385087,-77.43428
1990,1,39.18083,-86.52222,41.7670941544664,-72.6601737056397
1990,1,39.150148,-84.471881,39.7683331,-86.1583502
1990,1,38.954306,-95.2523944,33.7489924,-84.3902644
1990,1,38.954306,-95.2523944,39.7683331,-86.1583502
1990,1,38.93237,-92.33303,37.5385087,-77.43428
