league,lat,long,team,color1,color2,teamID,metroID
NCAA BB,30.13653, -93.20805,McNeese Cowboys,#00529b,#ffd204,318,2558
NCAA BB,32.82963, -83.65103,Mercer Bears,#f76800,#000000,319,1735
NCAA BB,43.04221, -88.05679,Milwaukee Panthers,#FFBD00,#CCCCCC,320, 386
NCAA BB,33.53448, -90.25487,Mississippi Valley State Delta Devils,#00703c,#e51937,321,5621
NCAA BB,37.20217, -93.28445,Missouri State Bears,#5E0009,#5E0009,322,1671
NCAA BB,40.27885, -74.00921,Monmouth Hawks,#041E42,#53565A,323,   5
NCAA BB,46.83680,-113.98359,Montana Grizzlies,#660033,#999999,324,3700
NCAA BB,45.66334,-111.05106,Montana State Bobcats,#00205B,#B9975B,325,3868
NCAA BB,38.18992, -83.42593,Morehead State Eagles,#FFCF00,#005EB8,326,7696
NCAA BB,39.34268, -76.58438,Morgan State Bears,#1b4383,#f47937,327, 311
NCAA BB,39.68070, -77.34675,Mount St. Mary's Mountaineers,#00549A,#A4A4A4,328,1077
NCAA BB,36.32336, -88.31638,Murray State Racers,#ECAC00,#002144,329,5669
NCAA BB,36.07656, -79.76879,NC A&T Aggies,#CC0000,#CC0000,330, 768
NCAA BB,43.13817, -70.93852,New Hampshire Wildcats,#041e42,#BBBCBC,331,1601
NCAA BB,30.03109, -90.05090,New Orleans Privateers,#005ca6,#a3a9ac,332, 517
NCAA BB,43.13695, -79.03792,Niagara Purple Eagles,#582C83,#582C83,333, 368
NCAA BB,29.79254, -90.80142,Nicholls State Colonels,#ae132a,#72808a,334,2172
NCAA BB,40.74310, -74.17987,NJIT Rams,#D22630,#071D49,335,   5
NCAA BB,36.84796, -76.25766,Norfolk State Spartans,#007A53,#F3D03E,336, 426
NCAA BB,46.90039, -96.79877,North Dakota State Bisons,#46166B,#DB9F11,337,2060
NCAA BB,42.34112, -71.08467,Northeastern Huskies,#D41B2C,#ffffff,338,  85
NCAA BB,35.18057,-111.65287,Northern Arizona Lumberjacks,#003466,#FFD200,339,3611
NCAA BB,40.40203,-104.70280,Northern Colorado Bears,#013C65,#f6b000,340,1172
NCAA BB,31.74444, -93.09517,Northwestern State Demons,#663399,#ffffff,341,6496
NCAA BB,42.67395, -83.21306,Oakland Grizzlies,#003831,#EFB21E,342, 139
NCAA BB,36.04810, -95.95582,Oral Roberts Golden Eagles,#002f60,#C5b783,343, 845
NCAA BB,37.97656,-121.31522,Pacific Tigers,#E35205,#231f20,344, 534
NCAA BB,34.03856,-118.70992,Pepperdine Waves,#00205c,#ee7624,345,  23
NCAA BB,45.57548,-122.72865,Portland Pilots,#1e1656,#5e6A71,346, 269
NCAA BB,45.51095,-122.68671,Portland State Vikings,#154734,#A5ACAF,347, 269
NCAA BB,30.09308, -95.99437,Prairie View Panthers,#330066,#ffcc33,348,5889
NCAA BB,40.34521, -74.65177,Princeton Tigers,#FF671F,#000000,349, 754
NCAA BB,41.82353, -71.41821,Providence Friars,#8a8d8f,#8a8d8f,350, 358
NCAA BB,41.40673, -72.90736,Quinnipiac Bobcats,#0C2340,#FFB81C,351, 204
NCAA BB,37.13853, -80.54161,Radford Highlanders,#c2011b,#d1d3d4,352,6545
NCAA BB,41.48763, -71.53626,Rhode Island Rams,#68abe8,#002147,353, 358
NCAA BB,37.58073, -77.53806,Richmond Spiders,#000066,#990000,354, 575
NCAA BB,40.27879, -74.73522,Rider Broncs,#981E32,#6C6F70,355,  67
NCAA BB,40.52048, -80.21489,Robert Morris Colonials,#14234b,#a6192e,356, 308
NCAA BB,41.21969, -73.24533,Sacred Heart Pioneers,#ce1141,#b1b3b6,357, 204
NCAA BB,42.07965, -78.48449,Saint Bonaventure Bonnies,#002B5C,#002B5C,358,4986
NCAA BB,40.50585, -78.64168,Saint Francis Red Flash,#002B5C,#002B5C,359,2394
NCAA BB,40.69342, -73.99128,Saint Francis Terriers,#002B5C,#002B5C,360,   5
NCAA BB,40.75060, -73.99378,Saint Johns Redmen,#002B5C,#002B5C,361,   5
NCAA BB,39.99580, -75.23501,Saint Joseph Hawks,#002B5C,#002B5C,362,  67
NCAA BB,38.62662, -90.20246,Saint Louis Billikens,#003DA5,#C8C9C7,363, 267
NCAA BB,37.84173,-122.10659,Saint Mary's Gaels,#D80024,#06315B,364,  99
NCAA BB,40.72780, -74.07343,Saint Peters Peacocks,#003C71,#0072CE,365,   5
NCAA BB,30.71348, -95.54627,Sam Houston Bearkat,#fe5100,#ffffff,366,2951
NCAA BB,33.46431, -86.79532,Samford Bulldogs,#002649,#C4161D,367, 684
NCAA BB,32.77403,-117.18438,San Diego Toreros,#002868,#84bce8,368, 122
NCAA BB,37.77696,-122.44943,San Francisco Dons,#FDBB30,#00543C,369,  99
NCAA BB,37.33452,-121.88031,San Jose Spartans,#651D32,#C8102E,370, 298
NCAA BB,37.34947,-121.93476,Santa Clara Broncos,#862633,#862633,371, 298
NCAA BB,32.02342, -81.06607,Savannah State Tigers,#002395,#FF5B00,372,1315
NCAA BB,30.52017, -90.47320,SE Louisiana Lions,#006341,#eaaa00,373,3308
NCAA BB,40.81163, -74.06767,Seton Hall Pirates,#004488,#A2AAAD,374,   5
NCAA BB,42.64855, -73.75437,Siena Saint Bernards,#FFC72C,#C8102E,375, 628
NCAA BB,37.70827, -89.21833,SIU Salukis,#ef3829,#ffffff,376,3083
NCAA BB,37.32019, -89.52715,SMS Redhawks,#381507,#AC923C,377,3710
NCAA BB,33.50127, -80.84672,South Carolina State Bulldogs,#862633,#001A72,378,5718
NCAA BB,44.31777, -96.77930,South Daokot State Jackrabbits,#00205B,#BF0D3E,379,5624
NCAA BB,30.52196, -91.18547,Southern University A&M Jaguars,#0047BB,#FFCE00,380, 974
NCAA BB,37.67565,-113.07315,Southern Utah Thunderbirds,#C41425,#000000,381,4967
NCAA BB,31.62199, -94.64136,Stephen F Austin Lumberjacks,#613393,#ffffff,382,3874
NCAA BB,29.03950, -81.30172,Stetson Hatters,#00523E,#3B8729,383,2783
NCAA BB,40.91758, -73.12572,Stony Brook Seawolves,#990000,#16243e,384, 204
NCAA BB,27.80894, -97.39262,TAMUCC Islanders,#0067C5,#007F3E,385,1564
NCAA BB,36.16933, -86.83104,Tennessee State Tigers,#00539F,#ffffff,386, 502
NCAA BB,36.17873, -85.50995,Tennessee Tech Golden Eagles,#4f2984,#FFDD00,387,4180
NCAA BB,29.72300, -95.36557,Texas Southern Tigers,#7c183e,#9da6ab,388, 114
NCAA BB,32.79859, -79.96226,The Citadel Bulldogs,#164B7C,#FDBD15,389, 828
NCAA BB,39.38693, -76.61640,Towson Tigers,#FFBB00,#3C3C3C,390, 311
NCAA BB,38.54252,-121.75969,UC Davis Aggies,#002855,#B3A369,391, 255
NCAA BB,33.64950,-117.84703,UC Irvine Anteaters,#0C2340,#FFC72C,392, 625
NCAA BB,33.97875,-117.32789,UC Riverside Highlanders,#2D6CC0,#003066,393,  95
NCAA BB,34.41399,-119.85174,UC Santa Barbara Gauchos,#003660,#FEBC11,394,2081
NCAA BB,41.87486, -87.65640,UIC Flames,#ac1e2d,#041E42,395,  39
NCAA BB,39.25337, -76.71259,UMBC Retrievers,#b18906,#ffc20e,396,  61
NCAA BB,39.09181, -94.60577,UMKC Kangaroos,#005293,#fecb00,397, 323
NCAA BB,35.61917, -82.56580,UNC-Ashville Bulldogs,#003DA5,#ffffff,398,1666
NCAA BB,36.06961, -79.81329,UNC-Greensboro Spartans,#0f2044,#ffb71b,399, 768
NCAA BB,34.22404, -77.87910,UNC-Wilmington Seahawks,#003366,#006666,400,1709
NCAA BB,42.51488, -92.46720,UNI Panthers,#ED2021,#4E9E47,401,2788
NCAA BB,30.27439, -81.50762,University of North Florida Ospreys,#880000,#880000,402, 566
NCAA BB,39.95140, -75.18863,University of Pennsylvania Quakers,#880000,#880000,403,  67
NCAA BB,36.34463, -88.86828,UT Martin Skyhawks,#f79728,#002a5b,404,5980
NCAA BB,32.72939, -97.11559,UTA Mavericks,#002B5C,#00471B,405,  66
NCAA BB,40.27894,-111.71672,Utah Valley Wolverines,#275d38,#8e8c89,406, 969
NCAA BB,41.46475, -87.04825,Valparaiso Crusaders,#381e0e,#613318,407,2491
NCAA BB,37.55252, -77.45216,VCU Rams,#ffb300,#FFB300,408, 575
NCAA BB,44.47251, -73.19417,Vermont Catamounts,#154734,#8B5B29,409,2049
NCAA BB,40.03391, -75.33621,Villanova Wildcats,#00205b,#13b5ea,410,  67
NCAA BB,37.78928, -79.43798,VMI Keydets,#a71f23,#ffd520,411,2763
NCAA BB,40.61517, -74.09521,Wagner Seahawks,#00483a,#b9bbbd,412,   5
NCAA BB,41.18353,-111.94599,Weber State Wildcats,#4b2682,#a1a1a4,413, 340
NCAA BB,35.30465, -83.18279,Western Carolina Catamounts,#592c88,#C1A875,414,7003
NCAA BB,40.47160, -90.68508,Western Illinois Lethernecks,#d9d4cc,#d9d4cc,415,6561
NCAA BB,37.72203, -97.29777,Wichita State Shockers,#FFCD00,#FFCD00,416,1231
NCAA BB,37.27365, -76.71965,William and Mary Tribe,#E4002B,#FFC72C,417,1682
NCAA BB,36.08940, -80.22289,Winston Salem State Rams,#C8102E,#C8102E,418, 768
NCAA BB,34.94816, -81.01501,Winthrop Eagles,#660000,#F0B323,419, 357
NCAA BB,34.96021, -81.93302,Wofford Terriers,#886E4C,#C7B37F,420, 728
NCAA BB,39.78218, -84.05242,Wright State Raiders,#026937,#CEA052,421, 671
NCAA BB,39.15084, -84.47066,Xavier Musketeers,#0C2340,#9EA2A2,422, 352
NCAA BB,41.31392, -72.93097,Yale Bulldogs,#00356b,#00356b,423, 204
NCAA BB,41.10844, -80.64898,Youngstown State Penquins,#C8102E,#F3D54E,424,1026
NFL,33.52770,-112.26261,Arizona Cardinals,#97233F,#FFB612,425, 120
NFL,33.75542, -84.40084,Atlanta Falcons,#a71930,#a5acaf,426, 108
NFL,39.27797, -76.62277,Baltimore Ravens,#241773,#9E7C0C,427, 311
NFL,42.77374, -78.78698,Buffalo Bills,#00338D,#C60C30,428, 368
NFL,35.22581, -80.85286,Carolina Panthers,#0085CA,#101820,429, 357
NFL,41.86231, -87.61667,Chicago Bears,#0085CA,#101820,430,  39
NFL,39.09544, -84.51604,Cincinnati Bengals,#fb4f14,#FB4F14,431, 352
NFL,41.50602, -81.69956,Cleveland Browns,#311D00,#ff3c00,432, 239
NFL,32.74778, -97.09278,Dallas Cowboys,#003594,#041E42,433,  66
NFL,39.74394,-105.02010,Denver Broncos,#FB4F14,#002244,434, 178
NFL,42.34016, -83.04581,Detroit Lions,#0076b6,#B0B7BC,435, 139
NFL,44.50131, -88.06217,Green Bay Packers,#203731,#FFB612,436,1036
NFL,29.68478, -95.41096,Houston Texans,#03202f,#A71930,437, 114
NFL,39.76006, -86.16381,Indianapolis Colts,#002C5F,#A2AAAD,438, 415
NFL,30.32392, -81.63736,Jacksonville Jaguars,#101820,#D7A22A,439, 566
NFL,39.04891, -94.48404,Kansas City Chiefs,#E31837,#FFB81C,440, 323
NFL,36.09077,-115.18354,Las Vegas Raiders,#A5ACAF,#A5ACAF,441, 260
NFL,33.95352,-118.33877,Los Angeles Chargers,#0080C6,#FFC20E,442,  23
NFL,33.95352,-118.33877,Los Angeles Rams,#003594,#ffa300,443,  23
NFL,25.95792, -80.23884,Miami Dolphins,#008E97,#FC4C02,444,  65
NFL,44.97388, -93.25809,Minnesota Vikings,#4F2683,#FFC62F,445, 160
NFL,42.09092, -71.26435,New England Patriots,#002244,#C60C30,446,  85
NFL,29.95093, -90.08136,New Orleans Saints,#D3BC8D,#101820,447, 517
NFL,40.81219, -74.07698,New York Giants,#0B2265,#a71930,448,   5
NFL,40.81219, -74.07698,New York Jets,#125740,#003F2D,449,   5
NFL,39.90078, -75.16745,Philadelphia Eagles,#004C54,#A5ACAF,450,  67
NFL,40.44679, -80.01576,Pittsburgh Steelers,#FFB612,#101820,451, 308
NFL,37.40302,-121.96984,San Francisco 49ers,#AA0000,#B3995D,452, 298
NFL,47.59515,-122.33163,Seattle Seahawks,#002244,#69BE28,453, 130
NFL,27.97597, -82.50335,Tampa Bay Buccaneers,#D50A0A,#FF7900,454, 170
NFL,36.16646, -86.77129,Tennessee Titans,#0C2340,#4B92DB,455, 502
NFL,38.90770, -76.86452,Washington Commanders,#5A1414,#FFB612,456,  61
NHL,33.80778,-117.87667,Anaheim Ducks,#F47A38,#B9975B,457,  95
NHL,42.36630, -71.06223,Boston Bruins,#FFB81C,#FFB81C,458,  85
NHL,42.87500, -78.87639,Buffalo Sabres,#003087,#FFB81C,459, 368
NHL,51.03750,-114.05194,Calgary Flames,#D2001C,#FAAF19,460, 626
NHL,35.80333, -78.72194,Carolina Hurricanes,#CE1126,#A4A9AD,461, 444
NHL,41.88056, -87.67417,Chicago Blackhawks,#CF0A2C,#FF671B,462,  39
NHL,39.74861,-105.00750,Colorado Avalanche,#6F263D,#236192,463, 178
NHL,39.96928, -83.00611,Columbus Blue Jackets,#002654,#ce1126,464, 420
NHL,32.79056, -96.81028,Dallas Stars,#006847,#8F8F8C,465,  66
NHL,42.34100, -83.05503,Detroit Red Wings,#ce1126,#CE1126,466, 139
NHL,53.54692,-113.49807,Edmonton Oilers,#041E42,#FF4C00,467, 681
NHL,26.15833, -80.32556,Florida Panthers,#041E42,#c8102E,468,  65
NHL,34.04306,-118.26722,Los Angeles Kings,#111111,#A2AAAD,469,  23
NHL,44.94472, -93.10111,Minnesota Wild,#A6192E,#154734,470, 160
NHL,45.49611, -73.56944,Montreal Canadiens,#AF1E2D,#192168,471, 141
NHL,36.15917, -86.77861,Nashville Predators,#FFB81C,#041E42,472, 502
NHL,40.73361, -74.17111,New Jersey Devils,#CE1126,#CE1126,473,   5
NHL,40.71208, -73.72590,New York Islanders,#00539b,#f47d30,474,   5
NHL,40.75056, -73.99361,New York Rangers,#0038A8,#CE1126,475,   5
NHL,45.29694, -75.92722,Ottawa Senators,#DA1A32,#B79257,476, 621
NHL,39.90111, -75.17194,Philadelphia Flyers,#F74902,#F74902,477,  67
NHL,40.43944, -79.98917,Pittsburgh Penguins,#CFC493,#FCB514,478, 308
NHL,37.33278,-121.90111,San Jose Sharks,#006D75,#EA7200,479, 298
NHL,47.62204,-122.35407,Seattle Kraken,#001628,#99d9d9,480, 130
NHL,38.62667, -90.20250,St. Louis Blues,#002F87,#FCB514,481, 267
NHL,27.94278, -82.45194,Tampa Bay Lightning,#002868,#002868,482, 170
NHL,43.64333, -79.37917,Toronto Maple Leafs,#00205b,#00205B,483,  81
NHL,40.76800,-111.90100,Utah Hockey Club,#69B3E7,#010101,484, 340
NHL,49.27778,-123.10889,Vancouver Canucks,#00205B,#00843d,485, 228
NHL,36.10301,-115.17844,Vegas Golden Knights,#B4975A,#333f42,486, 260
NHL,38.89806, -77.02083,Washington Capitals,#041E42,#C8102E,487,  61
NHL,49.89278, -97.14361,Winnipeg Jets,#041E42,#004C97,488,
