"county","state","lat","long","population"
"Kankakee","Illinois",41.1377,-87.8618,109924
"Newton","Georgia",33.555,-83.8502,109835
"Ontario","New York",42.8528,-77.2998,109774
"Eaton","Michigan",42.5961,-84.8383,109730
"Hardin","Kentucky",37.6979,-85.9634,109627
"Craighead","Arkansas",35.8308,-90.6328,109081
"LaSalle","Illinois",41.344,-88.8859,108998
"Albemarle","Virginia",38.0229,-78.5567,108819
"Cowlitz","Washington",46.1932,-122.681,108399
"St. Lawrence","New York",44.4964,-75.069,108352
"Androscoggin","Maine",44.1658,-70.2065,107958
"Matanuska-Susitna","Alaska",62.3155,-149.5728,107360
"Vigo","Indiana",39.4306,-87.39,107305
"Bradley","Tennessee",35.1541,-84.8596,106924
"Sumter","South Carolina",33.9162,-80.3823,106675
"Hanover","Virginia",37.7601,-77.491,106538
"Bartow","Georgia",34.2377,-84.8403,106456
"Monongalia","West Virginia",39.6303,-80.0466,106196
"Yamhill","Oregon",45.2327,-123.3081,106087
"Miami","Ohio",40.0535,-84.2289,106074
"Warren","New Jersey",40.8572,-74.9973,105730
"Madison","Mississippi",32.6347,-90.0337,105482
"Houston","Alabama",31.1532,-85.3025,105319
"Macon","Illinois",39.86,-88.9615,104688
"Cass","Missouri",38.647,-94.3549,104687
"DeKalb","Illinois",41.8935,-88.7703,104588
"Highlands","Florida",27.3434,-81.341,104574
"Eau Claire","Wisconsin",44.7268,-91.286,104132
"Whitfield","Georgia",34.8056,-84.9672,104122
"Franklin","Missouri",38.4111,-91.075,103629
"Carver","Minnesota",44.8207,-93.8026,103561
"Bay","Michigan",43.7074,-83.9921,103506
"Walworth","Wisconsin",42.6685,-88.5419,103391
"Wicomico","Maryland",38.3733,-75.6208,103222
"Cecil","Maryland",39.5712,-75.9407,102889
"Platte","Missouri",39.3803,-94.7738,102848
"Allen","Ohio",40.7715,-84.1058,102808
"Etowah","Alabama",34.0453,-86.0348,102721
"Woodbury","Iowa",42.3897,-96.0448,102687
"Fond du Lac","Wisconsin",43.7536,-88.4882,102654
"Adams","Pennsylvania",39.8715,-77.2179,102627
"Columbiana","Ohio",40.7684,-80.7772,102514
"Craven","North Carolina",35.1249,-77.0939,102290
"Tompkins","New York",42.452,-76.4736,102237
"Flathead","Montana",48.2951,-114.0497,102001
"Rockwall","Texas",32.8978,-96.4079,101175
"Daviess","Kentucky",37.7318,-87.0873,101001
"Nevada","California",39.3013,-120.7688,99417
"Laramie","Wyoming",41.3071,-104.6896,99272
"Moore","North Carolina",35.3106,-79.4814,99263
"Roanoke","Virginia",37.2785,-79.9581,99122
"Garland","Arkansas",34.5767,-93.1504,99043
"Putnam","New York",41.4267,-73.7495,98714
"Montgomery","Virginia",37.1743,-80.3872,98495
"Fairbanks North Star","Alaska",64.8078,-146.5654,98455
"Lenawee","Michigan",41.8951,-84.0664,98310
"Sevier","Tennessee",35.7846,-83.5242,98007
"Lafourche","Louisiana",29.5661,-90.4256,97980
"Madison","Tennessee",35.6082,-88.8385,97838
"Floyd","Georgia",34.2632,-85.2143,97805
"Cleveland","North Carolina",35.3341,-81.5555,97765
"Ashtabula","Ohio",41.7074,-80.7483,97416
"Story","Iowa",42.0362,-93.465,97355
"Dubuque","Iowa",42.4688,-90.8825,97193
"Limestone","Alabama",34.8101,-86.9814,96921
"Grant","Washington",47.2057,-119.4517,96648
"Sutter","California",39.0346,-121.6948,96315
"Hunt","Texas",33.1236,-96.0855,96202
"Marshall","Alabama",34.367,-86.3066,96137
"Sherburne","Minnesota",45.4439,-93.7746,96015
"Steuben","New York",42.2678,-77.3838,95843
"Burleigh","North Dakota",46.9775,-100.4687,95509
"Lancaster","South Carolina",34.6867,-80.7054,95378
"Portsmouth","Virginia",36.8468,-76.354,94961
"Maury","Tennessee",35.6169,-87.077,94615
"Nash","North Carolina",35.9673,-77.9864,94287
"Roanoke","Virginia",37.2693,-80.068,94103
"Franklin","Washington",46.5347,-118.8989,93681
"Geauga","Ohio",41.4995,-81.1786,93657
"Bowie","Texas",33.4458,-94.4234,93622
"Campbell","Kentucky",38.9465,-84.3795,93608
"Pottawattamie","Iowa",41.3366,-95.5423,93478
"Cabell","West Virginia",38.4203,-82.2417,93328
"Walton","Georgia",33.7816,-83.7339,93284
"Lauderdale","Alabama",34.9014,-87.654,92870
"Cape May","New Jersey",39.1496,-74.8002,92701
"Grand Traverse","Michigan",44.6688,-85.5605,92640
"Benton","Oregon",44.4918,-123.4293,92168
"Tuscarawas","Ohio",40.4409,-81.4738,92165
"Calvert","Maryland",38.5434,-76.5687,92094
"Madison","Kentucky",37.7202,-84.278,92090
"Rogers","Oklahoma",36.3715,-95.6043,92052
"Victoria","Texas",28.7963,-96.9715,92044
"Suffolk","Virginia",36.6953,-76.6398,91383
"Northumberland","Pennsylvania",40.8519,-76.7095,91234
"Rockingham","North Carolina",36.396,-79.775,91051
"Dallas","Iowa",41.6849,-94.0398,90418
"Grafton","New Hampshire",43.9407,-71.8208,90331
"Rockdale","Georgia",33.6543,-84.0266,90155
"Burke","North Carolina",35.7496,-81.7048,90148
"Wayne","New York",43.1566,-77.0294,90103
"St. Croix","Wisconsin",45.034,-92.4526,89702
"Ozaukee","Wisconsin",43.384,-87.951,89179
"St. Clair","Alabama",33.7157,-86.3146,88929
"Dougherty","Georgia",31.5334,-84.2163,88696
"Frederick","Virginia",39.2046,-78.2626,88054
"Lapeer","Michigan",43.0901,-83.2218,87975
"Buchanan","Missouri",39.6598,-94.8059,87904
"Dodge","Wisconsin",43.4163,-88.7075,87569
"Christian","Missouri",36.9696,-93.1889,87324
"Angelina","Texas",31.2548,-94.6119,87119
"Mendocino","California",39.4402,-123.3915,87110
"Josephine","Oregon",42.3655,-123.5555,87097
"Orangeburg","South Carolina",33.439,-80.8003,86953
"Bastrop","Texas",30.1036,-97.312,86839
"Bannock","Idaho",42.6685,-112.2246,86742
"Twin Falls","Idaho",42.356,-114.6672,86198
"Liberty","Texas",30.1516,-94.8122,86173
"Lawrence","Pennsylvania",40.9912,-80.3347,86148
"Muskingum","Ohio",39.9654,-81.9444,86033
"Nassau","Florida",30.6107,-81.8016,85762
"Lee","Mississippi",34.2899,-88.6804,85304
"Crawford","Pennsylvania",41.6847,-80.1062,85074
"Glynn","Georgia",31.2309,-81.5407,85008
"Jefferson","Wisconsin",43.0208,-88.7759,84837
"Polk","Oregon",44.9035,-123.4132,84730
"Lincoln","North Carolina",35.4856,-81.2235,84580
"Indiana","Pennsylvania",40.652,-79.0876,84463
"Wood","West Virginia",39.2112,-81.515,84387
"Island","Washington",48.163,-122.5481,84187
"Chemung","New York",42.1412,-76.76,84115
"Orange","Texas",30.1213,-93.8939,83776
"Midland","Michigan",43.6468,-84.3881,83445
"Cullman","Alabama",34.1319,-86.8676,83345
"Bartholomew","Indiana",39.206,-85.8976,83280
"St. Landry","Louisiana",30.5989,-92.0058,82786
"Newport","Rhode Island",41.5566,-71.2365,82731
"Howard","Indiana",40.4836,-86.1169,82486
"Caldwell","North Carolina",35.953,-81.5464,82056
"Henderson","Texas",32.2119,-95.8536,81969
"Payne","Oklahoma",36.0773,-96.9756,81912
"Wilson","North Carolina",35.7051,-77.9187,81579
"Cascade","Montana",47.308,-111.347,81576
"Elmore","Alabama",32.5966,-86.1491,81526
"Leavenworth","Kansas",39.1993,-95.038,81499
"Barrow","Georgia",33.9932,-83.7127,81294
"Rockingham","Virginia",38.512,-78.8758,81138
"Lynchburg","Virginia",37.4003,-79.1909,80970
"Bullitt","Kentucky",37.9701,-85.6959,80921
"Clinton","New York",44.7462,-73.6782,80320
"Wagoner","Oklahoma",35.9611,-95.5212,80264
"Talladega","Alabama",33.3801,-86.1659,80244
"Natrona","Wyoming",42.9622,-106.7985,80067
"Clearfield","Pennsylvania",41,-78.4742,79466
"Lewis","Washington",46.5778,-122.3927,79430
"Kosciusko","Indiana",41.2441,-85.8607,79156
"Manitowoc","Wisconsin",44.1199,-87.8097,78977
"Bedford","Virginia",37.3152,-79.5242,78965
"Clinton","Michigan",42.9437,-84.6015,78957
"Cape Girardeau","Missouri",37.384,-89.6844,78834
"White","Arkansas",35.2563,-91.7456,78725
"Putnam","Tennessee",36.1408,-85.4952,78542
"Oconee","South Carolina",34.7535,-83.0659,78314
"Floyd","Indiana",38.3188,-85.907,77879
"Bulloch","Georgia",32.3968,-81.7432,77719
"Yuba","California",39.269,-121.3513,77524
"Umatilla","Oregon",45.5919,-118.7369,77319
"Cayuga","New York",42.9175,-76.5545,76958
"Ross","Ohio",39.3376,-83.057,76816
"Cattaraugus","New York",42.2486,-78.6788,76750
"Vermilion","Illinois",40.1834,-87.7328,76704
"Chelan","Washington",47.8692,-120.619,76653
"Cole","Missouri",38.5054,-92.2816,76630
"Hancock","Indiana",39.8236,-85.7732,76614
"Valencia","New Mexico",34.7155,-106.809,76518
"Anderson","Tennessee",36.1185,-84.1985,76513
"Clallam","Washington",48.0493,-123.928,76482
"Cheshire","New Hampshire",42.9194,-72.2512,76040
"James City","Virginia",37.3288,-76.7789,76032
"Hancock","Ohio",41.0019,-83.6665,75765
"Augusta","Virginia",38.1644,-79.1339,75754
"Coryell","Texas",31.3909,-97.7992,75576
"Lauderdale","Mississippi",32.4043,-88.6626,75557
"Scioto","Ohio",38.8039,-82.9929,75441
"Van Buren","Michigan",42.2513,-86.0189,75416
"Sullivan","New York",41.7164,-74.7681,75329
"Forrest","Mississippi",31.1889,-89.2579,75162
"Monroe","Florida",25.3185,-81.1087,75137
"Raleigh","West Virginia",37.7714,-81.2487,74452
"Erie","Ohio",41.3641,-82.6194,74419
"Riley","Kansas",39.2966,-96.7352,74059
"Somerset","Pennsylvania",39.9725,-79.0283,73844
"Putnam","Florida",29.6086,-81.7443,73784
"Grays Harbor","Washington",47.1502,-123.7736,73769
"Lonoke","Arkansas",34.7543,-91.8888,73163
"Wood","Wisconsin",44.4553,-90.0416,72892
"Chatham","North Carolina",35.7026,-79.2553,72853
"Pottawatomie","Oklahoma",35.2066,-96.9484,72511
"Walker","Texas",30.739,-95.5723,72295
"McKinley","New Mexico",35.5807,-108.2618,71956
"Kauai","Hawaii",22.0398,-159.5966,71949
"Surry","North Carolina",36.4146,-80.688,71904
"Apache","Arizona",35.3955,-109.4888,71714
"Creek","Oklahoma",35.9026,-96.3708,71505
"Christian","Kentucky",36.8942,-87.4904,71470
"DeKalb","Alabama",34.4598,-85.8041,71430
"Walton","Florida",30.6436,-86.1696,71049
"Allegany","Maryland",39.6215,-78.6976,71002
"Madison","New York",42.9128,-75.6697,70990
"Robertson","Tennessee",36.5255,-86.8706,70982
"Columbia","Florida",30.2242,-82.6215,70898
"Portage","Wisconsin",44.476,-89.5014,70822
"Iberia","Louisiana",29.8965,-91.7301,70763
"Greenwood","South Carolina",34.1537,-82.1259,70672
"Franklin","Massachusetts",42.5831,-72.5918,70529
"Jackson","Georgia",34.1339,-83.5664,70467
"Isabella","Michigan",43.6406,-84.8468,70363
"Lea","New Mexico",32.7921,-103.4125,70359
"Fauquier","Virginia",38.7387,-77.8092,70353
"Grand Forks","North Dakota",47.9219,-97.4569,70243
"Morgan","Indiana",39.4815,-86.4462,70141
"Troup","Georgia",33.0335,-85.0283,70095
"Tooele","Utah",40.4488,-113.1311,69740
"Broomfield","Colorado",39.9542,-105.0526,69444
"Walker","Georgia",34.7356,-85.301,69398
"Carteret","North Carolina",34.8357,-76.6589,69301
"Greene","Tennessee",36.1753,-82.8458,69077
"Ward","North Dakota",48.2217,-101.5418,68962
"Lewis and Clark","Montana",47.1224,-112.3905,68714
"Muskogee","Oklahoma",35.6161,-95.3795,68451
"York","Virginia",37.2431,-76.5635,68389
"Wilkes","North Carolina",36.2062,-81.163,68341
"Jones","Mississippi",31.6226,-89.1688,68307
"Shiawassee","Michigan",42.9537,-84.1467,68176
"Jefferson","Arkansas",34.2683,-91.9304,68123
"Franklin","North Carolina",36.0828,-78.2857,68027
"Wise","Texas",33.2159,-97.6545,67884
"Harrison","West Virginia",39.2835,-80.3798,67620
"Klamath","Oregon",42.6863,-121.6501,67606
"Aroostook","Maine",46.6589,-68.5989,67431
"Belmont","Ohio",40.0158,-80.9884,67424
"Blue Earth","Minnesota",44.0346,-94.067,67368
"Catoosa","Georgia",34.9036,-85.1382,67181
"Laurens","South Carolina",34.4834,-82.0057,66990
"San Patricio","Texas",28.0092,-97.5188,66969
"Williamson","Illinois",37.7303,-88.9299,66929
"Butler","Kansas",37.7813,-96.8391,66890
"Boone","Indiana",40.0508,-86.4687,66875
"Darlington","South Carolina",34.3325,-79.9577,66858
"Otero","New Mexico",32.6132,-105.7414,66804
"Rutherford","North Carolina",35.4026,-81.9198,66741
"St. Francois","Missouri",37.8103,-90.4723,66653
"Rice","Minnesota",44.3543,-93.2967,66549
"Harrison","Texas",32.5481,-94.3715,66547
"Oldham","Kentucky",38.3994,-85.4483,66508
"Marquette","Michigan",46.4313,-87.6416,66403
"Wayne","Indiana",39.8644,-85.0099,66176
"Grant","Indiana",40.5158,-85.6547,66055
"Spalding","Georgia",33.2609,-84.2841,66043
"Athens","Ohio",39.3339,-82.0452,65945
"Jefferson","Ohio",40.385,-80.761,65943
"Kershaw","South Carolina",34.3388,-80.5902,65926
"Adams","Illinois",39.9879,-91.1886,65670
"McCracken","Kentucky",37.054,-88.7128,65485
"Columbia","Pennsylvania",41.0486,-76.4052,65390
"Armstrong","Pennsylvania",40.8121,-79.4646,65356
"Mason","Washington",47.3484,-123.1928,65326
"Marion","Ohio",40.5872,-83.1609,65179
"Nacogdoches","Texas",31.616,-94.6159,65080
"Chaves","New Mexico",33.3633,-104.4669,64912
"Pulaski","Kentucky",37.1039,-84.5772,64789
"Crow Wing","Minnesota",46.4824,-94.0709,64775
"Hamblen","Tennessee",36.2171,-83.2667,64479
"Ionia","Michigan",42.9451,-85.0746,64401
"Lake","California",39.0996,-122.7532,64276
"Warren","New York",43.561,-73.846,64187
"Tehama","California",40.1257,-122.234,64176
"Coos","Oregon",43.1742,-124.0594,64175
"Chippewa","Wisconsin",45.0694,-91.2799,64175
"Sauk","Wisconsin",43.4267,-89.9482,64152
"Starr","Texas",26.5622,-98.7384,64032
"Clay","Minnesota",46.8923,-96.4907,64029
"Carbon","Pennsylvania",40.9182,-75.7088,63964
"Pope","Arkansas",35.4478,-93.0345,63926
"Walker","Alabama",33.8033,-87.2974,63802
"Montcalm","Michigan",43.3109,-85.1525,63516
"Sampson","North Carolina",34.9916,-78.3714,63284
"Livingston","New York",42.7281,-77.7755,63218
"Crawford","Arkansas",35.588,-94.2429,63118
"Salem","New Jersey",39.5876,-75.3491,62754
"Lamar","Mississippi",31.206,-89.5087,62693
"Warrick","Indiana",38.0922,-87.2721,62608
"Reno","Kansas",37.9529,-98.086,62421
"Acadia","Louisiana",30.2906,-92.412,62371
"Effingham","Georgia",32.3673,-81.3414,62241
"Georgetown","South Carolina",33.4343,-79.3324,62150
"Stanly","North Carolina",35.3119,-80.251,62050
"Liberty","Georgia",31.8282,-81.4949,62039
"Pender","North Carolina",34.5248,-77.9051,61891
"Haywood","North Carolina",35.556,-82.9822,61862
"Knox","Ohio",40.3988,-82.4215,61776
"Herkimer","New York",43.4197,-74.9625,61738
"Tipton","Tennessee",35.4973,-89.7566,61562
"Garfield","Oklahoma",36.3791,-97.7827,61555
"San Benito","California",36.6057,-121.075,61547
"Hall","Nebraska",40.8726,-98.5022,61338
"Washington","New York",43.3137,-73.4308,61304
"Belknap","New Hampshire",43.5179,-71.4227,61174
"Lee","North Carolina",35.4752,-79.1715,61083
"Barry","Michigan",42.595,-85.309,61045
"Pittsylvania","Virginia",36.8213,-79.3971,60867
"St. Joseph","Michigan",41.9144,-85.5278,60789
"Walla Walla","Washington",46.2298,-118.4784,60785
"Bradford","Pennsylvania",41.7887,-76.5154,60721
"Laurel","Kentucky",37.1107,-84.1178,60631
"Washington","Ohio",39.4553,-81.4953,60217
"Hood","Texas",32.4299,-97.8323,60025
"Cumberland","Tennessee",35.9504,-84.9984,60016
"Columbia","New York",42.2501,-73.6318,60016
"Lawrence","Ohio",38.5984,-82.5368,59901
"Granville","North Carolina",36.304,-78.6527,59823
"Vermilion","Louisiana",29.8466,-92.3237,59787
"Garfield","Colorado",39.5993,-107.904,59605
"Otsego","New York",42.6337,-75.0326,59593
"Mercer","West Virginia",37.4055,-81.1114,59370
"Duplin","North Carolina",34.9365,-77.933,58965
"Lowndes","Mississippi",33.4729,-88.4433,58896
"Lincoln","South Dakota",43.2789,-96.7218,58887
"Kenai Peninsula","Alaska",60.2654,-151.5652,58809
"Sandusky","Ohio",41.3562,-83.1464,58801
"Pike","Kentucky",37.4691,-82.3958,58595
"Rutland","Vermont",43.5802,-73.0366,58527
"Otter Tail","Minnesota",46.4088,-95.708,58416
"Washington","Vermont",44.2734,-72.6148,58336
"Newton","Missouri",36.9055,-94.3393,58288
"Huron","Ohio",41.1463,-82.598,58271
"Pickaway","Ohio",39.6419,-83.0244,58112
"Maverick","Texas",28.7426,-100.3145,58098
"Russell","Alabama",32.2884,-85.1849,57938
"Anderson","Texas",31.8133,-95.6525,57917
"Union","Ohio",40.2994,-83.3716,57871
"Eddy","New Mexico",32.4715,-104.3044,57865
"Gordon","Georgia",34.5032,-84.8759,57756
"Blount","Alabama",33.9809,-86.5674,57755
"Oxford","Maine",44.4998,-70.7566,57741
"Lincoln","Missouri",39.058,-90.96,57590
"Genesee","New York",43.0009,-78.1937,57554
"Jackson","Illinois",37.7851,-89.3821,57517
"Hardin","Texas",30.3324,-94.3902,57356
"Columbia","Wisconsin",43.4666,-89.3337,57331
"Cherokee","South Carolina",35.0481,-81.6206,57110
"Jefferson","West Virginia",39.3076,-77.8628,56922
"Hawkins","Tennessee",36.4412,-82.9447,56735
"Putnam","West Virginia",38.5086,-81.909,56604
"Carter","Tennessee",36.2928,-82.1275,56452
"Lenoir","North Carolina",35.2388,-77.6412,56350
"Marion","West Virginia",39.51,-80.2434,56233
"Franklin","Virginia",36.992,-79.881,56231
"La Plata","Colorado",37.2866,-107.8433,56138
"Coffee","Tennessee",35.4906,-86.0748,56024
"Van Zandt","Texas",32.5637,-95.8365,55970
"Scott","Kentucky",38.2915,-84.5839,55961
"Chisago","Minnesota",45.5025,-92.9084,55844
"Watauga","North Carolina",36.2311,-81.6964,55669
"Lyon","Nevada",39.0206,-119.189,55667
"Pike","Pennsylvania",41.332,-75.0338,55660
"Columbus","North Carolina",34.2656,-78.655,55659
"Autauga","Alabama",32.5349,-86.6427,55639
"Whiteside","Illinois",41.7563,-89.9141,55583
"Taney","Missouri",36.6548,-93.0412,55563
"Pearl River","Mississippi",30.7688,-89.5896,55512
"Campbell","Virginia",37.2054,-79.0965,55406
"Grady","Oklahoma",35.0169,-97.8841,55315
"Seneca","Ohio",41.1239,-83.1277,55251
"Carson City","Nevada",39.1511,-119.7476,55244
"Windsor","Vermont",43.5799,-72.5863,55191
"Eagle","Colorado",39.6278,-106.6953,54960
"Colbert","Alabama",34.7005,-87.805,54957
"Box Elder","Utah",41.521,-113.0821,54953
"Hancock","Maine",44.6643,-68.3585,54832
"Hoke","North Carolina",35.0175,-79.2373,54590
"Saline","Kansas",38.7838,-97.65,54384
"Jefferson","Tennessee",36.051,-83.4463,54162
"Tuolumne","California",38.0276,-119.9548,54147
"Lafayette","Mississippi",34.3568,-89.485,54059
"Washington","Virginia",36.7244,-81.9598,54005
"Rusk","Texas",32.1077,-94.7618,53988
"Camden","Georgia",30.9306,-81.6699,53960
"Johnson","Missouri",38.7441,-93.8064,53948
"Gila","Arizona",33.7997,-110.8116,53846
"Waller","Texas",30.0108,-95.9876,53626
"St. Martin","Louisiana",30.1291,-91.6082,53607
"Harrisonburg","Virginia",38.4362,-78.8735,53558
"Ashland","Ohio",40.846,-82.2707,53533
"Jessamine","Kentucky",37.8721,-84.5809,53476
"Fulton","New York",43.1138,-74.4222,53452
"McMinn","Tennessee",35.4247,-84.6175,53392
"Roane","Tennessee",35.8479,-84.5232,53331
"Boone","Illinois",42.3231,-88.8234,53293
"Dickson","Tennessee",36.149,-87.3567,53289
"Loudon","Tennessee",35.7348,-84.3119,53169
"Iron","Utah",37.8592,-113.2895,53148
"St. Charles","Louisiana",29.9055,-90.3582,52856
"Tuscola","Michigan",43.4641,-83.4167,52683
"Elko","Nevada",41.1458,-115.3577,52537
"Pulaski","Missouri",37.8246,-92.2077,52359
"Cherokee","Texas",31.837,-95.1652,52341
"Coffee","Alabama",31.4026,-85.9882,52238
"Kerr","Texas",30.0615,-99.35,52195
"Columbia","Oregon",45.9438,-123.0883,52117
"Edgecombe","North Carolina",35.9129,-77.5971,52069
"Washington","Oklahoma",36.7152,-95.9044,51995
"Worcester","Maryland",38.2128,-75.334,51967
"Culpeper","Virginia",38.486,-77.9558,51935
"Jackson","Alabama",34.7795,-85.9993,51765
"Cass","Michigan",41.9154,-85.9935,51613
"Grant","Wisconsin",42.8675,-90.7062,51570
"Darke","Ohio",40.1333,-84.6194,51387
"Venango","Pennsylvania",41.401,-79.758,51355
"Wayne","Pennsylvania",41.6487,-75.3033,51268
"Coles","Illinois",39.5203,-88.2218,51065
"Henry","Virginia",36.6828,-79.874,51032
"Waupaca","Wisconsin",44.4705,-88.9648,50997
"Medina","Texas",29.3557,-99.1101,50869
"Warren","Iowa",41.3344,-93.5614,50867
"Grundy","Illinois",41.2851,-88.4185,50798
"Ogle","Illinois",42.0426,-89.3207,50793
"Winona","Minnesota",43.9868,-91.7792,50744
"Franklin","Kentucky",38.2392,-84.8771,50744
"Halifax","North Carolina",36.2574,-77.6517,50678
"Somerset","Maine",45.5139,-69.9589,50573
"Franklin","New York",44.5929,-74.3038,50389
"Atascosa","Texas",28.8935,-98.5272,50194
"Queen Anne's","Maryland",39.0673,-76.0208,50163
"Polk","Texas",30.7927,-94.83,50155
"Wilson","Texas",29.174,-98.0866,50110
"Knox","Illinois",40.9318,-90.2132,50052
"St. Mary","Louisiana",29.7206,-91.4485,50020
"Calumet","Wisconsin",44.0816,-88.2181,50005
"Le Flore","Oklahoma",34.9003,-94.7034,49999
"Lamar","Texas",33.6673,-95.5712,49705
"Dearborn","Indiana",39.1452,-84.9732,49612
"Buffalo","Nebraska",40.8552,-99.075,49594
"Oktibbeha","Mississippi",33.4249,-88.8793,49593
"Whitman","Washington",46.9012,-117.523,49577
"Curry","New Mexico",34.5742,-103.347,49502
"Navarro","Texas",32.0469,-96.4725,49475
"Lincoln","Oregon",44.642,-123.8682,49336
"Vernon","Louisiana",31.1083,-93.1843,49315
"Montgomery","New York",42.9023,-74.4397,49294
"Dale","Alabama",31.4318,-85.611,49293
"Franklin","Vermont",44.8578,-72.913,49275
"Gibson","Tennessee",35.9966,-88.9326,49193
"Henry","Illinois",41.3531,-90.1314,49032
"Val Verde","Texas",29.893,-101.1517,49018
"Bedford","Tennessee",35.5138,-86.4589,48937
"Cherokee","Oklahoma",35.9067,-94.9997,48871
"Newaygo","Michigan",43.5542,-85.8009,48687
"Bristol","Rhode Island",41.7173,-71.284,48645
"Shelby","Ohio",40.3315,-84.2047,48610
"Douglas","Nevada",38.9123,-119.6162,48486
"Carroll","New Hampshire",43.8738,-71.2031,48461
"Tioga","New York",42.1703,-76.3063,48431
"Crittenden","Arkansas",35.2057,-90.3078,48381
"Carter","Oklahoma",34.2509,-97.2858,48380
"Henry","Indiana",39.931,-85.3964,48158
"Bedford","Pennsylvania",40.0065,-78.4903,48154
"Shelby","Kentucky",38.2154,-85.1948,48100
"Fremont","Colorado",38.4731,-105.4395,47725
"Noble","Indiana",41.3986,-85.4175,47640
"Cortland","New York",42.595,-76.0703,47618
"Burnet","Texas",30.7884,-98.1823,47548
"Chenango","New York",42.4935,-75.6116,47527
"Jackson","Florida",30.7954,-85.2155,47409
"Laurens","Georgia",32.4636,-82.9222,47404
"Logan","Oklahoma",35.9193,-97.4433,47401
"Boyd","Kentucky",38.3596,-82.6877,47361
"Hancock","Mississippi",30.416,-89.4885,47339
"Greene","New York",42.2765,-74.1227,47335
"Bryan","Oklahoma",33.9623,-96.2598,47325
"Charlottesville","Virginia",38.0375,-78.4855,47217
"Beaufort","North Carolina",35.494,-76.8598,47160
"Lincoln","Louisiana",32.6016,-92.6649,47118
"Kittitas","Washington",47.1243,-120.6797,47097
"Osage","Oklahoma",36.6292,-96.3985,47074
"Campbell","Wyoming",44.2483,-105.5483,46958
"Beltrami","Minnesota",47.9738,-94.9377,46784
"Clinton","Iowa",41.898,-90.532,46734
"St. Bernard","Louisiana",29.8692,-89.5552,46694
"Santa Cruz","Arizona",31.526,-110.8466,46594
"Monroe","Tennessee",35.4426,-84.2527,46413
"Marshall","Indiana",41.3248,-86.2618,46336
"Goodhue","Minnesota",44.4097,-92.7229,46330
"Washington","Louisiana",30.8533,-90.0405,46325
"Allegany","New York",42.2574,-78.0276,46304
"Bingham","Idaho",43.2166,-112.3981,46246
"Mifflin","Pennsylvania",40.6104,-77.617,46179
"Monroe","Wisconsin",43.9457,-90.6178,46155
"Perry","Pennsylvania",40.3984,-77.2623,46133
"Warren","Mississippi",32.3572,-90.852,46030
"Nelson","Kentucky",37.8051,-85.466,45915
"Chesterfield","South Carolina",34.6398,-80.1587,45833
"Calaveras","California",38.2046,-120.5541,45828
"Camden","Missouri",38.027,-92.766,45823
"Gadsden","Florida",30.5795,-84.6136,45787
"Auglaize","Ohio",40.5609,-84.2218,45709
"Hillsdale","Michigan",41.8878,-84.5929,45707
"Stokes","North Carolina",36.4019,-80.2397,45688
"Lawrence","Indiana",38.8412,-86.4834,45552
"Henderson","Kentucky",37.7958,-87.573,45550
"Nye","Nevada",38.0424,-116.472,45514
"Colquitt","Georgia",31.1884,-83.7688,45510
"Kendall","Texas",29.9447,-98.7115,45491
"McDowell","North Carolina",35.6817,-82.0493,45402
"Logan","Ohio",40.3885,-83.7658,45315
"Macoupin","Illinois",39.261,-89.9245,45243
"Stevens","Washington",48.3991,-117.8552,45233
"Habersham","Georgia",34.631,-83.5311,45204
"Greene","Arkansas",36.1176,-90.559,45197
"Barron","Wisconsin",45.4237,-91.8483,45182
"Itasca","Minnesota",47.5095,-93.6319,45180
"Huntingdon","Pennsylvania",40.4169,-77.9812,45145
"Washington","Mississippi",33.2838,-90.9474,45072
"Baldwin","Georgia",33.0693,-83.2496,45072
"Wood","Texas",32.7864,-95.3821,45054
"Hopkins","Kentucky",37.3088,-87.5408,45044
"Dunn","Wisconsin",44.9466,-91.8964,45029
"Callaway","Missouri",38.8355,-91.926,44944
"Union","Pennsylvania",40.963,-77.0622,44831
"Richmond","North Carolina",35.006,-79.7479,44759
"Bonner","Idaho",48.3,-116.6011,44688
"Stephenson","Illinois",42.3518,-89.6623,44683
"Delaware","New York",42.1981,-74.9665,44676
"Vance","North Carolina",36.3649,-78.4079,44614
"Phelps","Missouri",37.8771,-91.7923,44587
"Shelby","Indiana",39.5237,-85.7917,44559
"Thomas","Georgia",30.8637,-83.9193,44545
"Suwannee","Florida",30.1956,-82.9915,44290
"Madison","Ohio",39.894,-83.4002,44248
"Chilton","Alabama",32.8479,-86.7188,44147
"Jackson","Indiana",38.9064,-86.0375,44077
"Kay","Oklahoma",36.818,-97.1439,44074
"Barren","Kentucky",36.9656,-85.9337,44026
"Pittsburg","Oklahoma",34.9239,-95.7484,43955
"Holmes","Ohio",40.5612,-81.9293,43954
"Lawrence","Tennessee",35.2173,-87.3956,43780
"Jefferson","Pennsylvania",41.1282,-78.9994,43570
"Polk","Wisconsin",45.4614,-92.4413,43549
"Siskiyou","California",41.5927,-122.5404,43516
"Miller","Arkansas",33.3124,-93.8921,43515
"Brown","Ohio",38.9338,-83.8673,43508
"Douglas","Wisconsin",46.4329,-91.9161,43497
"Mecosta","Michigan",43.6408,-85.3246,43481
"Shenandoah","Virginia",38.8583,-78.5709,43441
