"county","state","lat","long","population"
"Ouachita","Arkansas",33.5934,-92.8819,23597
"Goochland","Virginia",37.722,-77.9156,23472
"Itawamba","Mississippi",34.28,-88.3613,23396
"Limestone","Texas",31.5455,-96.5805,23364
"Teton","Wyoming",43.9347,-110.5898,23356
"Osceola","Michigan",43.9898,-85.3252,23323
"Fairfax","Virginia",38.8531,-77.2997,23312
"Plaquemines","Louisiana",29.4406,-89.61,23305
"Hampshire","West Virginia",39.3171,-78.6141,23304
"Antrim","Michigan",44.9991,-85.1403,23301
"Hood River","Oregon",45.519,-121.6511,23270
"Grainger","Tennessee",36.2763,-83.5096,23268
"Panola","Texas",32.1624,-94.3056,23186
"Meeker","Minnesota",45.1231,-94.5273,23149
"Fayette","Indiana",39.6401,-85.1787,23068
"Franklin","Georgia",34.3754,-83.2291,23015
"Starke","Indiana",41.2809,-86.6476,22996
"Hockley","Texas",33.6077,-102.3432,22986
"Meigs","Ohio",39.0822,-82.0229,22974
"Houston","Texas",31.3177,-95.4227,22942
"Saline","Missouri",39.1368,-93.2018,22932
"Sumner","Kansas",37.2373,-97.4765,22928
"Menominee","Michigan",45.5801,-87.5566,22902
"Ray","Missouri",39.3523,-93.9899,22900
"Prince Edward","Virginia",37.2243,-78.4411,22892
"Curry","Oregon",42.4576,-124.1568,22889
"McDonald","Missouri",36.6287,-94.3483,22882
"Leake","Mississippi",32.7535,-89.524,22791
"Bandera","Texas",29.7472,-99.2463,22770
"Franklin","Indiana",39.4149,-85.0602,22750
"Yankton","South Dakota",43.009,-97.3948,22746
"Randolph","Alabama",33.2938,-85.4591,22732
"Blaine","Idaho",43.412,-113.9802,22729
"Rockbridge","Virginia",37.8145,-79.4473,22728
"Coahoma","Mississippi",34.23,-90.6017,22685
"Martin","North Carolina",35.8432,-77.1093,22644
"Asotin","Washington",46.1918,-117.203,22636
"Caswell","North Carolina",36.3932,-79.3335,22619
"Anderson","Kentucky",38.0039,-84.991,22580
"Burke","Georgia",33.0611,-82.0007,22567
"Emanuel","Georgia",32.5897,-82.3017,22525
"Crisp","Georgia",31.9229,-83.7681,22509
"Hopewell","Virginia",37.2915,-77.2985,22500
"Johnson","Kentucky",37.8466,-82.8315,22427
"Fairfield","South Carolina",34.3951,-81.1212,22406
"Bibb","Alabama",32.9986,-87.1265,22374
"Mahaska","Iowa",41.3352,-92.6409,22351
"Clark","Arkansas",34.0509,-93.1764,22341
"Grant","Louisiana",31.5997,-92.5594,22339
"New Kent","Virginia",37.5052,-76.9973,22310
"Waynesboro","Virginia",38.0674,-78.9014,22300
"Logan","Colorado",40.7247,-103.1101,22282
"Union","Louisiana",32.8318,-92.3748,22270
"Assumption","Louisiana",29.9024,-91.0608,22236
"Nodaway","Missouri",40.3608,-94.8834,22199
"Adair","Oklahoma",35.8839,-94.6587,22171
"Overton","Tennessee",36.345,-85.2881,22171
"Brooke","West Virginia",40.2739,-80.5765,22162
"Pacific","Washington",46.5557,-123.7041,22121
"Washington","Iowa",41.3356,-91.7179,22100
"Mitchell","Georgia",31.2253,-84.1943,22072
"Gray","Texas",35.4012,-100.8126,22063
"Klickitat","Washington",45.8738,-120.7891,22055
"Scott","Tennessee",36.4285,-84.5035,22020
"Tippah","Mississippi",34.7684,-88.9089,21976
"Letcher","Kentucky",37.1212,-82.8553,21936
"Vilas","Wisconsin",46.0529,-89.5148,21923
"Wyandot","Ohio",40.8424,-83.3044,21907
"Putnam","Georgia",33.3218,-83.3728,21906
"Seward","Kansas",37.1933,-100.8513,21902
"Boone","West Virginia",38.023,-81.7112,21897
"Pointe Coupee","Louisiana",30.7095,-91.6008,21883
"Beckham","Oklahoma",35.2687,-99.682,21860
"Henry","Missouri",38.3852,-93.7927,21854
"Jersey","Illinois",39.0855,-90.3565,21776
"Scott","Virginia",36.7143,-82.6029,21761
"Taylor","Florida",30.047,-83.6035,21709
"Hempstead","Arkansas",33.7354,-93.6684,21695
"Mercer","Kentucky",37.811,-84.8744,21690
"Nobles","Minnesota",43.6742,-95.7534,21667
"Leelanau","Michigan",44.9385,-85.812,21649
"Shelby","Illinois",39.3912,-88.8055,21623
"Logan","Arkansas",35.2149,-93.7166,21619
"Madison","North Carolina",35.858,-82.7058,21608
"Wabasha","Minnesota",44.2843,-92.2303,21564
"Gage","Nebraska",40.2619,-96.6894,21548
"Morgan","Tennessee",36.135,-84.6492,21538
"Tyler","Texas",30.7712,-94.3766,21524
"Colusa","California",39.1775,-122.237,21491
"Sevier","Utah",38.7478,-111.8045,21475
"Calhoun","Texas",28.5067,-96.602,21470
"Llano","Texas",30.7057,-98.6841,21452
"Jo Daviess","Illinois",42.3658,-90.2126,21429
"Yell","Arkansas",35.0025,-93.4111,21425
"Willacy","Texas",26.4693,-97.6622,21419
"Fayette","Illinois",39.0002,-89.0241,21418
"McDuffie","Georgia",33.4828,-82.4814,21404
"Buchanan","Virginia",37.2666,-82.036,21374
"Colorado","Texas",29.6208,-96.5263,21357
"Saunders","Nebraska",41.2264,-96.6374,21356
"Hubbard","Minnesota",47.1086,-94.9167,21287
"Newton","Mississippi",32.4002,-89.1188,21215
"Barnwell","South Carolina",33.2661,-81.435,21170
"Moore","Texas",35.8377,-101.8929,21169
"Lampasas","Texas",31.1962,-98.2414,21152
"St. James","Louisiana",30.027,-90.7931,21142
"Buchanan","Iowa",42.4708,-91.8379,21141
"Hutchinson","Texas",35.84,-101.3547,21105
"Perry","Illinois",38.0837,-89.367,21092
"Meriwether","Georgia",33.0406,-84.6883,21080
"Gaines","Texas",32.7407,-102.6352,21077
"Allen","Kentucky",36.7512,-86.1904,21065
"La Paz","Arizona",33.7294,-113.9815,21035
"Fillmore","Minnesota",43.674,-92.0902,21031
"Monroe","Alabama",31.5708,-87.3654,21006
"Greene","North Carolina",35.485,-77.6758,20987
"Grenada","Mississippi",33.77,-89.8021,20927
"Conway","Arkansas",35.2624,-92.7015,20895
"Ogemaw","Michigan",44.3349,-84.1264,20895
"Wyoming","West Virginia",37.6096,-81.5492,20890
"Stutsman","North Dakota",46.9793,-98.9588,20879
"Owen","Indiana",39.3128,-86.8377,20854
"Gonzales","Texas",29.4567,-97.4925,20828
"Minidoka","Idaho",42.8543,-113.6375,20817
"Dodge","Minnesota",44.0226,-92.862,20807
"Dodge","Georgia",32.1722,-83.1684,20725
"Jay","Indiana",40.4379,-85.0057,20697
"Polk","North Carolina",35.2793,-82.1697,20682
"Sullivan","Indiana",39.0888,-87.4147,20647
"Texas","Oklahoma",36.7479,-101.4901,20633
"Lincoln","West Virginia",38.1754,-82.0704,20617
"Jones","Iowa",42.1212,-91.1315,20575
"Vernon","Missouri",37.8506,-94.3424,20560
"Jackson","Wisconsin",44.3192,-90.8052,20556
"Washington","Nebraska",41.5311,-96.222,20546
"Clinton","Missouri",39.6018,-94.4046,20503
"Wayne","Kentucky",36.8013,-84.8286,20447
"Morgan","Missouri",38.4237,-92.886,20438
"Carbon","Utah",39.6481,-110.5888,20401
"Kewaunee","Wisconsin",44.5161,-87.6153,20398
"Uinta","Wyoming",41.2876,-110.5476,20374
"Spencer","Indiana",38.014,-87.0077,20364
"Woodward","Oklahoma",36.4227,-99.2651,20352
"Worth","Georgia",31.5515,-83.8509,20346
"Wayne","Mississippi",31.6408,-88.6958,20344
"Taylor","Wisconsin",45.2116,-90.5012,20320
"Washington","Georgia",32.9695,-82.7959,20316
"Saluda","South Carolina",34.0061,-81.7268,20292
"Breckinridge","Kentucky",37.7732,-86.4293,20283
"Richland","Louisiana",32.4178,-91.7635,20251
"DeWitt","Texas",29.0821,-97.3568,20217
"Adams","Wisconsin",43.9695,-89.7704,20208
"Carroll","Iowa",42.0362,-94.8605,20150
"Carroll","Indiana",40.5828,-86.5635,20137
"Dakota","Nebraska",42.3911,-96.5646,20124
"Clay","Kentucky",37.1597,-83.7147,20110
"Franklin","Louisiana",32.1333,-91.6738,20109
"DeKalb","Tennessee",35.9799,-85.8328,20104
"Winneshiek","Iowa",43.2907,-91.8437,20090
"Lavaca","Texas",29.3843,-96.9302,20072
"Fulton","Indiana",41.047,-86.2636,20069
"Pickens","Alabama",33.2809,-88.0887,20049
"Cherokee","Kansas",37.1693,-94.8463,20017
"Frio","Texas",28.8678,-99.1082,20013
"Ashley","Arkansas",33.1912,-91.7685,20000
"Polk","Arkansas",34.4858,-94.2282,19999
"Bourbon","Kentucky",38.2067,-84.2171,19998
"Chaffee","Colorado",38.747,-106.1941,19977
"Duchesne","Utah",40.2982,-110.4252,19950
"Buena Vista","Iowa",42.7355,-95.1511,19950
"Labette","Kansas",37.1913,-95.2976,19938
"Smith","Tennessee",36.2505,-85.9567,19926
"Davison","South Dakota",43.6747,-98.146,19890
"Henry","Iowa",40.988,-91.5445,19889
"Jones","Texas",32.7399,-99.8787,19874
"Lincoln","Montana",48.5425,-115.4051,19845
"Warren","North Carolina",36.3965,-78.1067,19746
"Freestone","Texas",31.7049,-96.1491,19744
"Martin","Minnesota",43.6744,-94.5511,19737
"Greene","Virginia",38.2976,-78.4669,19734
"Butler","Alabama",31.7524,-86.6803,19726
"Adams","Washington",46.9833,-118.5606,19702
"Union","Tennessee",36.2879,-83.8375,19678
"McIntosh","Oklahoma",35.3736,-95.6668,19677
"Northampton","North Carolina",36.4178,-77.3969,19672
"Montague","Texas",33.6757,-97.7246,19640
"Lincoln","New Mexico",33.7453,-105.4593,19640
"Lincoln","Wyoming",42.2639,-110.656,19640
"Fayette","Iowa",42.8626,-91.8443,19604
"Orange","Indiana",38.5418,-86.4951,19552
"Douglas","Illinois",39.7695,-88.2173,19551
"Concordia","Louisiana",31.4459,-91.6401,19533
"Holmes","Florida",30.8679,-85.8141,19530
"Clay","Mississippi",33.6557,-88.7816,19515
"Kent","Maryland",39.2545,-76.0399,19456
"Tishomingo","Mississippi",34.7404,-88.2393,19396
"Adair","Kentucky",37.1041,-85.2807,19366
"Jackson","Iowa",42.1717,-90.5742,19348
"Pierce","Georgia",31.3588,-82.2128,19336
"Benton","Missouri",38.2948,-93.2879,19305
"Marion","Kentucky",37.5525,-85.2696,19257
"Long","Georgia",31.7526,-81.7457,19236
"East Feliciana","Louisiana",30.8451,-91.0455,19228
"Perry","Missouri",37.7072,-89.8244,19227
"Hampton","South Carolina",32.7763,-81.1407,19223
"Berrien","Georgia",31.276,-83.2296,19206
"Langlade","Wisconsin",45.2623,-89.0719,19167
"Elbert","Georgia",34.1168,-82.8401,19164
"Marengo","Alabama",32.2476,-87.7896,19138
"Perry","Indiana",38.0796,-86.638,19091
"Bertie","North Carolina",36.0662,-76.9787,19081
"Los Alamos","New Mexico",35.8693,-106.3073,18976
"Jefferson","Kansas",39.2358,-95.3834,18974
"Spencer","Kentucky",38.0325,-85.3279,18945
"Brantley","Georgia",31.1969,-81.9819,18924
"Banks","Georgia",34.3543,-83.4972,18900
"Plumas","California",40.0047,-120.8386,18844
"Lamar","Georgia",33.0765,-84.1394,18834
"Hart","Kentucky",37.2999,-85.8847,18833
"Crawford","Illinois",39.0027,-87.7595,18833
"Morgan","Georgia",33.5908,-83.4924,18832
"Covington","Mississippi",31.6332,-89.5526,18810
"Green Lake","Wisconsin",43.8004,-89.0448,18807
"Harrison","Kentucky",38.4418,-84.3314,18763
"Paulding","Ohio",41.1166,-84.5802,18742
"Roosevelt","New Mexico",34.0212,-103.4801,18723
"Houston","Minnesota",43.6714,-91.4929,18670
"Waseca","Minnesota",44.0221,-93.5873,18658
"Deaf Smith","Texas",34.966,-102.6049,18617
"Dickinson","Kansas",38.8665,-97.1527,18614
"Pike","Georgia",33.0923,-84.3892,18565
"Madison","Florida",30.4441,-83.4701,18557
"Humphreys","Tennessee",36.0409,-87.7757,18528
"Cedar","Iowa",41.7723,-91.1324,18475
"Macon","Alabama",32.3859,-85.6927,18437
"Appling","Georgia",31.7493,-82.289,18428
"Bosque","Texas",31.9004,-97.6343,18428
"Fentress","Tennessee",36.3805,-84.9325,18405
"Poweshiek","Iowa",41.6864,-92.5315,18391
"Park","Colorado",39.1194,-105.7172,18345
"Beadle","South Dakota",44.4145,-98.2781,18338
"Simpson","Kentucky",36.7419,-86.5823,18319
"Attala","Mississippi",33.0863,-89.5815,18308
"Eastland","Texas",32.3271,-98.8323,18289
"Otero","Colorado",37.9026,-103.7164,18284
"Stone","Mississippi",30.79,-89.1177,18282
"Drew","Arkansas",33.5894,-91.72,18263
"Bethel","Alaska",60.9131,-159.8186,18263
"Wright","Missouri",37.2702,-92.4687,18256
"Gilchrist","Florida",29.7258,-82.8004,18245
"Burleson","Texas",30.4925,-96.6215,18237
"Grant","Arkansas",34.29,-92.4236,18229
"Andrews","Texas",32.305,-102.6378,18227
"Montour","Pennsylvania",41.0279,-76.6586,18178
"Pike","Missouri",39.3438,-91.1714,18158
"Jefferson","Iowa",41.0318,-91.9489,18153
"Phillips","Arkansas",34.4275,-90.8489,18151
"Winston","Mississippi",33.0885,-89.0344,18116
"McDowell","West Virginia",37.3785,-81.6536,18083
"Pitkin","Colorado",39.2171,-106.9166,17980
"Young","Texas",33.1767,-98.6878,17961
"Randolph","Arkansas",36.3415,-91.0276,17934
"Inyo","California",36.5111,-117.4107,17930
"Ste. Genevieve","Missouri",37.8944,-90.1944,17887
"Westmoreland","Virginia",38.112,-76.8042,17873
"Yancey","North Carolina",35.8989,-82.3076,17870
"Russell","Kentucky",36.991,-85.0587,17846
"Schuyler","New York",42.3938,-76.8752,17845
"Radford","Virginia",37.1229,-80.5587,17833
"Southampton","Virginia",36.7204,-77.1061,17829
"Unicoi","Tennessee",36.1107,-82.4323,17821
"Hancock","Illinois",40.4038,-91.1647,17820
"Greene","Georgia",33.5788,-83.1667,17808
"Morgan","West Virginia",39.5604,-78.2578,17800
"Franklin","Arkansas",35.5123,-93.8906,17785
"Gem","Idaho",44.0616,-116.3975,17771
"Arkansas","Arkansas",34.2892,-91.3742,17761
"Johnson","Tennessee",36.4549,-81.8518,17755
"Kalkaska","Michigan",44.6847,-85.0902,17725
"Benzie","Michigan",44.6387,-86.0155,17703
"Patrick","Virginia",36.6783,-80.2844,17660
"Hughes","South Dakota",44.389,-99.996,17560
"Garrard","Kentucky",37.6396,-84.5377,17554
"Andrew","Missouri",39.9835,-94.8021,17554
"Manassas Park","Virginia",38.7709,-77.4429,17548
"Clayton","Iowa",42.8448,-91.3414,17527
"Cooper","Missouri",38.8436,-92.8101,17522
"Avery","North Carolina",36.0766,-81.9226,17510
"Dukes","Massachusetts",41.3961,-70.6501,17430
"Holmes","Mississippi",33.1235,-90.092,17414
"Richland","Wisconsin",43.3756,-90.4295,17408
"Haywood","Tennessee",35.5832,-89.2838,17391
"McCreary","Kentucky",36.7371,-84.4842,17333
"Leon","Texas",31.2965,-95.9957,17325
"Mariposa","California",37.5815,-119.9055,17319
"Colonial Heights","Virginia",37.265,-77.3969,17283
"Falls","Texas",31.2533,-96.9359,17281
"New Madrid","Missouri",36.5946,-89.6517,17275
"Edgar","Illinois",39.6785,-87.7456,17272
"Dickinson","Iowa",43.378,-95.1508,17260
"Chester","Tennessee",35.4217,-88.6135,17260
"Cook","Georgia",31.154,-83.4305,17217
"Seward","Nebraska",40.8724,-97.1395,17217
"Sharp","Arkansas",36.1612,-91.4798,17217
"Lee","Texas",30.3107,-96.9657,17174
"Lee","South Carolina",34.1633,-80.2545,17144
"Henry","Alabama",31.5147,-85.2414,17123
"Mason","Kentucky",38.5952,-83.8242,17122
"Gunnison","Colorado",38.6668,-107.0317,17119
"Delaware","Iowa",42.4712,-91.3673,17107
"Robertson","Texas",31.027,-96.5129,17094
"Buckingham","Virginia",37.5722,-78.5287,17087
"Chickasaw","Mississippi",33.9208,-88.9479,17060
"Bristol","Virginia",36.6181,-82.1604,17059
"Crawford","Iowa",42.0372,-95.382,16998
"King William","Virginia",37.7066,-77.0885,16985
"Warren","Illinois",40.8488,-90.615,16981
"Tama","Iowa",42.0798,-92.5325,16962
"San Juan","Washington",48.5782,-122.965,16953
"Sevier","Arkansas",33.9972,-94.2412,16947
"Hardin","Iowa",42.3839,-93.2404,16924
"Scurry","Texas",32.7463,-100.9164,16918
"Parke","Indiana",39.7736,-87.2064,16912
"Jackson","Arkansas",35.5992,-91.2145,16908
"Ben Hill","Georgia",31.7598,-83.2205,16889
"Piscataquis","Maine",45.8373,-69.2846,16864
"Rabun","Georgia",34.8818,-83.402,16859
"Dallas","Missouri",37.6804,-93.0237,16841
"Humboldt","Nevada",41.4068,-118.112,16834
"Union","Illinois",37.4713,-89.2551,16829
"Taylor","West Virginia",39.336,-80.0462,16817
"Polk","Tennessee",35.1199,-84.5233,16807
"Rockcastle","Kentucky",37.3651,-84.316,16795
"Giles","Virginia",37.3142,-80.7029,16760
"Dixie","Florida",29.6082,-83.1588,16740
"Socorro","New Mexico",34.0072,-106.9304,16723
"Marshall","Oklahoma",34.0245,-96.7691,16688
"Potter","Pennsylvania",41.7449,-77.8958,16685
"Lafayette","Wisconsin",42.6605,-90.1317,16682
"Wayne","Tennessee",35.2399,-87.788,16638
"Rush","Indiana",39.62,-85.4658,16632
"Marion","Arkansas",36.2684,-92.6842,16586
"Van Buren","Arkansas",35.5806,-92.5157,16578
"Cross","Arkansas",35.2957,-90.7711,16576
"Barbour","West Virginia",39.1329,-80.003,16543
"Bond","Illinois",38.8868,-89.4356,16520
"Park","Montana",45.4884,-110.5267,16513
"Lawrence","Arkansas",36.0412,-91.107,16511
"Idaho","Idaho",45.8441,-115.4675,16511
"Sawyer","Wisconsin",45.88,-91.1446,16477
"Fountain","Indiana",40.1209,-87.242,16456
"Jasper","Mississippi",32.0191,-89.1189,16454
"Hill","Montana",48.6282,-110.1112,16422
"Piatt","Illinois",40.0103,-88.5911,16412
"Fayette","Alabama",33.7212,-87.7389,16406
"Pawnee","Oklahoma",36.3169,-96.6992,16402
"Madison","Arkansas",36.011,-93.7246,16393
"Washington","Alabama",31.4076,-88.2079,16336
"Brunswick","Virginia",36.7648,-77.859,16336
"Pemiscot","Missouri",36.2114,-89.7854,16330
"Wayne","Illinois",38.4295,-88.4256,16309
"Bates","Missouri",38.2573,-94.34,16282
"Richland","North Dakota",46.2646,-96.9483,16245
"Atchison","Kansas",39.5318,-95.3135,16210
"Kanabec","Minnesota",45.9452,-93.2934,16205
"Dade","Georgia",34.8546,-85.5045,16183
"Crawford","Wisconsin",43.2395,-90.931,16155
"Iowa","Iowa",41.6863,-92.0655,16155
"Alamosa","Colorado",37.5729,-105.7883,16153
"Madison","Iowa",41.3307,-94.0156,16148
"Clay","Iowa",43.0826,-95.1509,16138
"Benton","Tennessee",36.0698,-88.0683,16133
"Baker","Oregon",44.7092,-117.6753,16090
"Lewis","West Virginia",38.9959,-80.5022,16024
"Neosho","Kansas",37.5585,-95.3068,16008
"Henry","Kentucky",38.4485,-85.1189,15999
"Casey","Kentucky",37.3223,-84.9284,15968
"Otoe","Nebraska",40.6485,-96.1348,15965
"Smith","Mississippi",32.0177,-89.5067,15919
"Moniteau","Missouri",38.6328,-92.5831,15907
"Telfair","Georgia",31.9298,-82.939,15871
"Osage","Kansas",38.6523,-95.7269,15855
"Claiborne","Louisiana",32.8227,-92.9958,15854
"Lawrence","Illinois",38.72,-87.7268,15830
"Aitkin","Minnesota",46.6083,-93.4154,15826
"Jackson","Louisiana",32.302,-92.5579,15822
"Appomattox","Virginia",37.3724,-78.8126,15814
"Kingfisher","Oklahoma",35.9454,-97.9421,15811
"Floyd","Virginia",36.9316,-80.3626,15766
"De Witt","Illinois",40.1746,-88.9041,15764
"Washburn","Wisconsin",45.8992,-91.7913,15726
"Pecos","Texas",30.781,-102.7236,15725
"Floyd","Iowa",43.0599,-92.789,15713
"Richland","Illinois",38.7124,-88.0851,15677
"Union","South Dakota",42.8326,-96.656,15659
"Grayson","Virginia",36.6565,-81.2249,15651
"Clarke","Mississippi",32.0414,-88.6894,15612
"Lawrence","Kentucky",38.0679,-82.7348,15604
"Clark","Illinois",39.3336,-87.7877,15602
"Pike","Illinois",39.6225,-90.8863,15571
"Brooks","Georgia",30.842,-83.5802,15548
"Karnes","Texas",28.9057,-97.8594,15547
"Reeves","Texas",31.3231,-103.6931,15546
"Grand","Colorado",40.1026,-106.1183,15536
"Ashland","Wisconsin",46.3148,-90.6781,15524
"Dent","Missouri",37.6066,-91.5079,15518
"Mercer","Illinois",41.2053,-90.7414,15503
"Jefferson","Georgia",33.0549,-82.4182,15489
"Vermillion","Indiana",39.8538,-87.464,15485
"Torrance","New Mexico",34.6405,-105.8508,15477
"West Feliciana","Louisiana",30.8798,-91.42,15441
"Marquette","Wisconsin",43.8196,-89.3987,15380
"Burnett","Wisconsin",45.8627,-92.3676,15363
"Nottoway","Virginia",37.1431,-78.0512,15338
"San Juan","Utah",37.626,-109.8045,15295
"Wetzel","West Virginia",39.6053,-80.6391,15291
"Union","Florida",30.0438,-82.3714,15282
"Gooding","Idaho",42.971,-114.8116,15280
"Roseau","Minnesota",48.7751,-95.8108,15259
"Page","Iowa",40.7391,-95.1502,15205
"Redwood","Minnesota",44.4037,-95.2538,15193
"Macon","Missouri",39.8308,-92.5646,15154
"Tipton","Indiana",40.3114,-86.0519,15154
"Harrison","Ohio",40.2938,-81.0911,15132
"Brown","Indiana",39.1962,-86.2274,15093
"Bayfield","Wisconsin",46.5237,-91.2009,15088
"Missaukee","Michigan",44.3374,-85.0947,15075
"Gulf","Florida",29.9556,-85.2266,15073
"Carbon","Wyoming",41.6946,-106.9307,15073
"Jeff Davis","Georgia",31.8056,-82.6369,15063
"Knott","Kentucky",37.354,-82.9541,15041
"Oglethorpe","Georgia",33.8807,-83.0807,15040
"Williamsburg","Virginia",37.2693,-76.7076,15034
"Alleghany","Virginia",37.7878,-80.0062,15030
"Mills","Iowa",41.0334,-95.6213,15023
"Arenac","Michigan",44.0656,-83.8952,15013
"Livingston","Missouri",39.7821,-93.5483,14969
"Bledsoe","Tennessee",35.5964,-85.2051,14961
"Mitchell","North Carolina",36.0133,-82.1636,14959
"Cleburne","Alabama",33.6746,-85.5188,14952
"LaSalle","Louisiana",31.6768,-92.1604,14950
"Sequatchie","Tennessee",35.3712,-85.4106,14936
"Hamilton","Iowa",42.3838,-93.7068,14905
"Nolan","Texas",32.3035,-100.4061,14901
"Sibley","Minnesota",44.5795,-94.2321,14871
"Kossuth","Iowa",43.2041,-94.2067,14864
"Jackson","Texas",28.9542,-96.5776,14822
"Nelson","Virginia",37.7874,-78.8868,14812
"Hale","Alabama",32.7627,-87.6291,14754
"Choctaw","Oklahoma",34.0266,-95.5522,14727
"Gogebic","Michigan",46.4087,-89.6944,14715
"Clay","Arkansas",36.3682,-90.4175,14710
"Trinity","Texas",31.0888,-95.1355,14689
"Gasconade","Missouri",38.4409,-91.5079,14673
"Calhoun","South Carolina",33.6749,-80.7803,14608
"Pendleton","Kentucky",38.6956,-84.3603,14587
"Union","Kentucky",37.6584,-87.9454,14582
"Renville","Minnesota",44.7268,-94.9471,14572
"Trigg","Kentucky",36.8064,-87.8733,14569
"Morgan","Ohio",39.6204,-81.8527,14557
"Moultrie","Illinois",39.6415,-88.6193,14557
"Bourbon","Kansas",37.8552,-94.8493,14539
"Dickenson","Virginia",37.1258,-82.3504,14524
"Fleming","Kentucky",38.3701,-83.6966,14519
"Butler","Iowa",42.7316,-92.7902,14508
"Clarke","Virginia",39.1123,-77.9967,14498
"Fulton","Pennsylvania",39.9253,-78.1127,14492
"Rolette","North Dakota",48.7725,-99.8409,14437
"Walthall","Mississippi",31.1484,-90.1061,14423
"Calhoun","Mississippi",33.9365,-89.3365,14417
"Noble","Ohio",39.766,-81.4555,14410
"Carroll","Illinois",42.0688,-89.9343,14398
"Hamilton","Florida",30.4964,-82.9479,14397
"Mono","California",37.9391,-118.8869,14395
"Cannon","Tennessee",35.8087,-86.0617,14374
"Madison","Texas",30.9655,-95.9284,14329
"Calhoun","Florida",30.406,-85.1972,14324
"Las Animas","Colorado",37.3158,-104.0387,14323
"Crockett","Tennessee",35.8135,-89.1395,14310
"Falls Church","Virginia",38.8847,-77.1751,14309
"Jefferson","Florida",30.4375,-83.8953,14278
"Oglala Lakota","South Dakota",43.3355,-102.5516,14277
"Craig","Oklahoma",36.7618,-95.2085,14274
"Larue","Kentucky",37.5458,-85.6979,14269
"Zapata","Texas",27.0008,-99.1686,14243
"Swain","North Carolina",35.4868,-83.4928,14241
"Bamberg","South Carolina",33.2148,-81.0542,14236
"Saline","Nebraska",40.5241,-97.1409,14221
"McIntosh","Georgia",31.4963,-81.4103,14217
"Estill","Kentucky",37.6924,-83.9643,14187
"Winn","Louisiana",31.9442,-92.6369,14165
"Cedar","Missouri",37.7239,-93.8566,14144
"Pennington","Minnesota",48.0663,-96.0367,14110
"Clay","South Dakota",42.9146,-96.9756,14076
"Rusk","Wisconsin",45.4752,-91.1331,14074
"Jasper","Georgia",33.3164,-83.6881,14074
"Harrison","Iowa",41.6829,-95.8168,14043
"Massac","Illinois",37.2189,-88.7076,14041
"Tallahatchie","Mississippi",33.9505,-90.1733,14041
"Braxton","West Virginia",38.6999,-80.7193,14032
"Chowan","North Carolina",36.1508,-76.6079,13995
"Newton","Indiana",40.9558,-87.3976,13981
"Screven","Georgia",32.7505,-81.6119,13977
"Murray","Oklahoma",34.4823,-97.0679,13972
"Washington","Illinois",38.3522,-89.4105,13967
"Callahan","Texas",32.2977,-99.3735,13959
"Crawford","Michigan",44.6836,-84.6103,13904
"Lamar","Alabama",33.7792,-88.0969,13854
"Converse","Wyoming",42.9724,-105.5071,13842
"McKenzie","North Dakota",47.7402,-103.3953,13836
"Ketchikan Gateway","Alaska",55.5852,-130.9288,13833
"Roane","West Virginia",38.714,-81.3483,13831
"Monroe","Ohio",39.7274,-81.0829,13827
"Crenshaw","Alabama",31.7315,-86.3135,13826
"Atoka","Oklahoma",34.3736,-96.0378,13815
"O'Brien","Iowa",43.0838,-95.6249,13796
"Hardy","West Virginia",39.0075,-78.8579,13789
"Newton","Texas",30.7864,-93.7447,13788
"Glades","Florida",26.9564,-81.189,13777
"Allamakee","Iowa",43.2843,-91.3781,13761
"Franklin","Idaho",42.1811,-111.8132,13736
"Faribault","Minnesota",43.6739,-93.948,13727
"White","Illinois",38.0875,-88.1796,13712
"Glacier","Montana",48.7051,-112.9948,13706
"Wadena","Minnesota",46.5857,-94.9694,13681
"York","Nebraska",40.8727,-97.5971,13671
"Greene","Mississippi",31.2143,-88.6391,13619
"Osage","Missouri",38.4604,-91.8618,13613
"Comanche","Texas",31.948,-98.5582,13597
"Izard","Arkansas",36.0948,-91.9134,13596
"Archuleta","Colorado",37.1936,-107.0484,13588
"Pend Oreille","Washington",48.5323,-117.274,13588
"Dooly","Georgia",32.1572,-83.7988,13571
"Stewart","Tennessee",36.5012,-87.8385,13553
"Perquimans","North Carolina",36.2058,-76.4411,13513
"Mason","Illinois",40.2396,-89.9168,13486
"Ripley","Missouri",36.6528,-90.8639,13484
"Bienville","Louisiana",32.3473,-93.0561,13391
"Kodiak Island","Alaska",57.6807,-153.7972,13383
"Grundy","Tennessee",35.3884,-85.7226,13371
"Jackson","Kentucky",37.4198,-84.0058,13368
"Price","Wisconsin",45.6804,-90.3614,13351
"Lewis","Kentucky",38.5315,-83.3781,13345
"Monroe","West Virginia",37.5604,-80.5505,13344
"Douglas","Missouri",36.9326,-92.4988,13335
"Mississippi","Missouri",36.8281,-89.2911,13328
"Big Horn","Montana",45.4234,-107.4897,13302
"Goshen","Wyoming",42.0879,-104.3533,13301
"Clay","Alabama",33.2691,-85.8605,13285
"Lincoln","Arkansas",33.957,-91.7344,13278
"Morgan","Kentucky",37.9223,-83.2589,13270
"Howard","Arkansas",34.0888,-93.9936,13267
"Hughes","Oklahoma",35.0484,-96.2502,13265
"Jackson","Kansas",39.4168,-95.7937,13249
