"lat","long","r","c","a","coastline"
71.3,-180,188,1,1,1
71,-180,191,1,1,1
68.6,-180,215,1,1,1
65.9,-180,242,1,1,1
65.5,-180,246,1,1,1
65.2,-180,249,1,1,1
-90,-180,1801,1,1,1
71.3,-179.9,188,2,1,1
71,-179.9,191,2,1,1
68.6,-179.9,215,2,1,1
65.9,-179.9,242,2,1,1
65.5,-179.9,246,2,1,1
65.2,-179.9,249,2,1,1
-90,-179.9,1801,2,1,1
71.3,-179.8,188,3,1,1
71,-179.8,191,3,1,1
68.6,-179.8,215,3,1,1
65.9,-179.8,242,3,1,1
65.5,-179.8,246,3,1,1
65.2,-179.8,249,3,1,1
-90,-179.8,1801,3,1,1
71.4,-179.7,187,4,1,1
70.9,-179.7,192,4,1,1
68.7,-179.7,214,4,1,1
65.9,-179.7,242,4,1,1
65.6,-179.7,245,4,1,1
65.5,-179.7,246,4,1,1
65.2,-179.7,249,4,1,1
-84.9,-179.7,1750,4,1,1
-85,-179.7,1751,4,1,1
-85.1,-179.7,1752,4,1,1
-85.2,-179.7,1753,4,1,1
-85.3,-179.7,1754,4,1,1
-85.4,-179.7,1755,4,1,1
-85.5,-179.7,1756,4,1,1
-85.6,-179.7,1757,4,1,1
-85.7,-179.7,1758,4,1,1
-85.8,-179.7,1759,4,1,1
-85.9,-179.7,1760,4,1,1
-86,-179.7,1761,4,1,1
-86.1,-179.7,1762,4,1,1
-86.2,-179.7,1763,4,1,1
-86.3,-179.7,1764,4,1,1
-86.4,-179.7,1765,4,1,1
-86.5,-179.7,1766,4,1,1
-86.6,-179.7,1767,4,1,1
-86.7,-179.7,1768,4,1,1
-86.8,-179.7,1769,4,1,1
-86.9,-179.7,1770,4,1,1
-87,-179.7,1771,4,1,1
-87.1,-179.7,1772,4,1,1
-87.2,-179.7,1773,4,1,1
-87.3,-179.7,1774,4,1,1
-87.4,-179.7,1775,4,1,1
-87.5,-179.7,1776,4,1,1
-87.6,-179.7,1777,4,1,1
-87.7,-179.7,1778,4,1,1
-87.8,-179.7,1779,4,1,1
-87.9,-179.7,1780,4,1,1
-88,-179.7,1781,4,1,1
-88.1,-179.7,1782,4,1,1
-88.2,-179.7,1783,4,1,1
-88.3,-179.7,1784,4,1,1
-88.4,-179.7,1785,4,1,1
-88.5,-179.7,1786,4,1,1
-88.6,-179.7,1787,4,1,1
-88.7,-179.7,1788,4,1,1
-88.8,-179.7,1789,4,1,1
-88.9,-179.7,1790,4,1,1
-89,-179.7,1791,4,1,1
-89.1,-179.7,1792,4,1,1
-89.2,-179.7,1793,4,1,1
-89.3,-179.7,1794,4,1,1
-89.4,-179.7,1795,4,1,1
-89.5,-179.7,1796,4,1,1
-89.6,-179.7,1797,4,1,1
-89.7,-179.7,1798,4,1,1
-89.8,-179.7,1799,4,1,1
-89.9,-179.7,1800,4,1,1
71.4,-179.6,187,5,1,1
70.9,-179.6,192,5,1,1
68.7,-179.6,214,5,1,1
65.9,-179.6,242,5,1,1
65.4,-179.6,247,5,1,1
65.2,-179.6,249,5,1,1
-84.8,-179.6,1749,5,1,1
71.4,-179.5,187,6,1,1
70.9,-179.5,192,6,1,1
68.7,-179.5,214,6,1,1
66,-179.5,241,6,1,1
65.3,-179.5,248,6,1,1
-84.7,-179.5,1748,6,1,1
71.4,-179.4,187,7,1,1
70.9,-179.4,192,7,1,1
68.6,-179.4,215,7,1,1
66,-179.4,241,7,1,1
-84.7,-179.4,1748,7,1,1
71.4,-179.3,187,8,1,1
70.9,-179.3,192,8,1,1
68.6,-179.3,215,8,1,1
66,-179.3,241,8,1,1
-84.6,-179.3,1747,8,1,1
71.4,-179.2,187,9,1,1
70.9,-179.2,192,9,1,1
68.6,-179.2,215,9,1,1
66,-179.2,241,9,1,1
-84.5,-179.2,1746,9,1,1
71.4,-179.1,187,10,1,1
70.9,-179.1,192,10,1,1
68.5,-179.1,216,10,1,1
66,-179.1,241,10,1,1
-84.5,-179.1,1746,10,1,1
71.4,-179,187,11,1,1
70.9,-179,192,11,1,1
68.5,-179,216,11,1,1
66,-179,241,11,1,1
-84.4,-179,1745,11,1,1
71.4,-178.9,187,12,1,1
70.9,-178.9,192,12,1,1
68.5,-178.9,216,12,1,1
66.1,-178.9,240,12,1,1
-84.4,-178.9,1745,12,1,1
71.4,-178.8,187,13,1,1
70.9,-178.8,192,13,1,1
68.4,-178.8,217,13,1,1
66.1,-178.8,240,13,1,1
65.7,-178.8,244,13,1,1
-84.4,-178.8,1745,13,1,1
71.3,-178.7,188,14,1,1
70.9,-178.7,192,14,1,1
68.4,-178.7,217,14,1,1
66.1,-178.7,240,14,1,1
65.8,-178.7,243,14,1,1
65.7,-178.7,244,14,1,1
-84.5,-178.7,1746,14,1,1
71.3,-178.6,188,15,1,1
70.9,-178.6,192,15,1,1
68.4,-178.6,217,15,1,1
66.1,-178.6,240,15,1,1
65.9,-178.6,242,15,1,1
65.6,-178.6,245,15,1,1
-84.5,-178.6,1746,15,1,1
71.3,-178.5,188,16,1,1
70.9,-178.5,192,16,1,1
68.3,-178.5,218,16,1,1
66,-178.5,241,16,1,1
65.5,-178.5,246,16,1,1
-84.5,-178.5,1746,16,1,1
71.3,-178.4,188,17,1,1
71,-178.4,191,17,1,1
68.3,-178.4,218,17,1,1
65.5,-178.4,246,17,1,1
-84.5,-178.4,1746,17,1,1
71.3,-178.3,188,18,1,1
71,-178.3,191,18,1,1
68.3,-178.3,218,18,1,1
65.4,-178.3,247,18,1,1
-84.5,-178.3,1746,18,1,1
71.2,-178.2,189,19,1,1
71,-178.2,191,19,1,1
68.2,-178.2,219,19,1,1
65.4,-178.2,247,19,1,1
-84.5,-178.2,1746,19,1,1
71.2,-178.1,189,20,1,1
71.1,-178.1,190,20,1,1
68.2,-178.1,219,20,1,1
65.4,-178.1,247,20,1,1
-84.6,-178.1,1747,20,1,1
71.2,-178,189,21,1,1
71.1,-178,190,21,1,1
68.2,-178,219,21,1,1
65.5,-178,246,21,1,1
-84.6,-178,1747,21,1,1
71.2,-177.9,189,22,1,1
71.1,-177.9,190,22,1,1
68.1,-177.9,220,22,1,1
65.5,-177.9,246,22,1,1
-84.6,-177.9,1747,22,1,1
71.2,-177.8,189,23,1,1
71.1,-177.8,190,23,1,1
68.1,-177.8,220,23,1,1
65.5,-177.8,246,23,1,1
-84.6,-177.8,1747,23,1,1
68.1,-177.7,220,24,1,1
65.5,-177.7,246,24,1,1
-84.6,-177.7,1747,24,1,1
68,-177.6,221,25,1,1
65.5,-177.6,246,25,1,1
-84.6,-177.6,1747,25,1,1
68,-177.5,221,26,1,1
65.5,-177.5,246,26,1,1
-84.7,-177.5,1748,26,1,1
68,-177.4,221,27,1,1
65.6,-177.4,245,27,1,1
-84.7,-177.4,1748,27,1,1
67.9,-177.3,222,28,1,1
65.6,-177.3,245,28,1,1
-84.7,-177.3,1748,28,1,1
67.9,-177.2,222,29,1,1
65.6,-177.2,245,29,1,1
-84.7,-177.2,1748,29,1,1
67.8,-177.1,223,30,1,1
65.6,-177.1,245,30,1,1
-84.7,-177.1,1748,30,1,1
67.8,-177,223,31,1,1
65.6,-177,245,31,1,1
-84.7,-177,1748,31,1,1
67.8,-176.9,223,32,1,1
65.5,-176.9,246,32,1,1
-84.6,-176.9,1747,32,1,1
67.7,-176.8,224,33,1,1
65.5,-176.8,246,33,1,1
-84.6,-176.8,1747,33,1,1
67.7,-176.7,224,34,1,1
65.5,-176.7,246,34,1,1
-84.6,-176.7,1747,34,1,1
67.7,-176.6,224,35,1,1
65.5,-176.6,246,35,1,1
-84.5,-176.6,1746,35,1,1
67.6,-176.5,225,36,1,1
65.5,-176.5,246,36,1,1
-84.5,-176.5,1746,36,1,1
67.6,-176.4,225,37,1,1
65.4,-176.4,247,37,1,1
-84.4,-176.4,1745,37,1,1
67.5,-176.3,226,38,1,1
65.4,-176.3,247,38,1,1
-84.4,-176.3,1745,38,1,1
67.5,-176.2,226,39,1,1
65.4,-176.2,247,39,1,1
-84.4,-176.2,1745,39,1,1
67.5,-176.1,226,40,1,1
65.3,-176.1,248,40,1,1
-84.3,-176.1,1744,40,1,1
67.4,-176,227,41,1,1
65.2,-176,249,41,1,1
65.1,-176,250,41,1,1
-84.3,-176,1744,41,1,1
67.4,-175.9,227,42,1,1
65,-175.9,251,42,1,1
-84.4,-175.9,1745,42,1,1
67.3,-175.8,228,43,1,1
65,-175.8,251,43,1,1
-84.4,-175.8,1745,43,1,1
67.3,-175.7,228,44,1,1
65,-175.7,251,44,1,1
-84.4,-175.7,1745,44,1,1
67.3,-175.6,228,45,1,1
64.9,-175.6,252,45,1,1
-84.5,-175.6,1746,45,1,1
67.2,-175.5,229,46,1,1
64.9,-175.5,252,46,1,1
-84.5,-175.5,1746,46,1,1
67.2,-175.4,229,47,1,1
64.9,-175.4,252,47,1,1
-84.5,-175.4,1746,47,1,1
67.2,-175.3,229,48,1,1
64.9,-175.3,252,48,1,1
-84.5,-175.3,1746,48,1,1
67.1,-175.2,230,49,1,1
64.8,-175.2,253,49,1,1
-84.6,-175.2,1747,49,1,1
67.1,-175.1,230,50,1,1
66.8,-175.1,233,50,1,1
66.7,-175.1,234,50,1,1
66.6,-175.1,235,50,1,1
66.5,-175.1,236,50,1,1
64.8,-175.1,253,50,1,1
-84.6,-175.1,1747,50,1,1
67,-175,231,51,1,1
66.9,-175,232,51,1,1
66.4,-175,237,51,1,1
64.8,-175,253,51,1,1
-84.6,-175,1747,51,1,1
66.4,-174.9,237,52,1,1
64.8,-174.9,253,52,1,1
-84.6,-174.9,1747,52,1,1
66.3,-174.8,238,53,1,1
64.7,-174.8,254,53,1,1
-84.7,-174.8,1748,53,1,1
66.3,-174.7,238,54,1,1
64.7,-174.7,254,54,1,1
-84.7,-174.7,1748,54,1,1
66.3,-174.6,238,55,1,1
64.7,-174.6,254,55,1,1
-84.7,-174.6,1748,55,1,1
66.3,-174.5,238,56,1,1
64.6,-174.5,255,56,1,1
-84.7,-174.5,1748,56,1,1
66.9,-174.4,232,57,1,1
66.4,-174.4,237,57,1,1
66.2,-174.4,239,57,1,1
64.6,-174.4,255,57,1,1
-84.8,-174.4,1749,57,1,1
66.9,-174.3,232,58,1,1
66.8,-174.3,233,58,1,1
66.7,-174.3,234,58,1,1
66.6,-174.3,235,58,1,1
66.5,-174.3,236,58,1,1
66.2,-174.3,239,58,1,1
64.5,-174.3,256,58,1,1
-84.8,-174.3,1749,58,1,1
66.9,-174.2,232,59,1,1
66.4,-174.2,237,59,1,1
66.3,-174.2,238,59,1,1
64.5,-174.2,256,59,1,1
-84.8,-174.2,1749,59,1,1
66.9,-174.1,232,60,1,1
64.4,-174.1,257,60,1,1
-84.7,-174.1,1748,60,1,1
66.9,-174,232,61,1,1
64.4,-174,257,61,1,1
-84.7,-174,1748,61,1,1
66.9,-173.9,232,62,1,1
64.3,-173.9,258,62,1,1
-84.7,-173.9,1748,62,1,1
66.9,-173.8,232,63,1,1
64.3,-173.8,258,63,1,1
-84.6,-173.8,1747,63,1,1
66.9,-173.7,232,64,1,1
64.3,-173.7,258,64,1,1
-84.6,-173.7,1747,64,1,1
66.9,-173.6,232,65,1,1
64.3,-173.6,258,65,1,1
-84.6,-173.6,1747,65,1,1
66.9,-173.5,232,66,1,1
64.3,-173.5,258,66,1,1
-84.5,-173.5,1746,66,1,1
66.9,-173.4,232,67,1,1
64.3,-173.4,258,67,1,1
-84.5,-173.4,1746,67,1,1
66.9,-173.3,232,68,1,1
64.3,-173.3,258,68,1,1
-84.5,-173.3,1746,68,1,1
66.9,-173.2,232,69,1,1
64.3,-173.2,258,69,1,1
-84.4,-173.2,1745,69,1,1
66.8,-173.1,233,70,1,1
64.3,-173.1,258,70,1,1
-84.4,-173.1,1745,70,1,1
66.8,-173,233,71,1,1
64.3,-173,258,71,1,1
-84.4,-173,1745,71,1,1
66.8,-172.9,233,72,1,1
64.3,-172.9,258,72,1,1
-84.3,-172.9,1744,72,1,1
66.8,-172.8,233,73,1,1
64.4,-172.8,257,73,1,1
-84.3,-172.8,1744,73,1,1
66.8,-172.7,233,74,1,1
64.4,-172.7,257,74,1,1
-84.3,-172.7,1744,74,1,1
66.8,-172.6,233,75,1,1
65.4,-172.6,247,75,1,1
65.3,-172.6,248,75,1,1
65.2,-172.6,249,75,1,1
65.1,-172.6,250,75,1,1
65,-172.6,251,75,1,1
64.9,-172.6,252,75,1,1
64.8,-172.6,253,75,1,1
64.7,-172.6,254,75,1,1
64.6,-172.6,255,75,1,1
64.5,-172.6,256,75,1,1
-84.3,-172.6,1744,75,1,1
66.8,-172.5,233,76,1,1
65.5,-172.5,246,76,1,1
-84.3,-172.5,1744,76,1,1
66.8,-172.4,233,77,1,1
65.5,-172.4,246,77,1,1
-84.3,-172.4,1744,77,1,1
66.8,-172.3,233,78,1,1
65.5,-172.3,246,78,1,1
-84.3,-172.3,1744,78,1,1
66.8,-172.2,233,79,1,1
65.5,-172.2,246,79,1,1
-84.3,-172.2,1744,79,1,1
66.8,-172.1,233,80,1,1
65.5,-172.1,246,80,1,1
-84.3,-172.1,1744,80,1,1
66.8,-172,233,81,1,1
65.5,-172,246,81,1,1
-84.2,-172,1743,81,1,1
66.8,-171.9,233,82,1,1
65.5,-171.9,246,82,1,1
-84.2,-171.9,1743,82,1,1
66.8,-171.8,233,83,1,1
65.5,-171.8,246,83,1,1
-84.2,-171.8,1743,83,1,1
66.7,-171.7,234,84,1,1
65.5,-171.7,246,84,1,1
63.9,-171.7,262,84,1,1
63.8,-171.7,263,84,1,1
63.7,-171.7,264,84,1,1
63.6,-171.7,265,84,1,1
63.5,-171.7,266,84,1,1
63.4,-171.7,267,84,1,1
63.3,-171.7,268,84,1,1
63.2,-171.7,269,84,1,1
63.1,-171.7,270,84,1,1
63,-171.7,271,84,1,1
-84.2,-171.7,1743,84,1,1
66.7,-171.6,234,85,1,1
65.6,-171.6,245,85,1,1
63.6,-171.6,265,85,1,1
63.4,-171.6,267,85,1,1
-84.2,-171.6,1743,85,1,1
66.6,-171.5,235,86,1,1
65.6,-171.5,245,86,1,1
63.5,-171.5,266,86,1,1
63.4,-171.5,267,86,1,1
-84.2,-171.5,1743,86,1,1
66.6,-171.4,235,87,1,1
65.6,-171.4,245,87,1,1
63.5,-171.4,266,87,1,1
63.4,-171.4,267,87,1,1
-84.2,-171.4,1743,87,1,1
66.5,-171.3,236,88,1,1
65.6,-171.3,245,88,1,1
63.5,-171.3,266,88,1,1
63.4,-171.3,267,88,1,1
-84.2,-171.3,1743,88,1,1
66.5,-171.2,236,89,1,1
65.6,-171.2,245,89,1,1
63.4,-171.2,267,89,1,1
-84.2,-171.2,1743,89,1,1
66.4,-171.1,237,90,1,1
65.6,-171.1,245,90,1,1
63.4,-171.1,267,90,1,1
-84.2,-171.1,1743,90,1,1
66.4,-171,237,91,1,1
65.6,-171,245,91,1,1
63.4,-171,267,91,1,1
-84.2,-171,1743,91,1,1
66.3,-170.9,238,92,1,1
65.6,-170.9,245,92,1,1
63.4,-170.9,267,92,1,1
-84.2,-170.9,1743,92,1,1
66.3,-170.8,238,93,1,1
65.6,-170.8,245,93,1,1
63.4,-170.8,267,93,1,1
-84.2,-170.8,1743,93,1,1
66.2,-170.7,239,94,1,1
65.6,-170.7,245,94,1,1
63.5,-170.7,266,94,1,1
63.4,-170.7,267,94,1,1
-84.2,-170.7,1743,94,1,1
66.2,-170.6,239,95,1,1
65.7,-170.6,244,95,1,1
63.5,-170.6,266,95,1,1
63.4,-170.6,267,95,1,1
-84.1,-170.6,1742,95,1,1
66.1,-170.5,240,96,1,1
65.7,-170.5,244,96,1,1
63.5,-170.5,266,96,1,1
63.3,-170.5,268,96,1,1
-84.1,-170.5,1742,96,1,1
66.1,-170.4,240,97,1,1
65.8,-170.4,243,97,1,1
63.5,-170.4,266,97,1,1
63.3,-170.4,268,97,1,1
-84.1,-170.4,1742,97,1,1
66,-170.3,241,98,1,1
65.8,-170.3,243,98,1,1
63.5,-170.3,266,98,1,1
63.2,-170.3,269,98,1,1
-84.1,-170.3,1742,98,1,1
66,-170.2,241,99,1,1
65.8,-170.2,243,99,1,1
63.4,-170.2,267,99,1,1
63.2,-170.2,269,99,1,1
-84.1,-170.2,1742,99,1,1
65.9,-170.1,242,100,1,1
63.4,-170.1,267,100,1,1
63.2,-170.1,269,100,1,1
-84.1,-170.1,1742,100,1,1
65.9,-170,242,101,1,1
63.4,-170,267,101,1,1
63.1,-170,270,101,1,1
-84.1,-170,1742,101,1,1
63.4,-169.9,267,102,1,1
63.1,-169.9,270,102,1,1
-84.1,-169.9,1742,102,1,1
63.3,-169.8,268,103,1,1
63.1,-169.8,270,103,1,1
-84.1,-169.8,1742,103,1,1
63.3,-169.7,268,104,1,1
63.1,-169.7,270,104,1,1
-84.2,-169.7,1743,104,1,1
63.3,-169.6,268,105,1,1
63,-169.6,271,105,1,1
-84.2,-169.6,1743,105,1,1
63.3,-169.5,268,106,1,1
63,-169.5,271,106,1,1
-84.2,-169.5,1743,106,1,1
63.3,-169.4,268,107,1,1
63,-169.4,271,107,1,1
-84.3,-169.4,1744,107,1,1
63.2,-169.3,269,108,1,1
63.1,-169.3,270,108,1,1
-84.3,-169.3,1744,108,1,1
63.2,-169.2,269,109,1,1
63.1,-169.2,270,109,1,1
-84.3,-169.2,1744,109,1,1
63.2,-169.1,269,110,1,1
63.1,-169.1,270,110,1,1
-84.3,-169.1,1744,110,1,1
63.2,-169,269,111,1,1
63.1,-169,270,111,1,1
-84.4,-169,1745,111,1,1
63.2,-168.9,269,112,1,1
-84.4,-168.9,1745,112,1,1
-84.4,-168.8,1745,113,1,1
-84.5,-168.7,1746,114,1,1
-84.5,-168.6,1746,115,1,1
-84.5,-168.5,1746,116,1,1
-84.5,-168.4,1746,117,1,1
-84.5,-168.3,1746,118,1,1
-84.6,-168.2,1747,119,1,1
65.6,-168.1,245,120,1,1
-84.6,-168.1,1747,120,1,1
65.6,-168,245,121,1,1
-84.6,-168,1747,121,1,1
65.7,-167.9,244,122,1,1
65.5,-167.9,246,122,1,1
-84.6,-167.9,1747,122,1,1
65.7,-167.8,244,123,1,1
65.5,-167.8,246,123,1,1
-84.6,-167.8,1747,123,1,1
65.7,-167.7,244,124,1,1
65.4,-167.7,247,124,1,1
-84.7,-167.7,1748,124,1,1
65.7,-167.6,244,125,1,1
65.4,-167.6,247,125,1,1
-84.7,-167.6,1748,125,1,1
65.8,-167.5,243,126,1,1
65.3,-167.5,248,126,1,1
-84.7,-167.5,1748,126,1,1
65.8,-167.4,243,127,1,1
65.3,-167.4,248,127,1,1
-84.7,-167.4,1748,127,1,1
65.8,-167.3,243,128,1,1
65.2,-167.3,249,128,1,1
-84.7,-167.3,1748,128,1,1
65.9,-167.2,242,129,1,1
65.2,-167.2,249,129,1,1
-84.8,-167.2,1749,129,1,1
65.9,-167.1,242,130,1,1
65.1,-167.1,250,130,1,1
60.1,-167.1,300,130,1,1
-84.8,-167.1,1749,130,1,1
65.9,-167,242,131,1,1
65.1,-167,250,131,1,1
60.1,-167,300,131,1,1
-84.8,-167,1749,131,1,1
65.9,-166.9,242,132,1,1
65,-166.9,251,132,1,1
60.1,-166.9,300,132,1,1
60,-166.9,301,132,1,1
-84.8,-166.9,1749,132,1,1
66,-166.8,241,133,1,1
65,-166.8,251,133,1,1
60.1,-166.8,300,133,1,1
60,-166.8,301,133,1,1
-84.8,-166.8,1749,133,1,1
68.3,-166.7,218,134,1,1
66,-166.7,241,134,1,1
64.9,-166.7,252,134,1,1
60.1,-166.7,300,134,1,1
60,-166.7,301,134,1,1
-84.8,-166.7,1749,134,1,1
68.4,-166.6,217,135,1,1
68.3,-166.6,218,135,1,1
66,-166.6,241,135,1,1
64.8,-166.6,253,135,1,1
60.2,-166.6,299,135,1,1
59.9,-166.6,302,135,1,1
-84.8,-166.6,1749,135,1,1
68.5,-166.5,216,136,1,1
68.3,-166.5,218,136,1,1
66,-166.5,241,136,1,1
64.7,-166.5,254,136,1,1
60.2,-166.5,299,136,1,1
59.9,-166.5,302,136,1,1
-84.9,-166.5,1750,136,1,1
68.6,-166.4,215,137,1,1
68.2,-166.4,219,137,1,1
66.1,-166.4,240,137,1,1
64.6,-166.4,255,137,1,1
60.2,-166.4,299,137,1,1
59.9,-166.4,302,137,1,1
-84.9,-166.4,1750,137,1,1
68.7,-166.3,214,138,1,1
68.2,-166.3,219,138,1,1
66.1,-166.3,240,138,1,1
64.6,-166.3,255,138,1,1
60.2,-166.3,299,138,1,1
59.9,-166.3,302,138,1,1
-84.9,-166.3,1750,138,1,1
68.8,-166.2,213,139,1,1
68.2,-166.2,219,139,1,1
66.1,-166.2,240,139,1,1
64.6,-166.2,255,139,1,1
60.2,-166.2,299,139,1,1
59.8,-166.2,303,139,1,1
-84.9,-166.2,1750,139,1,1
68.8,-166.1,213,140,1,1
68.2,-166.1,219,140,1,1
66.1,-166.1,240,140,1,1
64.6,-166.1,255,140,1,1
61.4,-166.1,287,140,1,1
60.2,-166.1,299,140,1,1
59.8,-166.1,303,140,1,1
-84.9,-166.1,1750,140,1,1
68.8,-166,213,141,1,1
68.1,-166,220,141,1,1
66.2,-166,239,141,1,1
64.5,-166,256,141,1,1
61.6,-166,285,141,1,1
61.5,-166,286,141,1,1
61.3,-166,288,141,1,1
60.1,-166,300,141,1,1
59.8,-166,303,141,1,1
-84.9,-166,1750,141,1,1
68.8,-165.9,213,142,1,1
68.1,-165.9,220,142,1,1
66.2,-165.9,239,142,1,1
64.5,-165.9,256,142,1,1
61.7,-165.9,284,142,1,1
61.3,-165.9,288,142,1,1
60.1,-165.9,300,142,1,1
59.8,-165.9,303,142,1,1
-84.9,-165.9,1750,142,1,1
68.8,-165.8,213,143,1,1
68.1,-165.8,220,143,1,1
66.2,-165.8,239,143,1,1
64.5,-165.8,256,143,1,1
61.9,-165.8,282,143,1,1
61.8,-165.8,283,143,1,1
61.2,-165.8,289,143,1,1
60.1,-165.8,300,143,1,1
59.9,-165.8,302,143,1,1
-84.9,-165.8,1750,143,1,1
68.8,-165.7,213,144,1,1
68.1,-165.7,220,144,1,1
66.2,-165.7,239,144,1,1
64.5,-165.7,256,144,1,1
62,-165.7,281,144,1,1
61.2,-165.7,289,144,1,1
60.1,-165.7,300,144,1,1
60,-165.7,301,144,1,1
59.9,-165.7,302,144,1,1
-84.9,-165.7,1750,144,1,1
68.8,-165.6,213,145,1,1
68.1,-165.6,220,145,1,1
66.2,-165.6,239,145,1,1
64.5,-165.6,256,145,1,1
62.1,-165.6,280,145,1,1
61.1,-165.6,290,145,1,1
59.9,-165.6,302,145,1,1
-84.9,-165.6,1750,145,1,1
68.8,-165.5,213,146,1,1
68,-165.5,221,146,1,1
66.3,-165.5,238,146,1,1
64.5,-165.5,256,146,1,1
62.2,-165.5,279,146,1,1
61.1,-165.5,290,146,1,1
-85,-165.5,1751,146,1,1
68.8,-165.4,213,147,1,1
68,-165.4,221,147,1,1
66.3,-165.4,238,147,1,1
64.5,-165.4,256,147,1,1
62.2,-165.4,279,147,1,1
61,-165.4,291,147,1,1
-85,-165.4,1751,147,1,1
68.9,-165.3,212,148,1,1
68,-165.3,221,148,1,1
66.3,-165.3,238,148,1,1
64.5,-165.3,256,148,1,1
62.3,-165.3,278,148,1,1
60.9,-165.3,292,148,1,1
60.8,-165.3,293,148,1,1
60.7,-165.3,294,148,1,1
60.6,-165.3,295,148,1,1
60.5,-165.3,296,148,1,1
60.4,-165.3,297,148,1,1
-85,-165.3,1751,148,1,1
68.9,-165.2,212,149,1,1
68,-165.2,221,149,1,1
66.3,-165.2,238,149,1,1
64.4,-165.2,257,149,1,1
62.4,-165.2,277,149,1,1
60.4,-165.2,297,149,1,1
-85,-165.2,1751,149,1,1
68.9,-165.1,212,150,1,1
67.9,-165.1,222,150,1,1
66.3,-165.1,238,150,1,1
64.4,-165.1,257,150,1,1
62.5,-165.1,276,150,1,1
60.3,-165.1,298,150,1,1
-85,-165.1,1751,150,1,1
68.9,-165,212,151,1,1
67.9,-165,222,151,1,1
66.4,-165,237,151,1,1
64.4,-165,257,151,1,1
62.5,-165,276,151,1,1
60.3,-165,298,151,1,1
-85,-165,1751,151,1,1
68.9,-164.9,212,152,1,1
67.8,-164.9,223,152,1,1
66.4,-164.9,237,152,1,1
64.4,-164.9,257,152,1,1
62.6,-164.9,275,152,1,1
60.3,-164.9,298,152,1,1
54.5,-164.9,356,152,1,1
-85,-164.9,1751,152,1,1
68.9,-164.8,212,153,1,1
67.8,-164.8,223,153,1,1
66.4,-164.8,237,153,1,1
64.4,-164.8,257,153,1,1
62.7,-164.8,274,153,1,1
60.3,-164.8,298,153,1,1
54.5,-164.8,356,153,1,1
54.4,-164.8,357,153,1,1
-85,-164.8,1751,153,1,1
68.9,-164.7,212,154,1,1
67.7,-164.7,224,154,1,1
66.4,-164.7,237,154,1,1
64.4,-164.7,257,154,1,1
62.9,-164.7,272,154,1,1
62.8,-164.7,273,154,1,1
60.2,-164.7,299,154,1,1
54.6,-164.7,355,154,1,1
54.3,-164.7,358,154,1,1
-85,-164.7,1751,154,1,1
68.9,-164.6,212,155,1,1
67.7,-164.6,224,155,1,1
66.5,-164.6,236,155,1,1
64.4,-164.6,257,155,1,1
63,-164.6,271,155,1,1
60.2,-164.6,299,155,1,1
54.6,-164.6,355,155,1,1
54.3,-164.6,358,155,1,1
-85,-164.6,1751,155,1,1
68.9,-164.5,212,156,1,1
67.6,-164.5,225,156,1,1
66.5,-164.5,236,156,1,1
64.4,-164.5,257,156,1,1
63.1,-164.5,270,156,1,1
60.1,-164.5,300,156,1,1
54.7,-164.5,354,156,1,1
54.3,-164.5,358,156,1,1
-85.1,-164.5,1752,156,1,1
68.9,-164.4,212,157,1,1
67.6,-164.4,225,157,1,1
66.5,-164.4,236,157,1,1
64.4,-164.4,257,157,1,1
63.1,-164.4,270,157,1,1
60.1,-164.4,300,157,1,1
54.7,-164.4,354,157,1,1
54.4,-164.4,357,157,1,1
-85.1,-164.4,1752,157,1,1
68.9,-164.3,212,158,1,1
67.5,-164.3,226,158,1,1
66.5,-164.3,236,158,1,1
64.4,-164.3,257,158,1,1
63.1,-164.3,270,158,1,1
60,-164.3,301,158,1,1
54.8,-164.3,353,158,1,1
54.4,-164.3,357,158,1,1
-85.1,-164.3,1752,158,1,1
69,-164.2,211,159,1,1
67.5,-164.2,226,159,1,1
66.5,-164.2,236,159,1,1
64.5,-164.2,256,159,1,1
63.1,-164.2,270,159,1,1
59.9,-164.2,302,159,1,1
54.8,-164.2,353,159,1,1
54.4,-164.2,357,159,1,1
-85.1,-164.2,1752,159,1,1
69,-164.1,211,160,1,1
67.4,-164.1,227,160,1,1
66.5,-164.1,236,160,1,1
64.5,-164.1,256,160,1,1
63.2,-164.1,269,160,1,1
59.9,-164.1,302,160,1,1
54.9,-164.1,352,160,1,1
54.4,-164.1,357,160,1,1
-85.1,-164.1,1752,160,1,1
69,-164,211,161,1,1
67.3,-164,228,161,1,1
66.5,-164,236,161,1,1
64.5,-164,256,161,1,1
63.2,-164,269,161,1,1
59.8,-164,303,161,1,1
54.9,-164,352,161,1,1
54.4,-164,357,161,1,1
-85.1,-164,1752,161,1,1
69.1,-163.9,210,162,1,1
67.2,-163.9,229,162,1,1
66.5,-163.9,236,162,1,1
64.5,-163.9,256,162,1,1
63.2,-163.9,269,162,1,1
59.8,-163.9,303,162,1,1
55,-163.9,351,162,1,1
54.4,-163.9,357,162,1,1
-85.1,-163.9,1752,162,1,1
69.1,-163.8,210,163,1,1
67.2,-163.8,229,163,1,1
66.5,-163.8,236,163,1,1
64.5,-163.8,256,163,1,1
63.2,-163.8,269,163,1,1
59.7,-163.8,304,163,1,1
55,-163.8,351,163,1,1
54.5,-163.8,356,163,1,1
-85.1,-163.8,1752,163,1,1
