"lat","long","r","c","a","coastline"
70.1,20.7,200,2008,1,1
63.9,20.7,262,2008,1,1
55,20.7,351,2008,1,1
38.8,20.7,513,2008,1,1
32.5,20.7,576,2008,1,1
-34.6,20.7,1247,2008,1,1
-70.3,20.7,1604,2008,1,1
80.4,20.8,97,2009,1,1
79.6,20.8,105,2009,1,1
79,20.8,111,2009,1,1
78.9,20.8,112,2009,1,1
70.1,20.8,200,2009,1,1
64,20.8,261,2009,1,1
55,20.8,351,2009,1,1
38.7,20.8,514,2009,1,1
32.5,20.8,576,2009,1,1
-34.5,20.8,1246,2009,1,1
-70.3,20.8,1604,2009,1,1
80.4,20.9,97,2010,1,1
79.6,20.9,105,2010,1,1
79,20.9,111,2010,1,1
78.9,20.9,112,2010,1,1
70.1,20.9,200,2010,1,1
64,20.9,261,2010,1,1
55,20.9,351,2010,1,1
38.6,20.9,515,2010,1,1
32.6,20.9,575,2010,1,1
-34.5,20.9,1246,2010,1,1
-70.3,20.9,1604,2010,1,1
80.3,21,98,2011,1,1
79.5,21,106,2011,1,1
78.9,21,112,2011,1,1
70.1,21,200,2011,1,1
64.1,21,260,2011,1,1
55,21,351,2011,1,1
38.5,21,516,2011,1,1
38.4,21,517,2011,1,1
32.6,21,575,2011,1,1
-34.5,21,1246,2011,1,1
-70.3,21,1604,2011,1,1
80.3,21.1,98,2012,1,1
79.5,21.1,106,2012,1,1
78.9,21.1,112,2012,1,1
70.1,21.1,200,2012,1,1
64.1,21.1,260,2012,1,1
55,21.1,351,2012,1,1
38.3,21.1,518,2012,1,1
32.6,21.1,575,2012,1,1
-34.5,21.1,1246,2012,1,1
-70.3,21.1,1604,2012,1,1
80.3,21.2,98,2013,1,1
79.5,21.2,106,2013,1,1
78.9,21.2,112,2013,1,1
78.1,21.2,120,2013,1,1
77.7,21.2,124,2013,1,1
70.1,21.2,200,2013,1,1
64.2,21.2,259,2013,1,1
62.5,21.2,276,2013,1,1
56.7,21.2,334,2013,1,1
56.6,21.2,335,2013,1,1
56.5,21.2,336,2013,1,1
56.4,21.2,337,2013,1,1
56.3,21.2,338,2013,1,1
56.2,21.2,339,2013,1,1
56.1,21.2,340,2013,1,1
56,21.2,341,2013,1,1
55.9,21.2,342,2013,1,1
55.8,21.2,343,2013,1,1
55.1,21.2,350,2013,1,1
38.2,21.2,519,2013,1,1
38.1,21.2,520,2013,1,1
32.7,21.2,574,2013,1,1
-34.4,21.2,1245,2013,1,1
-70.3,21.2,1604,2013,1,1
80.3,21.3,98,2014,1,1
79.5,21.3,106,2014,1,1
78.1,21.3,120,2014,1,1
77.7,21.3,124,2014,1,1
77.6,21.3,125,2014,1,1
70.2,21.3,199,2014,1,1
65,21.3,251,2014,1,1
64.9,21.3,252,2014,1,1
64.2,21.3,259,2014,1,1
62.7,21.3,274,2014,1,1
62.6,21.3,275,2014,1,1
62.4,21.3,277,2014,1,1
62.3,21.3,278,2014,1,1
56.8,21.3,333,2014,1,1
55.7,21.3,344,2014,1,1
55.6,21.3,345,2014,1,1
55.5,21.3,346,2014,1,1
55.4,21.3,347,2014,1,1
55.1,21.3,350,2014,1,1
38,21.3,521,2014,1,1
37.9,21.3,522,2014,1,1
37.8,21.3,523,2014,1,1
32.7,21.3,574,2014,1,1
-34.4,21.3,1245,2014,1,1
-70.3,21.3,1604,2014,1,1
80.3,21.4,98,2015,1,1
79.5,21.4,106,2015,1,1
78.1,21.4,120,2015,1,1
78,21.4,121,2015,1,1
77.8,21.4,123,2015,1,1
77.6,21.4,125,2015,1,1
70.2,21.4,199,2015,1,1
65.1,21.4,250,2015,1,1
64.8,21.4,253,2015,1,1
64.7,21.4,254,2015,1,1
64.6,21.4,255,2015,1,1
64.5,21.4,256,2015,1,1
64.3,21.4,258,2015,1,1
62.8,21.4,273,2015,1,1
62.2,21.4,279,2015,1,1
62.1,21.4,280,2015,1,1
60.8,21.4,293,2015,1,1
60.7,21.4,294,2015,1,1
57,21.4,331,2015,1,1
56.9,21.4,332,2015,1,1
55.3,21.4,348,2015,1,1
55.2,21.4,349,2015,1,1
37.7,21.4,524,2015,1,1
37.6,21.4,525,2015,1,1
37.5,21.4,526,2015,1,1
32.7,21.4,574,2015,1,1
-34.4,21.4,1245,2015,1,1
-70.3,21.4,1604,2015,1,1
80.3,21.5,98,2016,1,1
79.5,21.5,106,2016,1,1
78.2,21.5,119,2016,1,1
78,21.5,121,2016,1,1
77.8,21.5,123,2016,1,1
77.6,21.5,125,2016,1,1
70.2,21.5,199,2016,1,1
65.1,21.5,250,2016,1,1
64.4,21.5,257,2016,1,1
64.3,21.5,258,2016,1,1
63,21.5,271,2016,1,1
62.9,21.5,272,2016,1,1
62,21.5,281,2016,1,1
61.9,21.5,282,2016,1,1
61.1,21.5,290,2016,1,1
61,21.5,291,2016,1,1
60.9,21.5,292,2016,1,1
60.7,21.5,294,2016,1,1
57.1,21.5,330,2016,1,1
37.4,21.5,527,2016,1,1
37.3,21.5,528,2016,1,1
32.8,21.5,573,2016,1,1
-34.4,21.5,1245,2016,1,1
-70.3,21.5,1604,2016,1,1
80.3,21.6,98,2017,1,1
79.5,21.6,106,2017,1,1
78.2,21.6,119,2017,1,1
77.9,21.6,122,2017,1,1
77.6,21.6,125,2017,1,1
70.2,21.6,199,2017,1,1
65.2,21.6,249,2017,1,1
63.1,21.6,270,2017,1,1
61.8,21.6,283,2017,1,1
61.7,21.6,284,2017,1,1
61.4,21.6,287,2017,1,1
61.3,21.6,288,2017,1,1
61.2,21.6,289,2017,1,1
60.6,21.6,295,2017,1,1
57.2,21.6,329,2017,1,1
37.2,21.6,529,2017,1,1
37.1,21.6,530,2017,1,1
32.8,21.6,573,2017,1,1
-34.4,21.6,1245,2017,1,1
-70.3,21.6,1604,2017,1,1
80.2,21.7,99,2018,1,1
79.5,21.7,106,2018,1,1
78.2,21.7,119,2018,1,1
77.6,21.7,125,2018,1,1
70.2,21.7,199,2018,1,1
65.3,21.7,248,2018,1,1
63.2,21.7,269,2018,1,1
61.6,21.7,285,2018,1,1
61.5,21.7,286,2018,1,1
60.6,21.7,295,2018,1,1
57.3,21.7,328,2018,1,1
37,21.7,531,2018,1,1
36.9,21.7,532,2018,1,1
32.8,21.7,573,2018,1,1
-34.4,21.7,1245,2018,1,1
-70.4,21.7,1605,2018,1,1
80.2,21.8,99,2019,1,1
79.5,21.8,106,2019,1,1
78.2,21.8,119,2019,1,1
77.6,21.8,125,2019,1,1
70.2,21.8,199,2019,1,1
65.4,21.8,247,2019,1,1
63.3,21.8,268,2019,1,1
60.5,21.8,296,2019,1,1
57.3,21.8,328,2019,1,1
36.8,21.8,533,2019,1,1
32.8,21.8,573,2019,1,1
-34.3,21.8,1244,2019,1,1
-70.5,21.8,1606,2019,1,1
80.2,21.9,99,2020,1,1
79.5,21.9,106,2020,1,1
78.2,21.9,119,2020,1,1
77.6,21.9,125,2020,1,1
70.2,21.9,199,2020,1,1
65.4,21.9,247,2020,1,1
63.3,21.9,268,2020,1,1
60.5,21.9,296,2020,1,1
57.4,21.9,327,2020,1,1
36.7,21.9,534,2020,1,1
32.8,21.9,573,2020,1,1
-34.3,21.9,1244,2020,1,1
-70.5,21.9,1606,2020,1,1
80.2,22,99,2021,1,1
79.5,22,106,2021,1,1
78.2,22,119,2021,1,1
77.6,22,125,2021,1,1
70.2,22,199,2021,1,1
65.5,22,246,2021,1,1
63.4,22,267,2021,1,1
60.5,22,296,2021,1,1
57.4,22,327,2021,1,1
36.7,22,534,2021,1,1
32.7,22,574,2021,1,1
-34.3,22,1244,2021,1,1
-70.6,22,1607,2021,1,1
80.2,22.1,99,2022,1,1
79.5,22.1,106,2022,1,1
78.2,22.1,119,2022,1,1
77.6,22.1,125,2022,1,1
70.2,22.1,199,2022,1,1
65.6,22.1,245,2022,1,1
63.5,22.1,266,2022,1,1
60.4,22.1,297,2022,1,1
57.5,22.1,326,2022,1,1
36.6,22.1,535,2022,1,1
32.7,22.1,574,2022,1,1
-34.2,22.1,1243,2022,1,1
-70.6,22.1,1607,2022,1,1
80.3,22.2,98,2023,1,1
79.5,22.2,106,2023,1,1
78.2,22.2,119,2023,1,1
77.5,22.2,126,2023,1,1
70.2,22.2,199,2023,1,1
65.6,22.2,245,2023,1,1
63.6,22.2,265,2023,1,1
60.4,22.2,297,2023,1,1
57.5,22.2,326,2023,1,1
36.5,22.2,536,2023,1,1
32.7,22.2,574,2023,1,1
-34.2,22.2,1243,2023,1,1
-70.7,22.2,1608,2023,1,1
80.3,22.3,98,2024,1,1
79.5,22.3,106,2024,1,1
78.2,22.3,119,2024,1,1
77.5,22.3,126,2024,1,1
70.1,22.3,200,2024,1,1
65.7,22.3,244,2024,1,1
63.6,22.3,265,2024,1,1
60.3,22.3,298,2024,1,1
57.6,22.3,325,2024,1,1
36.5,22.3,536,2024,1,1
32.7,22.3,574,2024,1,1
-34.1,22.3,1242,2024,1,1
-70.7,22.3,1608,2024,1,1
80.3,22.4,98,2025,1,1
79.4,22.4,107,2025,1,1
78.2,22.4,119,2025,1,1
77.5,22.4,126,2025,1,1
70.1,22.4,200,2025,1,1
65.7,22.4,244,2025,1,1
63.7,22.4,264,2025,1,1
60.3,22.4,298,2025,1,1
57.6,22.4,325,2025,1,1
36.4,22.4,537,2025,1,1
32.7,22.4,574,2025,1,1
-34.1,22.4,1242,2025,1,1
-70.8,22.4,1609,2025,1,1
80.7,22.5,94,2026,1,1
80.4,22.5,97,2026,1,1
79.4,22.5,107,2026,1,1
78.3,22.5,118,2026,1,1
77.5,22.5,126,2026,1,1
70.1,22.5,200,2026,1,1
65.7,22.5,244,2026,1,1
63.8,22.5,263,2026,1,1
60.2,22.5,299,2026,1,1
57.7,22.5,324,2026,1,1
36.4,22.5,537,2026,1,1
32.7,22.5,574,2026,1,1
-34.1,22.5,1242,2026,1,1
-70.8,22.5,1609,2026,1,1
80.7,22.6,94,2027,1,1
80.4,22.6,97,2027,1,1
79.4,22.6,107,2027,1,1
78.3,22.6,118,2027,1,1
77.5,22.6,126,2027,1,1
70.1,22.6,200,2027,1,1
65.7,22.6,244,2027,1,1
63.8,22.6,263,2027,1,1
60.1,22.6,300,2027,1,1
57.7,22.6,324,2027,1,1
36.3,22.6,538,2027,1,1
32.7,22.6,574,2027,1,1
-34,22.6,1241,2027,1,1
-70.9,22.6,1610,2027,1,1
80.7,22.7,94,2028,1,1
80.4,22.7,97,2028,1,1
79.4,22.7,107,2028,1,1
78.3,22.7,118,2028,1,1
77.5,22.7,126,2028,1,1
70.1,22.7,200,2028,1,1
65.7,22.7,244,2028,1,1
63.9,22.7,262,2028,1,1
60,22.7,301,2028,1,1
57.6,22.7,325,2028,1,1
40.2,22.7,499,2028,1,1
40.1,22.7,500,2028,1,1
36.3,22.7,538,2028,1,1
32.6,22.7,575,2028,1,1
-34,22.7,1241,2028,1,1
-70.9,22.7,1610,2028,1,1
80.7,22.8,94,2029,1,1
80.4,22.8,97,2029,1,1
79.4,22.8,107,2029,1,1
78.3,22.8,118,2029,1,1
77.5,22.8,126,2029,1,1
70.1,22.8,200,2029,1,1
65.8,22.8,243,2029,1,1
63.9,22.8,262,2029,1,1
60,22.8,301,2029,1,1
57.5,22.8,326,2029,1,1
40.3,22.8,498,2029,1,1
40,22.8,501,2029,1,1
39.9,22.8,502,2029,1,1
36.3,22.8,538,2029,1,1
32.6,22.8,575,2029,1,1
-34,22.8,1241,2029,1,1
-70.9,22.8,1610,2029,1,1
80.7,22.9,94,2030,1,1
80.5,22.9,96,2030,1,1
79.4,22.9,107,2030,1,1
78.3,22.9,118,2030,1,1
77.6,22.9,125,2030,1,1
70.1,22.9,200,2030,1,1
65.8,22.9,243,2030,1,1
64,22.9,261,2030,1,1
59.9,22.9,302,2030,1,1
57.4,22.9,327,2030,1,1
40.4,22.9,497,2030,1,1
39.8,22.9,503,2030,1,1
39.7,22.9,504,2030,1,1
37.1,22.9,530,2030,1,1
36.3,22.9,538,2030,1,1
32.6,22.9,575,2030,1,1
-34,22.9,1241,2030,1,1
-70.9,22.9,1610,2030,1,1
80.7,23,94,2031,1,1
80.5,23,96,2031,1,1
79.4,23,107,2031,1,1
78.3,23,118,2031,1,1
77.6,23,125,2031,1,1
70.1,23,200,2031,1,1
65.8,23,243,2031,1,1
64,23,261,2031,1,1
59.8,23,303,2031,1,1
57.3,23,328,2031,1,1
40.3,23,498,2031,1,1
39.6,23,505,2031,1,1
37.2,23,529,2031,1,1
37,23,531,2031,1,1
36.9,23,532,2031,1,1
36.3,23,538,2031,1,1
32.6,23,575,2031,1,1
-34,23,1241,2031,1,1
-70.9,23,1610,2031,1,1
80.7,23.1,94,2032,1,1
80.6,23.1,95,2032,1,1
79.4,23.1,107,2032,1,1
78.2,23.1,119,2032,1,1
77.6,23.1,125,2032,1,1
70.1,23.1,200,2032,1,1
65.8,23.1,243,2032,1,1
64.1,23.1,260,2032,1,1
59.8,23.1,303,2032,1,1
57.2,23.1,329,2032,1,1
40.2,23.1,499,2032,1,1
39.5,23.1,506,2032,1,1
38.9,23.1,512,2032,1,1
37.2,23.1,529,2032,1,1
36.8,23.1,533,2032,1,1
36.7,23.1,534,2032,1,1
36.3,23.1,538,2032,1,1
32.5,23.1,576,2032,1,1
32.4,23.1,577,2032,1,1
-34,23.1,1241,2032,1,1
-70.9,23.1,1610,2032,1,1
80.6,23.2,95,2033,1,1
79.4,23.2,107,2033,1,1
78.1,23.2,120,2033,1,1
77.6,23.2,125,2033,1,1
70.2,23.2,199,2033,1,1
65.8,23.2,243,2033,1,1
64.1,23.2,260,2033,1,1
59.8,23.2,303,2033,1,1
57.1,23.2,330,2033,1,1
40.1,23.2,500,2033,1,1
39.4,23.2,507,2033,1,1
39,23.2,511,2033,1,1
38.8,23.2,513,2033,1,1
37.3,23.2,528,2033,1,1
36.6,23.2,535,2033,1,1
36.5,23.2,536,2033,1,1
36.3,23.2,538,2033,1,1
32.3,23.2,578,2033,1,1
32.2,23.2,579,2033,1,1
-34,23.2,1241,2033,1,1
-70.9,23.2,1610,2033,1,1
80.6,23.3,95,2034,1,1
79.4,23.3,107,2034,1,1
78,23.3,121,2034,1,1
77.6,23.3,125,2034,1,1
70.2,23.3,199,2034,1,1
65.8,23.3,243,2034,1,1
64.1,23.3,260,2034,1,1
59.8,23.3,303,2034,1,1
57,23.3,331,2034,1,1
40,23.3,501,2034,1,1
39.3,23.3,508,2034,1,1
39,23.3,511,2034,1,1
38.7,23.3,514,2034,1,1
37.7,23.3,524,2034,1,1
37.6,23.3,525,2034,1,1
37.3,23.3,528,2034,1,1
36.4,23.3,537,2034,1,1
36.3,23.3,538,2034,1,1
32.1,23.3,580,2034,1,1
-34,23.3,1241,2034,1,1
-70.8,23.3,1609,2034,1,1
80.6,23.4,95,2035,1,1
79.4,23.4,107,2035,1,1
77.9,23.4,122,2035,1,1
77.6,23.4,125,2035,1,1
70.3,23.4,198,2035,1,1
65.8,23.4,243,2035,1,1
64.2,23.4,259,2035,1,1
59.9,23.4,302,2035,1,1
59.1,23.4,310,2035,1,1
59,23.4,311,2035,1,1
58.9,23.4,312,2035,1,1
58.8,23.4,313,2035,1,1
56.9,23.4,332,2035,1,1
39.9,23.4,502,2035,1,1
39.2,23.4,509,2035,1,1
39.1,23.4,510,2035,1,1
38.6,23.4,515,2035,1,1
37.8,23.4,523,2035,1,1
37.5,23.4,526,2035,1,1
37.4,23.4,527,2035,1,1
37.3,23.4,528,2035,1,1
32.1,23.4,580,2035,1,1
-33.9,23.4,1240,2035,1,1
-70.8,23.4,1609,2035,1,1
80.6,23.5,95,2036,1,1
79.4,23.5,107,2036,1,1
77.9,23.5,122,2036,1,1
77.7,23.5,124,2036,1,1
70.3,23.5,198,2036,1,1
65.8,23.5,243,2036,1,1
64.2,23.5,259,2036,1,1
59.9,23.5,302,2036,1,1
59.1,23.5,310,2036,1,1
58.7,23.5,314,2036,1,1
58.6,23.5,315,2036,1,1
58.5,23.5,316,2036,1,1
56.9,23.5,332,2036,1,1
39.9,23.5,502,2036,1,1
39.1,23.5,510,2036,1,1
38.5,23.5,516,2036,1,1
37.7,23.5,524,2036,1,1
37.3,23.5,528,2036,1,1
32.1,23.5,580,2036,1,1
-33.9,23.5,1240,2036,1,1
-70.8,23.5,1609,2036,1,1
80.5,23.6,96,2037,1,1
79.4,23.6,107,2037,1,1
77.9,23.6,122,2037,1,1
77.7,23.6,124,2037,1,1
70.4,23.6,197,2037,1,1
65.9,23.6,242,2037,1,1
64.3,23.6,258,2037,1,1
59.9,23.6,302,2037,1,1
59.1,23.6,310,2037,1,1
58.5,23.6,316,2037,1,1
56.9,23.6,332,2037,1,1
39.9,23.6,502,2037,1,1
38.4,23.6,517,2037,1,1
37.7,23.6,524,2037,1,1
35.1,23.6,550,2037,1,1
35,23.6,551,2037,1,1
34.9,23.6,552,2037,1,1
32.1,23.6,580,2037,1,1
-33.9,23.6,1240,2037,1,1
-70.8,23.6,1609,2037,1,1
80.5,23.7,96,2038,1,1
79.4,23.7,107,2038,1,1
77.9,23.7,122,2038,1,1
77.7,23.7,124,2038,1,1
70.4,23.7,197,2038,1,1
65.9,23.7,242,2038,1,1
64.3,23.7,258,2038,1,1
59.9,23.7,302,2038,1,1
59.2,23.7,309,2038,1,1
58.4,23.7,317,2038,1,1
56.9,23.7,332,2038,1,1
39.9,23.7,502,2038,1,1
38.3,23.7,518,2038,1,1
37.7,23.7,524,2038,1,1
35.2,23.7,549,2038,1,1
35.1,23.7,550,2038,1,1
32.1,23.7,580,2038,1,1
-33.9,23.7,1240,2038,1,1
-70.8,23.7,1609,2038,1,1
80.5,23.8,96,2039,1,1
79.4,23.8,107,2039,1,1
77.8,23.8,123,2039,1,1
77.7,23.8,124,2039,1,1
70.5,23.8,196,2039,1,1
65.9,23.8,242,2039,1,1
64.4,23.8,257,2039,1,1
59.9,23.8,302,2039,1,1
59.2,23.8,309,2039,1,1
58.4,23.8,317,2039,1,1
57,23.8,331,2039,1,1
39.9,23.8,502,2039,1,1
38.3,23.8,518,2039,1,1
37.7,23.8,524,2039,1,1
35.3,23.8,548,2039,1,1
35.2,23.8,549,2039,1,1
32,23.8,581,2039,1,1
-33.9,23.8,1240,2039,1,1
-70.8,23.8,1609,2039,1,1
80.5,23.9,96,2040,1,1
79.5,23.9,106,2040,1,1
77.8,23.9,123,2040,1,1
77.7,23.9,124,2040,1,1
70.6,23.9,195,2040,1,1
65.9,23.9,242,2040,1,1
64.4,23.9,257,2040,1,1
59.9,23.9,302,2040,1,1
59.2,23.9,309,2040,1,1
58.3,23.9,318,2040,1,1
57,23.9,331,2040,1,1
40.6,23.9,495,2040,1,1
40.5,23.9,496,2040,1,1
39.9,23.9,502,2040,1,1
38.2,23.9,519,2040,1,1
37.6,23.9,525,2040,1,1
35.4,23.9,547,2040,1,1
35.2,23.9,549,2040,1,1
32,23.9,581,2040,1,1
-33.9,23.9,1240,2040,1,1
-70.8,23.9,1609,2040,1,1
80.5,24,96,2041,1,1
79.5,24,106,2041,1,1
77.8,24,123,2041,1,1
70.6,24,195,2041,1,1
65.9,24,242,2041,1,1
64.5,24,256,2041,1,1
59.9,24,302,2041,1,1
59.2,24,309,2041,1,1
58.3,24,318,2041,1,1
57,24,331,2041,1,1
40.7,24,494,2041,1,1
40.4,24,497,2041,1,1
39.9,24,502,2041,1,1
38.2,24,519,2041,1,1
37.6,24,525,2041,1,1
35.5,24,546,2041,1,1
35.4,24,547,2041,1,1
35.2,24,549,2041,1,1
31.9,24,582,2041,1,1
-34,24,1241,2041,1,1
-70.8,24,1609,2041,1,1
80.5,24.1,96,2042,1,1
79.5,24.1,106,2042,1,1
77.8,24.1,123,2042,1,1
70.7,24.1,194,2042,1,1
65.8,24.1,243,2042,1,1
64.5,24.1,256,2042,1,1
59.9,24.1,302,2042,1,1
59.3,24.1,308,2042,1,1
58.2,24.1,319,2042,1,1
57,24.1,331,2042,1,1
40.7,24.1,494,2042,1,1
40.3,24.1,498,2042,1,1
39.9,24.1,502,2042,1,1
38.1,24.1,520,2042,1,1
38,24.1,521,2042,1,1
37.9,24.1,522,2042,1,1
37.8,24.1,523,2042,1,1
37.7,24.1,524,2042,1,1
37.6,24.1,525,2042,1,1
35.6,24.1,545,2042,1,1
35.5,24.1,546,2042,1,1
35.3,24.1,548,2042,1,1
35.2,24.1,549,2042,1,1
31.9,24.1,582,2042,1,1
-34,24.1,1241,2042,1,1
-70.8,24.1,1609,2042,1,1
80.5,24.2,96,2043,1,1
79.5,24.2,106,2043,1,1
77.8,24.2,123,2043,1,1
70.7,24.2,194,2043,1,1
65.8,24.2,243,2043,1,1
64.5,24.2,256,2043,1,1
60,24.2,301,2043,1,1
59.3,24.2,308,2043,1,1
58.2,24.2,319,2043,1,1
57.1,24.2,330,2043,1,1
40.7,24.2,494,2043,1,1
40.3,24.2,498,2043,1,1
39.9,24.2,502,2043,1,1
35.3,24.2,548,2043,1,1
35.2,24.2,549,2043,1,1
31.9,24.2,582,2043,1,1
-34,24.2,1241,2043,1,1
-70.8,24.2,1609,2043,1,1
80.5,24.3,96,2044,1,1
79.5,24.3,106,2044,1,1
77.8,24.3,123,2044,1,1
70.8,24.3,193,2044,1,1
65.7,24.3,244,2044,1,1
64.6,24.3,255,2044,1,1
60,24.3,301,2044,1,1
59.3,24.3,308,2044,1,1
58.2,24.3,319,2044,1,1
57.5,24.3,326,2044,1,1
57.4,24.3,327,2044,1,1
57.3,24.3,328,2044,1,1
57.2,24.3,329,2044,1,1
40.7,24.3,494,2044,1,1
40.2,24.3,499,2044,1,1
40,24.3,501,2044,1,1
35.2,24.3,549,2044,1,1
31.9,24.3,582,2044,1,1
-34,24.3,1241,2044,1,1
-70.8,24.3,1609,2044,1,1
80.5,24.4,96,2045,1,1
79.5,24.4,106,2045,1,1
77.8,24.4,123,2045,1,1
70.8,24.4,193,2045,1,1
65.7,24.4,244,2045,1,1
64.6,24.4,255,2045,1,1
60,24.4,301,2045,1,1
59.3,24.4,308,2045,1,1
58.3,24.4,318,2045,1,1
58,24.4,321,2045,1,1
57.9,24.4,322,2045,1,1
57.8,24.4,323,2045,1,1
57.7,24.4,324,2045,1,1
57.6,24.4,325,2045,1,1
40.8,24.4,493,2045,1,1
40.1,24.4,500,2045,1,1
40,24.4,501,2045,1,1
35.2,24.4,549,2045,1,1
31.9,24.4,582,2045,1,1
-34,24.4,1241,2045,1,1
-70.7,24.4,1608,2045,1,1
80.5,24.5,96,2046,1,1
79.5,24.5,106,2046,1,1
70.9,24.5,192,2046,1,1
65.6,24.5,245,2046,1,1
64.7,24.5,254,2046,1,1
60,24.5,301,2046,1,1
59.4,24.5,307,2046,1,1
58.2,24.5,319,2046,1,1
58.1,24.5,320,2046,1,1
40.8,24.5,493,2046,1,1
40,24.5,501,2046,1,1
35.2,24.5,549,2046,1,1
35.1,24.5,550,2046,1,1
31.8,24.5,583,2046,1,1
-34,24.5,1241,2046,1,1
-70.7,24.5,1608,2046,1,1
80.4,24.6,97,2047,1,1
79.5,24.6,106,2047,1,1
70.9,24.6,192,2047,1,1
65.6,24.6,245,2047,1,1
64.7,24.6,254,2047,1,1
60,24.6,301,2047,1,1
59.4,24.6,307,2047,1,1
40.8,24.6,493,2047,1,1
35.2,24.6,549,2047,1,1
35.1,24.6,550,2047,1,1
31.8,24.6,583,2047,1,1
-34.1,24.6,1242,2047,1,1
-70.7,24.6,1608,2047,1,1
80.4,24.7,97,2048,1,1
79.5,24.7,106,2048,1,1
71,24.7,191,2048,1,1
65.6,24.7,245,2048,1,1
64.8,24.7,253,2048,1,1
60,24.7,301,2048,1,1
59.4,24.7,307,2048,1,1
40.8,24.7,493,2048,1,1
35.2,24.7,549,2048,1,1
35.1,24.7,550,2048,1,1
31.8,24.7,583,2048,1,1
-34.1,24.7,1242,2048,1,1
-70.7,24.7,1608,2048,1,1
80.4,24.8,97,2049,1,1
79.5,24.8,106,2049,1,1
71,24.8,191,2049,1,1
65.6,24.8,245,2049,1,1
64.8,24.8,253,2049,1,1
60,24.8,301,2049,1,1
59.4,24.8,307,2049,1,1
40.9,24.8,492,2049,1,1
35.2,24.8,549,2049,1,1
35.1,24.8,550,2049,1,1
31.8,24.8,583,2049,1,1
-34.1,24.8,1242,2049,1,1
-70.7,24.8,1608,2049,1,1
80.4,24.9,97,2050,1,1
79.5,24.9,106,2050,1,1
71,24.9,191,2050,1,1
65.5,24.9,246,2050,1,1
64.8,24.9,253,2050,1,1
60.1,24.9,300,2050,1,1
59.4,24.9,307,2050,1,1
40.9,24.9,492,2050,1,1
35.2,24.9,549,2050,1,1
35,24.9,551,2050,1,1
34.9,24.9,552,2050,1,1
31.8,24.9,583,2050,1,1
-34.1,24.9,1242,2050,1,1
-70.7,24.9,1608,2050,1,1
80.4,25,97,2051,1,1
79.5,25,106,2051,1,1
71,25,191,2051,1,1
65.5,25,246,2051,1,1
64.9,25,252,2051,1,1
60.1,25,300,2051,1,1
59.4,25,307,2051,1,1
40.9,25,492,2051,1,1
35.2,25,549,2051,1,1
34.9,25,552,2051,1,1
31.8,25,583,2051,1,1
-34,25,1241,2051,1,1
-70.7,25,1608,2051,1,1
80.3,25.1,98,2052,1,1
79.5,25.1,106,2052,1,1
71,25.1,191,2052,1,1
65.5,25.1,246,2052,1,1
64.9,25.1,252,2052,1,1
60.1,25.1,300,2052,1,1
59.4,25.1,307,2052,1,1
40.9,25.1,492,2052,1,1
35.2,25.1,549,2052,1,1
34.9,25.1,552,2052,1,1
31.7,25.1,584,2052,1,1
-34,25.1,1241,2052,1,1
-70.7,25.1,1608,2052,1,1
80.3,25.2,98,2053,1,1
79.5,25.2,106,2053,1,1
71,25.2,191,2053,1,1
65.4,25.2,247,2053,1,1
64.9,25.2,252,2053,1,1
60.1,25.2,300,2053,1,1
59.4,25.2,307,2053,1,1
40.9,25.2,492,2053,1,1
35.2,25.2,549,2053,1,1
34.9,25.2,552,2053,1,1
31.6,25.2,585,2053,1,1
-33.9,25.2,1240,2053,1,1
-70.7,25.2,1608,2053,1,1
80.3,25.3,98,2054,1,1
79.6,25.3,105,2054,1,1
71,25.3,191,2054,1,1
65.4,25.3,247,2054,1,1
64.9,25.3,252,2054,1,1
60.2,25.3,299,2054,1,1
59.4,25.3,307,2054,1,1
40.8,25.3,493,2054,1,1
35.2,25.3,549,2054,1,1
34.9,25.3,552,2054,1,1
31.5,25.3,586,2054,1,1
-33.9,25.3,1240,2054,1,1
-70.7,25.3,1608,2054,1,1
80.3,25.4,98,2055,1,1
79.6,25.4,105,2055,1,1
71,25.4,191,2055,1,1
65.4,25.4,247,2055,1,1
65,25.4,251,2055,1,1
60.2,25.4,299,2055,1,1
59.5,25.4,306,2055,1,1
40.8,25.4,493,2055,1,1
35.2,25.4,549,2055,1,1
34.9,25.4,552,2055,1,1
31.5,25.4,586,2055,1,1
-33.9,25.4,1240,2055,1,1
-70.7,25.4,1608,2055,1,1
80.3,25.5,98,2056,1,1
79.6,25.5,105,2056,1,1
71,25.5,191,2056,1,1
65.3,25.5,248,2056,1,1
65.2,25.5,249,2056,1,1
65.1,25.5,250,2056,1,1
60.2,25.5,299,2056,1,1
59.5,25.5,306,2056,1,1
40.8,25.5,493,2056,1,1
35.2,25.5,549,2056,1,1
34.9,25.5,552,2056,1,1
31.5,25.5,586,2056,1,1
-34,25.5,1241,2056,1,1
-70.7,25.5,1608,2056,1,1
80.3,25.6,98,2057,1,1
79.6,25.6,105,2057,1,1
70.9,25.6,192,2057,1,1
60.2,25.6,299,2057,1,1
59.5,25.6,306,2057,1,1
40.8,25.6,493,2057,1,1
35.2,25.6,549,2057,1,1
35,25.6,551,2057,1,1
31.5,25.6,586,2057,1,1
-34,25.6,1241,2057,1,1
-70.7,25.6,1608,2057,1,1
80.3,25.7,98,2058,1,1
